"t0","order_of_test","time_start_battery","order_in_test","order","no_grids","grid1","grid2","grid3","grid4","grid5","grid6","grid7","grid8","pres_grid","correct","response_time","ID","time","t0_absolute","Woman","SD"
1424412399188,2,158342,1,1,6,8,11,10,13,14,12,NA,NA,"8,1",1,1.301,"101",1,NA,1,"Control"
1424412399188,2,163153,2,2,2,16,10,NA,NA,NA,NA,NA,NA,"16,1",1,0.927,"101",1,NA,1,"Control"
1424412399188,2,174158,3,3,6,4,2,3,9,16,12,NA,NA,"8,4",1,1.441,"101",1,NA,1,"Control"
1424412399188,2,185592,4,4,6,8,6,3,7,11,5,NA,NA,"6,1",0,1.871,"101",1,NA,1,"Control"
1424412399188,2,191852,5,5,2,11,12,NA,NA,NA,NA,NA,NA,"12,2",1,2.394,"101",1,NA,1,"Control"
1424412399188,2,197310,6,6,2,10,12,NA,NA,NA,NA,NA,NA,"12,2",1,1.599,"101",1,NA,1,"Control"
1424412399188,2,209009,7,7,6,1,7,11,3,10,14,NA,NA,"14,3",1,2.145,"101",1,NA,1,"Control"
1424412399188,2,214127,8,8,2,7,4,NA,NA,NA,NA,NA,NA,"2,2",1,1.262,"101",1,NA,1,"Control"
1424412399188,2,219055,9,9,2,7,9,NA,NA,NA,NA,NA,NA,"7,1",1,1.074,"101",1,NA,1,"Control"
1424412399188,2,231828,10,10,6,8,9,6,13,1,12,NA,NA,"9,2",1,3.219,"101",1,NA,1,"Control"
1424412399188,2,236805,11,11,2,7,4,NA,NA,NA,NA,NA,NA,"4,2",1,1.119,"101",1,NA,1,"Control"
1424412399188,2,248862,12,12,6,9,13,4,3,15,12,NA,NA,"7,1",1,2.509,"101",1,NA,1,"Control"
1424431735515,2,145886,1,1,2,2,16,NA,NA,NA,NA,NA,NA,"2,1",1,0.889,"101",2,NA,1,"Control"
1424431735515,2,150924,2,2,2,7,3,NA,NA,NA,NA,NA,NA,"7,2",1,1.177,"101",2,NA,1,"Control"
1424431735515,2,162099,3,3,6,15,14,11,5,3,12,NA,NA,"14,4",1,1.663,"101",2,NA,1,"Control"
1424431735515,2,167138,4,4,2,8,16,NA,NA,NA,NA,NA,NA,"12,1",1,1.193,"101",2,NA,1,"Control"
1424431735515,2,179286,5,5,6,7,5,13,8,1,9,NA,NA,"13,3",1,2.586,"101",2,NA,1,"Control"
1424431735515,2,190712,6,6,6,1,11,12,7,3,13,NA,NA,"12,3",1,1.898,"101",2,NA,1,"Control"
1424431735515,2,203156,7,7,6,16,11,13,7,2,15,NA,NA,"13,3",1,2.899,"101",2,NA,1,"Control"
1424431735515,2,213825,8,8,6,13,8,6,7,1,14,NA,NA,"6,3",1,1.13,"101",2,NA,1,"Control"
1424431735515,2,225216,9,9,6,2,15,14,12,13,5,NA,NA,"2,1",1,1.813,"101",2,NA,1,"Control"
1424431735515,2,230079,10,10,2,10,9,NA,NA,NA,NA,NA,NA,"10,1",1,1.014,"101",2,NA,1,"Control"
1424431735515,2,235227,11,11,2,11,6,NA,NA,NA,NA,NA,NA,"3,2",1,1.299,"101",2,NA,1,"Control"
1424431735515,2,240176,12,12,2,11,3,NA,NA,NA,NA,NA,NA,"7,1",1,1.096,"101",2,NA,1,"Control"
1424446226019,2,153902,1,1,6,15,6,7,16,2,13,NA,NA,"11,6",1,1.181,"101",3,NA,1,"Control"
1424446226019,2,159091,2,2,2,6,13,NA,NA,NA,NA,NA,NA,"1,1",1,1.263,"101",3,NA,1,"Control"
1424446226019,2,170230,3,3,6,14,5,2,1,8,10,NA,NA,"11,3",1,1.568,"101",3,NA,1,"Control"
1424446226019,2,175109,4,4,2,15,16,NA,NA,NA,NA,NA,NA,"1,2",1,1.007,"101",3,NA,1,"Control"
1424446226019,2,180031,5,5,2,5,3,NA,NA,NA,NA,NA,NA,"8,2",1,1.023,"101",3,NA,1,"Control"
1424446226019,2,191082,6,6,6,7,9,2,8,13,6,NA,NA,"6,6",1,1.429,"101",3,NA,1,"Control"
1424446226019,2,195972,7,7,2,1,11,NA,NA,NA,NA,NA,NA,"11,2",1,1.028,"101",3,NA,1,"Control"
1424446226019,2,207039,8,8,6,2,9,6,13,16,3,NA,NA,"4,6",0,1.498,"101",3,NA,1,"Control"
1424446226019,2,217942,9,9,6,16,11,14,7,1,5,NA,NA,"5,2",1,1.477,"101",3,NA,1,"Control"
1424446226019,2,228545,10,10,6,13,8,3,6,1,15,NA,NA,"15,4",1,1.108,"101",3,NA,1,"Control"
1424446226019,2,233445,11,11,2,10,13,NA,NA,NA,NA,NA,NA,"10,1",1,1.047,"101",3,NA,1,"Control"
1424446226019,2,238738,12,12,2,6,16,NA,NA,NA,NA,NA,NA,"6,1",0,1.449,"101",3,NA,1,"Control"
1424417933639,3,289267,1,1,7,5,8,6,12,1,11,14,NA,"6,3",1,1.756,"102",1,NA,1,"Control"
1424417933639,3,304249,2,2,7,3,10,16,4,5,11,13,NA,"4,4",1,4.135,"102",1,NA,1,"Control"
1424417933639,3,316398,3,3,7,3,14,4,10,13,6,11,NA,"11,4",1,1.288,"102",1,NA,1,"Control"
1424417933639,3,328381,4,4,7,9,13,6,4,1,5,2,NA,"2,7",1,1.144,"102",1,NA,1,"Control"
1424417933639,3,340514,5,5,7,12,4,6,1,11,16,9,NA,"5,2",1,1.29,"102",1,NA,1,"Control"
1424417933639,3,353794,6,6,7,6,2,14,15,5,7,9,NA,"10,3",1,2.44,"102",1,NA,1,"Control"
1424417933639,3,367964,7,7,7,12,15,1,16,3,5,13,NA,"12,4",1,3.33,"102",1,NA,1,"Control"
1424417933639,3,380298,8,8,7,9,6,8,10,11,4,3,NA,"9,1",1,1.495,"102",1,NA,1,"Control"
1424417933639,3,392731,9,9,7,7,3,9,10,8,12,13,NA,"3,3",1,1.589,"102",1,NA,1,"Control"
1424417933639,3,405329,10,10,7,3,11,2,4,15,16,8,NA,"12,6",0,1.757,"102",1,NA,1,"Control"
1424432023696,5,648282,1,1,7,7,13,3,16,9,6,8,NA,"4,3",1,1.329,"102",2,NA,1,"Control"
1424432023696,5,664646,2,2,7,7,5,10,1,8,6,16,NA,"5,2",1,5.518,"102",2,NA,1,"Control"
1424432023696,5,676729,3,3,7,14,6,15,10,3,2,11,NA,"13,4",1,1.237,"102",2,NA,1,"Control"
1424432023696,5,688530,4,4,7,8,10,12,11,1,13,9,NA,"9,7",1,0.956,"102",2,NA,1,"Control"
1424432023696,5,700832,5,5,7,9,5,10,16,6,4,13,NA,"16,4",1,1.46,"102",2,NA,1,"Control"
1424432023696,5,713112,6,6,7,8,9,16,15,7,6,1,NA,"15,4",0,1.436,"102",2,NA,1,"Control"
1424432023696,5,725246,7,7,7,9,12,7,4,15,14,16,NA,"16,5",1,1.294,"102",2,NA,1,"Control"
1424432023696,5,737596,8,8,7,11,7,4,12,15,9,10,NA,"12,4",0,1.499,"102",2,NA,1,"Control"
1424432023696,5,750610,9,9,7,15,4,1,8,9,16,2,NA,"15,1",0,2.168,"102",2,NA,1,"Control"
1424432023696,5,762729,10,10,7,8,13,1,10,16,7,2,NA,"2,7",1,1.281,"102",2,NA,1,"Control"
1424447337276,5,636868,1,1,7,10,14,16,6,11,5,15,NA,"6,4",1,2.104,"102",3,NA,1,"Control"
1424447337276,5,649299,2,2,7,9,7,10,3,12,5,6,NA,"14,2",1,1.586,"102",3,NA,1,"Control"
1424447337276,5,662556,3,3,7,8,12,15,9,2,13,16,NA,"2,5",1,2.415,"102",3,NA,1,"Control"
1424447337276,5,674931,4,4,7,8,11,4,12,7,5,13,NA,"14,7",1,1.529,"102",3,NA,1,"Control"
1424447337276,5,687036,5,5,7,14,9,4,16,15,13,1,NA,"14,1",0,1.261,"102",3,NA,1,"Control"
1424447337276,5,699385,6,6,7,11,13,7,2,9,15,6,NA,"2,4",0,1.497,"102",3,NA,1,"Control"
1424447337276,5,712208,7,7,7,5,8,3,7,11,4,14,NA,"11,5",0,1.979,"102",3,NA,1,"Control"
1424447337276,5,724583,8,8,7,14,7,4,6,5,2,16,NA,"14,1",1,1.512,"102",3,NA,1,"Control"
1424447337276,5,738083,9,9,7,10,5,9,7,15,3,8,NA,"10,1",1,2.65,"102",3,NA,1,"Control"
1424447337276,5,750432,10,10,7,3,1,13,10,6,7,15,NA,"3,1",0,1.508,"102",3,NA,1,"Control"
1424639767882,2,159249,1,1,6,11,10,8,14,15,1,NA,NA,"9,1",1,1.428,"103",0,NA,1,"Control"
1424639767882,2,170729,2,2,6,1,9,7,8,10,15,NA,NA,"6,4",1,2.036,"103",0,NA,1,"Control"
1424639767882,2,181782,3,3,6,5,9,12,6,15,3,NA,NA,"3,6",1,1.598,"103",0,NA,1,"Control"
1424639767882,2,186992,4,4,2,16,13,NA,NA,NA,NA,NA,NA,"13,2",1,1.367,"103",0,NA,1,"Control"
1424639767882,2,198458,5,5,6,8,4,14,1,3,2,NA,NA,"4,2",0,2.014,"103",0,NA,1,"Control"
1424639767882,2,203332,6,6,2,9,1,NA,NA,NA,NA,NA,NA,"9,1",1,1.042,"103",0,NA,1,"Control"
1424639767882,2,208235,7,7,2,9,8,NA,NA,NA,NA,NA,NA,"2,2",1,1.075,"103",0,NA,1,"Control"
1424639767882,2,212946,8,8,2,10,1,NA,NA,NA,NA,NA,NA,"10,1",1,0.892,"103",0,NA,1,"Control"
1424639767882,2,224266,9,9,6,1,7,3,5,11,13,NA,NA,"14,6",1,1.87,"103",0,NA,1,"Control"
1424639767882,2,229248,10,10,2,11,10,NA,NA,NA,NA,NA,NA,"10,2",1,1.148,"103",0,NA,1,"Control"
1424639767882,2,234183,11,11,2,6,13,NA,NA,NA,NA,NA,NA,"3,2",1,1.106,"103",0,NA,1,"Control"
1424639767882,2,245318,12,12,6,6,11,14,15,8,12,NA,NA,"14,5",1,1.688,"103",0,NA,1,"Control"
1424673782382,2,149122,1,1,2,16,13,NA,NA,NA,NA,NA,NA,"9,2",1,1.111,"103",1,NA,1,"Control"
1424673782382,2,153989,2,2,2,8,15,NA,NA,NA,NA,NA,NA,"15,2",1,1.04,"103",1,NA,1,"Control"
1424673782382,2,167202,3,3,6,14,11,5,6,12,15,NA,NA,"12,5",1,3.769,"103",1,NA,1,"Control"
1424673782382,2,172126,4,4,2,6,11,NA,NA,NA,NA,NA,NA,"14,2",1,1.095,"103",1,NA,1,"Control"
1424673782382,2,183928,5,5,6,4,14,15,9,1,12,NA,NA,"15,3",0,2.349,"103",1,NA,1,"Control"
1424673782382,2,196966,6,6,6,5,3,16,2,9,13,NA,NA,"9,5",1,3.596,"103",1,NA,1,"Control"
1424673782382,2,201994,7,7,2,6,2,NA,NA,NA,NA,NA,NA,"6,1",1,1.19,"103",1,NA,1,"Control"
1424673782382,2,213883,8,8,6,9,11,10,5,1,12,NA,NA,"1,5",1,2.434,"103",1,NA,1,"Control"
1424673782382,2,218480,9,9,2,1,13,NA,NA,NA,NA,NA,NA,"1,1",1,0.774,"103",1,NA,1,"Control"
1424673782382,2,229235,10,10,6,14,2,11,9,5,3,NA,NA,"5,1",1,1.303,"103",1,NA,1,"Control"
1424673782382,2,234064,11,11,2,2,7,NA,NA,NA,NA,NA,NA,"12,1",1,1.001,"103",1,NA,1,"Control"
1424673782382,2,244903,12,12,6,6,4,11,14,16,12,NA,NA,"6,1",1,1.392,"103",1,NA,1,"Control"
1424691096601,2,149923,1,1,2,9,10,NA,NA,NA,NA,NA,NA,"9,1",1,0.784,"103",2,NA,1,"Control"
1424691096601,2,160474,2,2,6,10,2,16,1,7,13,NA,NA,"1,4",1,1.107,"103",2,NA,1,"Control"
1424691096601,2,166252,3,3,2,9,3,NA,NA,NA,NA,NA,NA,"3,2",1,1.953,"103",2,NA,1,"Control"
1424691096601,2,171075,4,4,2,4,16,NA,NA,NA,NA,NA,NA,"16,2",1,1.002,"103",2,NA,1,"Control"
1424691096601,2,182560,5,5,6,6,2,5,14,9,13,NA,NA,"9,5",1,2.032,"103",2,NA,1,"Control"
1424691096601,2,193108,6,6,6,7,8,1,9,3,13,NA,NA,"7,1",1,1.103,"103",2,NA,1,"Control"
1424691096601,2,206267,7,7,6,5,2,13,9,15,6,NA,NA,"6,6",1,3.707,"103",2,NA,1,"Control"
1424691096601,2,216998,8,8,6,13,6,8,9,14,2,NA,NA,"9,4",1,1.274,"103",2,NA,1,"Control"
1424691096601,2,221612,9,9,2,2,5,NA,NA,NA,NA,NA,NA,"2,1",1,0.787,"103",2,NA,1,"Control"
1424691096601,2,226180,10,10,2,15,16,NA,NA,NA,NA,NA,NA,"16,2",1,0.744,"103",2,NA,1,"Control"
1424691096601,2,231046,11,11,2,6,2,NA,NA,NA,NA,NA,NA,"16,1",1,1.026,"103",2,NA,1,"Control"
1424691096601,2,241646,12,12,6,12,16,1,3,8,5,NA,NA,"9,2",1,1.157,"103",2,NA,1,"Control"
1424707295674,2,151014,1,1,2,7,14,NA,NA,NA,NA,NA,NA,"7,2",1,1.119,"103",3,NA,1,"Control"
1424707295674,2,161699,2,2,6,4,11,14,3,13,7,NA,NA,"4,1",1,1.243,"103",3,NA,1,"Control"
1424707295674,2,167045,3,3,2,7,3,NA,NA,NA,NA,NA,NA,"5,2",1,1.516,"103",3,NA,1,"Control"
1424707295674,2,171824,4,4,2,5,6,NA,NA,NA,NA,NA,NA,"6,2",1,0.955,"103",3,NA,1,"Control"
1424707295674,2,182842,5,5,6,6,15,14,12,16,9,NA,NA,"9,6",1,1.566,"103",3,NA,1,"Control"
1424707295674,2,194320,6,6,6,3,9,10,15,7,5,NA,NA,"15,4",1,2.034,"103",3,NA,1,"Control"
1424707295674,2,204876,7,7,6,10,6,3,16,15,9,NA,NA,"8,6",1,1.09,"103",3,NA,1,"Control"
1424707295674,2,209527,8,8,2,6,13,NA,NA,NA,NA,NA,NA,"6,1",1,0.821,"103",3,NA,1,"Control"
1424707295674,2,220067,9,9,6,12,2,13,9,16,3,NA,NA,"12,1",1,1.096,"103",3,NA,1,"Control"
1424707295674,2,224716,10,10,2,12,6,NA,NA,NA,NA,NA,NA,"12,1",1,0.821,"103",3,NA,1,"Control"
1424707295674,2,229477,11,11,2,4,15,NA,NA,NA,NA,NA,NA,"4,1",1,0.928,"103",3,NA,1,"Control"
1424707295674,2,239966,12,12,6,13,2,3,10,11,4,NA,NA,"12,1",1,1.046,"103",3,NA,1,"Control"
1424692144796,4,378717,1,1,7,3,11,9,5,14,10,6,NA,"3,1",1,1.393,"104",2,NA,1,"Control"
1424692144796,4,392061,2,2,7,10,5,14,12,6,11,13,NA,"6,6",0,2.402,"104",2,NA,1,"Control"
1424692144796,4,404630,3,3,7,6,1,5,9,11,4,2,NA,"11,5",1,1.558,"104",2,NA,1,"Control"
1424692144796,4,417266,4,4,7,13,2,1,11,4,8,12,NA,"2,2",1,1.716,"104",2,NA,1,"Control"
1424692144796,4,429603,5,5,7,9,10,12,15,11,16,2,NA,"16,6",1,1.445,"104",2,NA,1,"Control"
1424692144796,4,441832,6,6,7,14,8,12,6,10,11,4,NA,"1,2",1,1.323,"104",2,NA,1,"Control"
1424692144796,4,454649,7,7,7,11,15,13,9,7,16,1,NA,"7,5",0,1.88,"104",2,NA,1,"Control"
1424692144796,4,467549,8,8,7,1,15,12,7,3,6,10,NA,"15,1",1,1.979,"104",2,NA,1,"Control"
1424692144796,4,480400,9,9,7,3,11,2,14,15,8,12,NA,"7,3",1,1.939,"104",2,NA,1,"Control"
1424692144796,4,493879,10,10,7,8,5,11,3,7,15,16,NA,"15,6",1,2.585,"104",2,NA,1,"Control"
1424705902496,2,95805,1,1,7,14,13,7,2,15,4,3,NA,"13,2",1,2.308,"104",3,NA,1,"Control"
1424705902496,2,108099,2,2,7,16,5,11,13,9,4,15,NA,"16,1",1,1.396,"104",3,NA,1,"Control"
1424705902496,2,120269,3,3,7,14,7,12,6,11,2,3,NA,"2,7",1,1.247,"104",3,NA,1,"Control"
1424705902496,2,133180,4,4,7,10,3,6,5,2,13,14,NA,"3,2",1,2.008,"104",3,NA,1,"Control"
1424705902496,2,145324,5,5,7,14,13,10,4,7,8,12,NA,"15,6",1,1.206,"104",3,NA,1,"Control"
1424705902496,2,158788,6,6,7,2,13,12,4,16,3,14,NA,"3,6",1,2.504,"104",3,NA,1,"Control"
1424705902496,2,170920,7,7,7,9,12,14,7,13,16,11,NA,"4,2",1,1.216,"104",3,NA,1,"Control"
1424705902496,2,184633,8,8,7,11,14,2,8,10,9,6,NA,"10,1",1,2.817,"104",3,NA,1,"Control"
1424705902496,2,196974,9,9,7,12,5,2,4,8,7,14,NA,"15,7",1,1.366,"104",3,NA,1,"Control"
1424705902496,2,208952,10,10,7,6,8,15,16,12,13,11,NA,"4,7",1,1.037,"104",3,NA,1,"Control"
1424986227242,1,18063,1,1,7,12,16,10,14,4,13,15,NA,"16,2",1,1.553,"105",0,NA,1,"Sleep Deprivation"
1424986227242,1,30989,2,2,7,7,16,5,2,8,13,9,NA,"15,3",1,2.048,"105",0,NA,1,"Sleep Deprivation"
1424986227242,1,43287,3,3,7,1,4,6,12,9,10,7,NA,"4,2",1,1.43,"105",0,NA,1,"Sleep Deprivation"
1424986227242,1,55987,4,4,7,2,6,3,14,5,10,12,NA,"2,5",1,1.843,"105",0,NA,1,"Sleep Deprivation"
1424986227242,1,69387,5,5,7,2,3,6,9,8,15,12,NA,"5,5",1,2.532,"105",0,NA,1,"Sleep Deprivation"
1424986227242,1,82774,6,6,7,7,16,1,3,11,14,2,NA,"15,7",1,2.502,"105",0,NA,1,"Sleep Deprivation"
1424986227242,1,97446,7,7,7,1,16,2,7,5,11,13,NA,"1,6",1,3.812,"105",0,NA,1,"Sleep Deprivation"
1424986227242,1,115350,8,8,7,2,1,6,10,16,15,4,NA,"6,1",1,7.032,"105",0,NA,1,"Sleep Deprivation"
1424986227242,1,128287,9,9,7,10,2,15,16,4,1,11,NA,"4,5",1,2.059,"105",0,NA,1,"Sleep Deprivation"
1424986227242,1,140202,10,10,7,3,12,10,2,6,11,13,NA,"6,5",1,1.043,"105",0,NA,1,"Sleep Deprivation"
1425021517288,4,452082,1,1,7,7,6,14,8,9,16,13,NA,"7,1",1,1.956,"105",1,NA,1,"Sleep Deprivation"
1425021517288,4,464869,2,2,7,4,12,11,16,1,7,2,NA,"12,3",0,1.904,"105",1,NA,1,"Sleep Deprivation"
1425021517288,4,477969,3,3,7,9,16,15,10,3,2,6,NA,"9,1",0,2.211,"105",1,NA,1,"Sleep Deprivation"
1425021517288,4,490744,4,4,7,10,5,13,14,2,16,6,NA,"2,5",1,1.919,"105",1,NA,1,"Sleep Deprivation"
1425021517288,4,503818,5,5,7,1,13,10,3,7,15,11,NA,"11,7",1,2.219,"105",1,NA,1,"Sleep Deprivation"
1425021517288,4,516791,6,6,7,6,14,9,5,16,13,2,NA,"14,4",0,2.113,"105",1,NA,1,"Sleep Deprivation"
1425021517288,4,528818,7,7,7,10,15,1,6,4,12,3,NA,"6,6",0,1.154,"105",1,NA,1,"Sleep Deprivation"
1425021517288,4,540991,8,8,7,4,15,3,6,2,14,11,NA,"6,2",0,1.3,"105",1,NA,1,"Sleep Deprivation"
1425021517288,4,555682,9,9,7,5,6,13,11,14,16,9,NA,"14,5",0,3.823,"105",1,NA,1,"Sleep Deprivation"
1425021517288,4,567781,10,10,7,15,7,12,11,14,13,5,NA,"12,4",0,1.244,"105",1,NA,1,"Sleep Deprivation"
1425051161657,3,235679,1,1,7,2,12,4,8,3,10,1,NA,"10,6",1,5.137,"105",2,NA,1,"Sleep Deprivation"
1425051161657,3,247792,2,2,7,7,3,2,10,5,13,15,NA,"13,6",1,1.282,"105",2,NA,1,"Sleep Deprivation"
1425051161657,3,260447,3,3,7,16,15,8,12,6,3,13,NA,"6,5",1,1.823,"105",2,NA,1,"Sleep Deprivation"
1425051161657,3,272675,4,4,7,11,14,8,13,10,2,4,NA,"4,7",1,1.397,"105",2,NA,1,"Sleep Deprivation"
1425051161657,3,284780,5,5,7,10,7,11,4,3,9,2,NA,"3,5",1,1.276,"105",2,NA,1,"Sleep Deprivation"
1425051161657,3,297844,6,6,7,4,2,13,6,15,1,5,NA,"2,3",1,2.233,"105",2,NA,1,"Sleep Deprivation"
1425051161657,3,310783,7,7,7,13,6,15,16,7,10,8,NA,"4,2",1,2.108,"105",2,NA,1,"Sleep Deprivation"
1425051161657,3,323083,8,8,7,3,16,6,11,8,5,1,NA,"6,3",1,1.468,"105",2,NA,1,"Sleep Deprivation"
1425051161657,3,337425,9,9,7,4,9,8,11,13,15,7,NA,"8,3",0,3.512,"105",2,NA,1,"Sleep Deprivation"
1425051161657,3,351302,10,10,7,1,10,2,7,15,14,9,NA,"7,4",0,3.047,"105",2,NA,1,"Sleep Deprivation"
1425037025693,4,435229,1,1,7,10,15,13,5,6,16,1,NA,"13,3",1,2.852,"105",3,NA,1,"Sleep Deprivation"
1425037025693,4,448903,2,2,7,5,8,6,10,11,2,3,NA,"10,2",0,2.841,"105",3,NA,1,"Sleep Deprivation"
1425037025693,4,461483,3,3,7,3,11,10,4,9,2,5,NA,"11,2",1,1.75,"105",3,NA,1,"Sleep Deprivation"
1425037025693,4,473362,4,4,7,8,12,2,10,5,1,9,NA,"1,6",1,1.049,"105",3,NA,1,"Sleep Deprivation"
1425037025693,4,487487,5,5,7,8,3,1,9,14,6,5,NA,"11,2",1,3.294,"105",3,NA,1,"Sleep Deprivation"
1425037025693,4,500011,6,6,7,6,4,1,5,11,9,15,NA,"9,6",0,1.694,"105",3,NA,1,"Sleep Deprivation"
1425037025693,4,512646,7,7,7,1,11,15,8,13,16,5,NA,"3,7",1,1.805,"105",3,NA,1,"Sleep Deprivation"
1425037025693,4,526367,8,8,7,13,6,1,9,3,7,5,NA,"9,4",1,2.894,"105",3,NA,1,"Sleep Deprivation"
1425037025693,4,539730,9,9,7,3,4,15,10,14,13,8,NA,"5,4",1,2.532,"105",3,NA,1,"Sleep Deprivation"
1425037025693,4,554351,10,10,7,3,5,9,6,16,1,7,NA,"6,4",1,3.789,"105",3,NA,1,"Sleep Deprivation"
1425020741783,1,17809,1,1,7,13,15,5,4,3,10,14,NA,"14,7",1,1.302,"106",1,NA,1,"Sleep Deprivation"
1425020741783,1,30800,2,2,7,6,10,3,4,1,16,13,NA,"4,4",0,2.133,"106",1,NA,1,"Sleep Deprivation"
1425020741783,1,44304,3,3,7,3,11,1,16,8,13,4,NA,"16,4",1,2.65,"106",1,NA,1,"Sleep Deprivation"
1425020741783,1,56320,4,4,7,6,3,2,11,1,5,10,NA,"6,7",1,1.165,"106",1,NA,1,"Sleep Deprivation"
1425020741783,1,68464,5,5,7,5,2,15,9,7,8,14,NA,"3,3",1,1.298,"106",1,NA,1,"Sleep Deprivation"
1425020741783,1,83616,6,6,7,9,5,13,1,3,12,6,NA,"1,4",1,4.306,"106",1,NA,1,"Sleep Deprivation"
1425020741783,1,97349,7,7,7,15,2,13,3,7,11,5,NA,"13,3",0,2.892,"106",1,NA,1,"Sleep Deprivation"
1425020741783,1,109955,8,8,7,12,11,3,7,8,9,14,NA,"14,7",1,1.762,"106",1,NA,1,"Sleep Deprivation"
1425020741783,1,121834,9,9,7,14,1,13,16,2,4,5,NA,"11,7",1,1.037,"106",1,NA,1,"Sleep Deprivation"
1425020741783,1,133815,10,10,7,7,6,15,8,3,4,5,NA,"4,6",1,1.141,"106",1,NA,1,"Sleep Deprivation"
1425037055137,2,163903,1,1,7,9,10,5,6,11,7,8,NA,"7,6",1,2.174,"106",2,NA,1,"Sleep Deprivation"
1425037055137,2,175845,2,2,7,16,4,9,7,6,2,15,NA,"15,7",1,1.094,"106",2,NA,1,"Sleep Deprivation"
1425037055137,2,189579,3,3,7,7,2,10,5,9,3,16,NA,"5,4",0,2.875,"106",2,NA,1,"Sleep Deprivation"
1425037055137,2,202063,4,4,7,7,9,1,12,15,4,14,NA,"9,2",0,1.634,"106",2,NA,1,"Sleep Deprivation"
1425037055137,2,213864,5,5,7,10,6,12,14,5,11,1,NA,"1,7",1,0.96,"106",2,NA,1,"Sleep Deprivation"
1425037055137,2,226843,6,6,7,3,14,16,13,11,5,10,NA,"13,4",0,2.133,"106",2,NA,1,"Sleep Deprivation"
1425037055137,2,238830,7,7,7,16,10,12,5,1,13,15,NA,"15,1",1,1.144,"106",2,NA,1,"Sleep Deprivation"
1425037055137,2,251020,8,8,7,6,9,14,10,4,12,2,NA,"1,4",1,1.344,"106",2,NA,1,"Sleep Deprivation"
1425037055137,2,263167,9,9,7,7,16,6,3,5,8,4,NA,"16,2",0,1.303,"106",2,NA,1,"Sleep Deprivation"
1425037055137,2,277750,10,10,7,15,5,9,12,1,13,4,NA,"1,4",1,3.735,"106",2,NA,1,"Sleep Deprivation"
1425051776681,5,464066,1,1,7,4,12,15,13,8,3,9,NA,"8,5",0,1.755,"106",3,NA,1,"Sleep Deprivation"
1425051776681,5,475948,2,2,7,7,13,8,9,5,4,10,NA,"10,7",1,1.038,"106",3,NA,1,"Sleep Deprivation"
1425051776681,5,488249,3,3,7,15,8,7,16,6,10,5,NA,"16,7",1,1.457,"106",3,NA,1,"Sleep Deprivation"
1425051776681,5,500816,4,4,7,13,8,7,16,2,12,9,NA,"11,4",1,1.722,"106",3,NA,1,"Sleep Deprivation"
1425051776681,5,513366,5,5,7,4,2,6,14,8,9,5,NA,"6,3",0,1.706,"106",3,NA,1,"Sleep Deprivation"
1425051776681,5,525398,6,6,7,13,15,2,8,14,5,9,NA,"16,6",1,1.185,"106",3,NA,1,"Sleep Deprivation"
1425051776681,5,538514,7,7,7,7,4,9,8,16,15,10,NA,"7,1",1,2.276,"106",3,NA,1,"Sleep Deprivation"
1425051776681,5,550681,8,8,7,6,5,11,13,1,16,10,NA,"3,3",1,1.317,"106",3,NA,1,"Sleep Deprivation"
1425051776681,5,562733,9,9,7,3,2,14,16,10,5,9,NA,"9,7",1,1.212,"106",3,NA,1,"Sleep Deprivation"
1425051776681,5,574702,10,10,7,10,2,8,1,4,14,5,NA,"7,7",1,1.125,"106",3,NA,1,"Sleep Deprivation"
1424986293055,2,124363,1,1,7,1,2,7,12,4,3,10,NA,"14,3",1,2.792,"106",0,NA,1,"Sleep Deprivation"
1424986293055,2,136729,2,2,7,11,2,8,7,16,12,5,NA,"15,5",1,1.51,"106",0,NA,1,"Sleep Deprivation"
1424986293055,2,150196,3,3,7,11,13,15,7,9,14,12,NA,"11,1",1,2.619,"106",0,NA,1,"Sleep Deprivation"
1424986293055,2,164529,4,4,7,4,14,3,9,10,8,1,NA,"9,2",1,3.473,"106",0,NA,1,"Sleep Deprivation"
1424986293055,2,177132,5,5,7,7,16,5,1,3,14,6,NA,"15,1",1,1.759,"106",0,NA,1,"Sleep Deprivation"
1424986293055,2,189082,6,6,7,10,4,9,15,1,2,8,NA,"3,7",1,1.101,"106",0,NA,1,"Sleep Deprivation"
1424986293055,2,201146,7,7,7,8,9,11,2,15,7,3,NA,"3,7",1,1.216,"106",0,NA,1,"Sleep Deprivation"
1424986293055,2,213380,8,8,7,3,12,4,9,16,11,2,NA,"9,1",1,1.386,"106",0,NA,1,"Sleep Deprivation"
1424986293055,2,225346,9,9,7,13,9,6,2,3,4,11,NA,"13,7",1,1.123,"106",0,NA,1,"Sleep Deprivation"
1424986293055,2,237253,10,10,7,9,13,4,5,1,8,10,NA,"16,3",1,1.061,"106",0,NA,1,"Sleep Deprivation"
1425245444071,5,643440,1,1,7,6,14,13,12,10,4,11,NA,"14,4",1,2.952,"107",0,NA,1,"Sleep Deprivation"
1425245444071,5,656844,2,2,7,5,13,8,10,7,4,9,NA,"2,3",1,2.549,"107",0,NA,1,"Sleep Deprivation"
1425245444071,5,670929,3,3,7,11,7,14,5,1,4,15,NA,"11,3",1,3.231,"107",0,NA,1,"Sleep Deprivation"
