"t0","order_of_test","time_start_battery","order_in_test","order","no_grids","grid1","grid2","grid3","grid4","grid5","grid6","grid7","grid8","pres_grid","correct","response_time","ID","time","t0_absolute","Woman","SD"
NA,1,31946,2,2,7,8,16,13,9,1,5,2,NA,"14,4",1,3.193,"265",1,NA,0,"Sleep Deprivation"
NA,1,45563,3,3,7,8,7,2,9,12,16,5,NA,"9,4",1,2.754,"265",1,NA,0,"Sleep Deprivation"
NA,1,58031,4,4,7,5,13,14,9,10,1,16,NA,"16,7",1,1.612,"265",1,NA,0,"Sleep Deprivation"
NA,1,71830,5,5,7,3,9,14,5,11,1,12,NA,"16,6",1,2.951,"265",1,NA,0,"Sleep Deprivation"
NA,1,84446,6,6,7,9,6,10,13,12,3,16,NA,"12,5",1,1.768,"265",1,NA,0,"Sleep Deprivation"
NA,1,97161,7,7,7,3,14,4,8,16,6,1,NA,"8,2",1,1.864,"265",1,NA,0,"Sleep Deprivation"
NA,1,111563,8,8,7,16,14,12,6,15,5,10,NA,"12,3",1,3.557,"265",1,NA,0,"Sleep Deprivation"
NA,1,124580,9,9,7,13,4,12,6,7,5,15,NA,"7,4",1,2.171,"265",1,NA,0,"Sleep Deprivation"
NA,1,137980,10,10,7,16,1,7,14,10,15,2,NA,"7,3",1,2.555,"265",1,NA,0,"Sleep Deprivation"
NA,1,18228,1,1,7,15,7,5,9,10,2,14,NA,"4,5",1,1.723,"265",2,NA,0,"Sleep Deprivation"
NA,1,30574,2,2,7,3,9,5,16,11,13,4,NA,"3,1",1,1.492,"265",2,NA,0,"Sleep Deprivation"
NA,1,43757,3,3,7,8,1,2,5,7,13,3,NA,"4,5",1,2.332,"265",2,NA,0,"Sleep Deprivation"
NA,1,56890,4,4,7,1,15,8,11,7,13,16,NA,"1,1",1,2.277,"265",2,NA,0,"Sleep Deprivation"
NA,1,70590,5,5,7,1,13,10,12,5,7,3,NA,"2,4",1,2.853,"265",2,NA,0,"Sleep Deprivation"
NA,1,83274,6,6,7,4,6,9,3,8,11,14,NA,"6,2",1,1.835,"265",2,NA,0,"Sleep Deprivation"
NA,1,96790,7,7,7,6,2,8,10,11,16,5,NA,"8,3",1,2.666,"265",2,NA,0,"Sleep Deprivation"
NA,1,109141,8,8,7,9,1,6,12,16,11,2,NA,"6,3",1,1.507,"265",2,NA,0,"Sleep Deprivation"
NA,1,122591,9,9,7,7,9,5,6,3,11,8,NA,"4,7",1,2.605,"265",2,NA,0,"Sleep Deprivation"
NA,1,137590,10,10,7,8,7,4,15,13,10,2,NA,"2,7",1,4.156,"265",2,NA,0,"Sleep Deprivation"
NA,2,161752,1,1,7,12,7,4,10,15,6,3,NA,"1,6",1,1.991,"265",3,NA,0,"Sleep Deprivation"
NA,2,174348,2,2,7,5,12,7,13,4,11,8,NA,"7,3",1,1.746,"265",3,NA,0,"Sleep Deprivation"
NA,2,187115,3,3,7,3,16,4,5,2,7,8,NA,"8,7",1,1.922,"265",3,NA,0,"Sleep Deprivation"
NA,2,201765,4,4,7,13,3,6,8,10,12,1,NA,"16,6",1,3.791,"265",3,NA,0,"Sleep Deprivation"
NA,2,214685,5,5,7,1,7,13,11,12,6,15,NA,"11,7",1,2.074,"265",3,NA,0,"Sleep Deprivation"
NA,2,227232,6,6,7,11,2,3,1,12,15,8,NA,"16,2",1,1.701,"265",3,NA,0,"Sleep Deprivation"
NA,2,240232,7,7,7,6,16,10,5,11,12,14,NA,"16,2",1,2.156,"265",3,NA,0,"Sleep Deprivation"
NA,2,252715,8,8,7,16,10,6,7,8,14,3,NA,"10,1",1,1.637,"265",3,NA,0,"Sleep Deprivation"
NA,2,265015,9,9,7,7,15,3,2,5,8,16,NA,"13,2",1,1.453,"265",3,NA,0,"Sleep Deprivation"
NA,2,277732,10,10,7,6,12,8,11,3,9,15,NA,"12,2",1,1.874,"265",3,NA,0,"Sleep Deprivation"
NA,5,561677,1,1,7,11,15,7,13,10,9,8,NA,"10,6",0,2.608,"266",0,NA,0,"Sleep Deprivation"
NA,5,574717,2,2,7,6,3,5,7,8,12,10,NA,"5,3",1,2.044,"266",0,NA,0,"Sleep Deprivation"
NA,5,590405,3,3,7,15,7,11,6,13,14,12,NA,"10,1",1,4.739,"266",0,NA,0,"Sleep Deprivation"
NA,5,602664,4,4,7,9,16,11,10,7,5,2,NA,"4,5",1,1.284,"266",0,NA,0,"Sleep Deprivation"
NA,5,614892,5,5,7,1,14,5,10,3,7,8,NA,"9,7",1,1.242,"266",0,NA,0,"Sleep Deprivation"
NA,5,629180,6,6,7,10,9,3,12,2,15,7,NA,"6,6",1,3.317,"266",0,NA,0,"Sleep Deprivation"
NA,5,641314,7,7,7,13,15,12,14,2,7,11,NA,"4,5",1,1.156,"266",0,NA,0,"Sleep Deprivation"
NA,5,653674,8,8,7,6,14,10,5,15,1,12,NA,"12,2",1,1.344,"266",0,NA,0,"Sleep Deprivation"
NA,5,665663,9,9,7,16,2,14,3,5,11,7,NA,"2,6",1,1.008,"266",0,NA,0,"Sleep Deprivation"
NA,5,677968,10,10,7,11,9,3,4,15,5,7,NA,"3,3",0,1.283,"266",0,NA,0,"Sleep Deprivation"
NA,2,141661,1,1,7,7,5,1,14,11,13,8,NA,"11,6",0,1.88,"266",1,NA,0,"Sleep Deprivation"
NA,2,154383,2,2,7,14,12,2,9,13,3,7,NA,"7,7",0,1.744,"266",1,NA,0,"Sleep Deprivation"
NA,2,167832,3,3,7,6,2,5,14,1,7,10,NA,"5,3",1,2.474,"266",1,NA,0,"Sleep Deprivation"
NA,2,180641,4,4,7,6,13,7,11,12,1,5,NA,"5,1",1,1.855,"266",1,NA,0,"Sleep Deprivation"
NA,2,193184,5,5,7,1,11,4,6,15,9,14,NA,"15,5",0,1.564,"266",1,NA,0,"Sleep Deprivation"
NA,2,206263,6,6,7,14,15,2,7,5,12,6,NA,"7,4",1,2.086,"266",1,NA,0,"Sleep Deprivation"
NA,2,218594,7,7,7,2,5,3,10,6,14,7,NA,"14,6",0,1.351,"266",1,NA,0,"Sleep Deprivation"
NA,2,232409,8,8,7,1,6,16,11,13,2,4,NA,"11,4",1,2.818,"266",1,NA,0,"Sleep Deprivation"
NA,2,245645,9,9,7,10,4,15,12,1,13,6,NA,"13,2",1,2.229,"266",1,NA,0,"Sleep Deprivation"
NA,2,258554,10,10,7,10,5,1,2,7,12,6,NA,"2,4",1,1.876,"266",1,NA,0,"Sleep Deprivation"
NA,5,562367,1,1,7,6,9,16,2,1,14,3,NA,"1,5",0,2.429,"266",2,NA,0,"Sleep Deprivation"
NA,5,574968,2,2,7,6,3,10,12,8,5,2,NA,"5,6",1,1.611,"266",2,NA,0,"Sleep Deprivation"
NA,5,587340,3,3,7,3,5,11,14,16,2,7,NA,"5,2",0,1.391,"266",2,NA,0,"Sleep Deprivation"
NA,5,601666,4,4,7,11,9,1,16,15,3,6,NA,"16,4",1,3.364,"266",2,NA,0,"Sleep Deprivation"
NA,5,613922,5,5,7,3,8,16,9,13,5,15,NA,"15,7",0,1.311,"266",2,NA,0,"Sleep Deprivation"
NA,5,626541,6,6,7,9,6,13,10,11,3,5,NA,"5,7",1,1.647,"266",2,NA,0,"Sleep Deprivation"
NA,5,638936,7,7,7,15,9,2,14,6,5,3,NA,"2,3",0,1.402,"266",2,NA,0,"Sleep Deprivation"
NA,5,651380,8,8,7,1,11,8,14,3,4,10,NA,"4,6",1,1.46,"266",2,NA,0,"Sleep Deprivation"
NA,5,663747,9,9,7,12,14,4,16,11,7,8,NA,"1,1",1,1.412,"266",2,NA,0,"Sleep Deprivation"
NA,5,676071,10,10,7,9,16,14,11,2,6,13,NA,"10,5",1,1.34,"266",2,NA,0,"Sleep Deprivation"
NA,3,275799,1,1,7,3,1,14,12,16,7,11,NA,"16,5",1,2.483,"266",3,NA,0,"Sleep Deprivation"
NA,3,288359,2,2,7,8,14,12,7,9,15,16,NA,"15,1",1,1.564,"266",3,NA,0,"Sleep Deprivation"
NA,3,301552,3,3,7,1,3,5,15,13,2,11,NA,"5,5",0,2.203,"266",3,NA,0,"Sleep Deprivation"
NA,3,314203,4,4,7,4,13,12,7,2,8,10,NA,"2,7",1,1.683,"266",3,NA,0,"Sleep Deprivation"
NA,3,326687,5,5,7,16,15,9,3,14,6,8,NA,"15,2",0,1.503,"266",3,NA,0,"Sleep Deprivation"
NA,3,339982,6,6,7,11,12,6,7,4,5,10,NA,"9,1",1,2.298,"266",3,NA,0,"Sleep Deprivation"
NA,3,352553,7,7,7,2,7,13,3,11,9,10,NA,"4,5",1,1.592,"266",3,NA,0,"Sleep Deprivation"
NA,3,365157,8,8,7,12,11,7,3,6,4,16,NA,"5,5",1,1.597,"266",3,NA,0,"Sleep Deprivation"
NA,3,377471,9,9,7,13,6,15,1,9,7,4,NA,"1,4",0,1.351,"266",3,NA,0,"Sleep Deprivation"
NA,3,389897,10,10,7,12,8,1,14,6,16,5,NA,"4,5",1,1.45,"266",3,NA,0,"Sleep Deprivation"
NA,5,606182,1,1,7,3,2,13,1,14,11,10,NA,"14,1",1,4.401,"267",2,NA,0,"Control"
NA,5,619243,2,2,7,14,16,11,15,6,10,5,NA,"13,6",1,2.069,"267",2,NA,0,"Control"
NA,5,633485,3,3,7,16,14,3,9,8,15,5,NA,"1,5",1,1.818,"267",2,NA,0,"Control"
NA,5,647162,4,4,7,11,13,7,3,16,12,8,NA,"14,5",1,2.723,"267",2,NA,0,"Control"
NA,5,660029,5,5,7,2,5,8,12,9,15,14,NA,"2,1",1,1.919,"267",2,NA,0,"Control"
NA,5,673168,6,6,7,6,3,8,7,2,13,11,NA,"3,2",1,2.185,"267",2,NA,0,"Control"
NA,5,687104,7,7,7,10,3,1,2,9,13,12,NA,"1,2",0,3.005,"267",2,NA,0,"Control"
NA,5,699848,8,8,7,4,14,13,1,10,8,12,NA,"8,4",1,1.804,"267",2,NA,0,"Control"
NA,5,712165,9,9,7,2,9,11,15,8,7,5,NA,"5,6",1,1.376,"267",2,NA,0,"Control"
NA,5,726586,10,10,7,7,13,8,1,16,2,15,NA,"8,3",1,3.51,"267",2,NA,0,"Control"
NA,2,160059,1,1,7,7,15,12,2,11,14,5,NA,"7,7",1,1.523,"267",3,NA,0,"Control"
NA,2,173874,2,2,7,16,15,13,5,11,12,4,NA,"14,6",1,2.95,"267",3,NA,0,"Control"
NA,2,187700,3,3,7,12,11,10,16,15,8,13,NA,"16,4",1,2.805,"267",3,NA,0,"Control"
NA,2,200283,4,4,7,14,5,3,2,4,6,8,NA,"6,6",1,1.49,"267",3,NA,0,"Control"
NA,2,212854,5,5,7,4,13,11,14,2,10,5,NA,"2,5",1,1.505,"267",3,NA,0,"Control"
NA,2,225530,6,6,7,11,7,12,5,15,13,9,NA,"2,4",1,1.654,"267",3,NA,0,"Control"
NA,2,241069,7,7,7,1,11,6,8,5,15,2,NA,"6,2",1,4.44,"267",3,NA,0,"Control"
NA,2,256139,8,8,7,5,10,1,15,3,7,14,NA,"5,1",0,3.966,"267",3,NA,0,"Control"
NA,2,268492,9,9,7,13,12,5,11,10,7,9,NA,"3,6",1,1.263,"267",3,NA,0,"Control"
NA,2,281020,10,10,7,13,7,5,14,16,6,3,NA,"13,1",1,1.375,"267",3,NA,0,"Control"
NA,5,2335134,1,1,7,11,9,5,3,13,1,16,NA,"4,4",1,3.518,"268",0,NA,0,"Control"
NA,5,2349921,2,2,7,10,6,15,2,13,9,11,NA,"5,5",1,3.943,"268",0,NA,0,"Control"
NA,5,2363547,3,3,7,2,3,1,16,9,12,8,NA,"16,1",1,2.783,"268",0,NA,0,"Control"
NA,5,2376350,4,4,7,16,5,7,1,9,8,15,NA,"15,3",1,1.958,"268",0,NA,0,"Control"
NA,5,2390917,5,5,7,2,7,16,11,6,15,13,NA,"15,6",1,3.712,"268",0,NA,0,"Control"
NA,5,2408259,6,6,7,7,13,11,10,6,8,9,NA,"7,3",0,6.495,"268",0,NA,0,"Control"
NA,5,2421052,7,7,7,12,4,10,1,9,13,11,NA,"7,1",1,1.938,"268",0,NA,0,"Control"
NA,5,2434073,8,8,7,4,15,1,12,7,5,8,NA,"6,3",1,2.168,"268",0,NA,0,"Control"
NA,5,2446962,9,9,7,4,16,2,1,15,12,14,NA,"2,3",1,2.044,"268",0,NA,0,"Control"
NA,5,2460512,10,10,7,16,6,3,7,10,12,15,NA,"2,2",1,2.709,"268",0,NA,0,"Control"
NA,5,566433,1,1,7,5,4,3,8,12,10,16,NA,"3,3",1,2.041,"268",1,NA,0,"Control"
NA,5,579039,2,2,7,3,1,6,14,13,15,12,NA,"3,1",1,1.766,"268",1,NA,0,"Control"
NA,5,591801,3,3,7,6,15,12,1,3,14,5,NA,"6,1",0,1.911,"268",1,NA,0,"Control"
NA,5,604136,4,4,7,14,2,3,13,1,15,12,NA,"2,5",1,1.486,"268",1,NA,0,"Control"
NA,5,616245,5,5,7,4,15,14,7,12,6,16,NA,"13,3",1,1.26,"268",1,NA,0,"Control"
NA,5,631131,6,6,7,9,3,4,13,2,14,5,NA,"11,6",1,4.039,"268",1,NA,0,"Control"
NA,5,645164,7,7,7,15,3,1,4,2,5,8,NA,"3,2",1,3.186,"268",1,NA,0,"Control"
NA,5,660868,8,8,7,13,7,11,1,4,2,15,NA,"11,3",1,4.856,"268",1,NA,0,"Control"
NA,5,674200,9,9,7,8,12,1,9,7,6,14,NA,"5,6",1,2.49,"268",1,NA,0,"Control"
NA,5,687315,10,10,7,12,5,16,8,3,11,6,NA,"3,5",1,2.272,"268",1,NA,0,"Control"
NA,2,164280,1,1,7,2,9,10,8,13,15,5,NA,"13,5",1,4.94,"268",2,NA,0,"Control"
NA,2,176777,2,2,7,2,8,15,10,5,16,1,NA,"5,5",1,1.652,"268",2,NA,0,"Control"
NA,2,189046,3,3,7,6,10,8,11,15,1,7,NA,"6,6",1,1.418,"268",2,NA,0,"Control"
NA,2,202380,4,4,7,5,15,2,12,7,16,1,NA,"12,4",0,2.487,"268",2,NA,0,"Control"
NA,2,214329,5,5,7,3,4,5,13,11,10,14,NA,"10,6",1,1.095,"268",2,NA,0,"Control"
NA,2,226951,6,6,7,8,14,7,11,15,16,4,NA,"15,5",1,1.774,"268",2,NA,0,"Control"
NA,2,239510,7,7,7,4,11,3,13,14,10,8,NA,"12,2",1,1.692,"268",2,NA,0,"Control"
NA,2,252661,8,8,7,1,3,8,6,4,14,5,NA,"12,4",1,2.295,"268",2,NA,0,"Control"
NA,2,264699,9,9,7,1,10,13,7,9,3,16,NA,"1,1",1,1.185,"268",2,NA,0,"Control"
NA,2,276715,10,10,7,5,12,8,4,3,7,6,NA,"5,5",1,1.165,"268",2,NA,0,"Control"
NA,4,430575,1,1,7,5,9,2,12,14,6,3,NA,"2,3",1,1.655,"268",3,NA,0,"Control"
NA,4,445619,2,2,7,2,4,7,15,9,12,6,NA,"6,7",1,4.202,"268",3,NA,0,"Control"
NA,4,458609,3,3,7,9,2,13,10,16,6,3,NA,"1,1",0,2.135,"268",3,NA,0,"Control"
NA,4,472613,4,4,7,11,13,16,9,1,10,2,NA,"15,3",1,3.16,"268",3,NA,0,"Control"
NA,4,490344,5,5,7,6,9,10,5,13,7,11,NA,"8,6",1,6.881,"268",3,NA,0,"Control"
NA,4,502463,6,6,7,16,8,9,4,11,6,3,NA,"9,7",1,1.273,"268",3,NA,0,"Control"
NA,4,521779,7,7,7,11,14,13,10,7,9,1,NA,"7,5",1,8.473,"268",3,NA,0,"Control"
NA,4,534838,8,8,7,10,13,4,2,12,5,16,NA,"8,3",1,2.202,"268",3,NA,0,"Control"
NA,4,550233,9,9,7,2,14,5,11,3,7,6,NA,"11,6",1,4.552,"268",3,NA,0,"Control"
NA,4,564715,10,10,7,11,9,1,13,16,7,5,NA,"16,5",1,3.632,"268",3,NA,0,"Control"
NA,3,300243,1,1,7,2,15,4,14,9,11,5,NA,"8,4",1,2.644,"269",0,NA,0,"Control"
NA,3,312454,2,2,7,11,2,12,16,5,7,10,NA,"1,4",1,1.359,"269",0,NA,0,"Control"
NA,3,326496,3,3,7,4,16,14,5,11,9,12,NA,"5,4",1,3.194,"269",0,NA,0,"Control"
NA,3,338502,4,4,7,13,3,7,14,6,11,15,NA,"1,3",1,1.136,"269",0,NA,0,"Control"
NA,3,352012,5,5,7,1,4,14,10,11,12,15,NA,"15,7",1,2.665,"269",0,NA,0,"Control"
NA,3,364146,6,6,7,12,5,1,13,11,15,4,NA,"14,4",1,1.288,"269",0,NA,0,"Control"
NA,3,377588,7,7,7,7,15,6,16,8,12,10,NA,"8,5",1,2.597,"269",0,NA,0,"Control"
NA,3,391096,8,8,7,16,9,12,14,1,8,4,NA,"1,5",0,2.661,"269",0,NA,0,"Control"
NA,3,403212,9,9,7,5,10,8,12,16,2,6,NA,"3,6",1,1.27,"269",0,NA,0,"Control"
NA,3,415687,10,10,7,3,1,6,5,4,2,11,NA,"3,2",1,1.631,"269",0,NA,0,"Control"
NA,5,551043,1,1,7,10,12,2,7,8,5,1,NA,"5,4",1,1.663,"269",1,NA,0,"Control"
NA,5,563169,2,2,7,6,4,11,13,14,1,10,NA,"4,2",1,1.28,"269",1,NA,0,"Control"
NA,5,575252,3,3,7,15,13,7,9,6,16,4,NA,"2,7",1,1.233,"269",1,NA,0,"Control"
NA,5,587319,4,4,7,1,15,11,12,3,2,14,NA,"3,5",0,1.222,"269",1,NA,0,"Control"
NA,5,601219,5,5,7,15,3,9,12,4,11,16,NA,"15,1",1,3.057,"269",1,NA,0,"Control"
NA,5,613152,6,6,7,13,6,8,3,9,7,16,NA,"4,7",1,1.087,"269",1,NA,0,"Control"
NA,5,626927,7,7,7,13,9,5,7,15,14,16,NA,"15,3",1,2.93,"269",1,NA,0,"Control"
NA,5,639746,8,8,7,15,5,9,7,8,11,16,NA,"1,2",1,1.983,"269",1,NA,0,"Control"
NA,5,651767,9,9,7,7,16,6,4,15,11,13,NA,"12,1",1,1.175,"269",1,NA,0,"Control"
NA,5,664467,10,10,7,1,9,13,12,14,15,16,NA,"14,5",1,1.853,"269",1,NA,0,"Control"
NA,2,151459,1,1,7,11,12,10,14,13,5,8,NA,"2,3",1,1.044,"269",2,NA,0,"Control"
NA,2,163650,2,2,7,10,13,1,9,2,16,5,NA,"1,3",1,1.339,"269",2,NA,0,"Control"
NA,2,177606,3,3,7,2,9,12,1,13,15,14,NA,"12,3",0,3.11,"269",2,NA,0,"Control"
NA,2,189402,4,4,7,11,2,5,10,14,3,4,NA,"4,2",1,0.94,"269",2,NA,0,"Control"
NA,2,201279,5,5,7,14,8,2,6,11,9,10,NA,"5,7",1,1.029,"269",2,NA,0,"Control"
NA,2,213296,6,6,7,6,7,13,12,16,9,3,NA,"6,1",1,1.171,"269",2,NA,0,"Control"
NA,2,225297,7,7,7,1,16,6,10,13,11,8,NA,"11,6",0,1.152,"269",2,NA,0,"Control"
NA,2,237629,8,8,7,3,10,5,7,4,6,13,NA,"10,2",1,1.489,"269",2,NA,0,"Control"
NA,2,249679,9,9,7,13,10,16,3,11,14,5,NA,"11,5",1,1.199,"269",2,NA,0,"Control"
NA,2,261747,10,10,7,7,10,5,4,15,3,8,NA,"5,3",0,1.224,"269",2,NA,0,"Control"
NA,4,395085,1,1,7,14,7,2,9,11,3,8,NA,"8,7",1,1.19,"269",3,NA,0,"Control"
NA,4,407114,2,2,7,11,8,12,14,4,1,15,NA,"14,4",1,1.182,"269",3,NA,0,"Control"
NA,4,419232,3,3,7,12,1,10,7,3,16,14,NA,"14,7",1,1.258,"269",3,NA,0,"Control"
NA,4,431487,4,4,7,4,2,13,12,5,9,11,NA,"5,5",0,1.398,"269",3,NA,0,"Control"
NA,4,443800,5,5,7,4,8,16,11,10,15,13,NA,"13,7",1,1.456,"269",3,NA,0,"Control"
NA,4,455664,6,6,7,6,15,7,1,4,12,3,NA,"12,3",1,0.999,"269",3,NA,0,"Control"
NA,4,467648,7,7,7,1,3,12,2,8,9,4,NA,"1,1",1,1.135,"269",3,NA,0,"Control"
NA,4,479382,8,8,7,9,14,16,12,2,4,8,NA,"6,7",1,0.888,"269",3,NA,0,"Control"
NA,4,492735,9,9,7,1,6,11,4,9,8,10,NA,"4,4",1,2.508,"269",3,NA,0,"Control"
NA,4,504499,10,10,7,13,2,5,12,1,9,16,NA,"3,6",1,0.914,"269",3,NA,0,"Control"
NA,4,440622,1,1,7,16,3,7,8,1,14,2,NA,"8,4",1,3.655,"270",0,NA,0,"Sleep Deprivation"
NA,4,453621,2,2,7,11,13,3,10,5,1,8,NA,"13,2",0,2.145,"270",0,NA,0,"Sleep Deprivation"
NA,4,465847,3,3,7,11,14,16,13,5,4,8,NA,"1,6",1,1.381,"270",0,NA,0,"Sleep Deprivation"
NA,4,479991,4,4,7,6,13,11,16,12,4,8,NA,"13,2",0,3.302,"270",0,NA,0,"Sleep Deprivation"
NA,4,492659,5,5,7,13,10,5,7,6,8,2,NA,"10,2",1,1.816,"270",0,NA,0,"Sleep Deprivation"
NA,4,504792,6,6,7,6,1,13,14,3,11,16,NA,"16,7",1,1.27,"270",0,NA,0,"Sleep Deprivation"
NA,4,517480,7,7,7,16,3,15,10,14,11,1,NA,"16,1",1,1.844,"270",0,NA,0,"Sleep Deprivation"
NA,4,529598,8,8,7,8,5,9,16,4,12,14,NA,"8,1",1,1.269,"270",0,NA,0,"Sleep Deprivation"
NA,4,542511,9,9,7,5,3,11,13,12,9,16,NA,"14,2",1,2.059,"270",0,NA,0,"Sleep Deprivation"
NA,4,557721,10,10,7,16,5,3,8,7,14,13,NA,"7,4",0,4.346,"270",0,NA,0,"Sleep Deprivation"
NA,1,22266,1,1,7,1,16,10,6,5,13,12,NA,"13,5",1,5.644,"270",1,NA,0,"Sleep Deprivation"
NA,1,34725,2,2,7,8,13,2,16,5,10,7,NA,"13,6",1,1.598,"270",1,NA,0,"Sleep Deprivation"
NA,1,48184,3,3,7,7,11,6,1,2,8,9,NA,"5,4",1,2.588,"270",1,NA,0,"Sleep Deprivation"
NA,1,60620,4,4,7,4,1,10,5,15,6,13,NA,"10,3",0,1.6,"270",1,NA,0,"Sleep Deprivation"
NA,1,73158,5,5,7,5,9,7,10,16,2,15,NA,"5,1",1,1.695,"270",1,NA,0,"Sleep Deprivation"
NA,1,85847,6,6,7,12,13,5,6,9,10,8,NA,"13,2",1,1.832,"270",1,NA,0,"Sleep Deprivation"
NA,1,98476,7,7,7,11,4,16,14,13,6,15,NA,"10,2",1,1.768,"270",1,NA,0,"Sleep Deprivation"
NA,1,111393,8,8,7,4,6,11,15,9,7,2,NA,"4,1",0,2.071,"270",1,NA,0,"Sleep Deprivation"
NA,1,124346,9,9,7,11,9,10,16,4,14,3,NA,"4,5",1,2.112,"270",1,NA,0,"Sleep Deprivation"
NA,1,138497,10,10,7,9,8,3,1,5,7,2,NA,"15,3",1,3.304,"270",1,NA,0,"Sleep Deprivation"
NA,5,537481,1,1,7,10,16,11,8,7,15,13,NA,"8,1",1,1.319,"270",2,NA,0,"Sleep Deprivation"
NA,5,551234,2,2,7,7,8,1,11,5,16,9,NA,"12,3",1,2.903,"270",2,NA,0,"Sleep Deprivation"
NA,5,565529,3,3,7,12,13,7,16,9,8,6,NA,"16,4",1,3.458,"270",2,NA,0,"Sleep Deprivation"
NA,5,578570,4,4,7,9,2,6,4,10,5,16,NA,"2,2",0,2.193,"270",2,NA,0,"Sleep Deprivation"
NA,5,591170,5,5,7,11,4,12,10,3,2,14,NA,"16,6",1,1.737,"270",2,NA,0,"Sleep Deprivation"
NA,5,603130,6,6,7,8,1,13,10,14,2,15,NA,"3,1",1,1.106,"270",2,NA,0,"Sleep Deprivation"
NA,5,615837,7,7,7,8,2,9,11,3,14,6,NA,"3,2",1,1.832,"270",2,NA,0,"Sleep Deprivation"
NA,5,628726,8,8,7,5,9,14,8,12,4,16,NA,"14,1",0,2.012,"270",2,NA,0,"Sleep Deprivation"
NA,5,640810,9,9,7,4,10,7,14,2,6,3,NA,"4,1",1,1.231,"270",2,NA,0,"Sleep Deprivation"
NA,5,652762,10,10,7,2,5,7,11,15,10,9,NA,"2,1",1,1.092,"270",2,NA,0,"Sleep Deprivation"
NA,2,153765,1,1,7,4,2,1,7,10,11,8,NA,"7,4",0,0.941,"270",3,NA,0,"Sleep Deprivation"
NA,2,165759,2,2,7,11,13,9,12,5,2,3,NA,"5,5",1,1.145,"270",3,NA,0,"Sleep Deprivation"
NA,2,180186,3,3,7,1,9,14,3,15,6,2,NA,"13,1",0,3.581,"270",3,NA,0,"Sleep Deprivation"
NA,2,192333,4,4,7,3,4,8,12,7,6,9,NA,"9,1",1,1.3,"270",3,NA,0,"Sleep Deprivation"
NA,2,204656,5,5,7,8,6,3,11,4,7,15,NA,"7,3",1,1.482,"270",3,NA,0,"Sleep Deprivation"
NA,2,216927,6,6,7,7,4,9,3,14,6,8,NA,"8,7",1,1.395,"270",3,NA,0,"Sleep Deprivation"
NA,2,229007,7,7,7,1,6,11,2,5,15,8,NA,"8,7",0,1.193,"270",3,NA,0,"Sleep Deprivation"
NA,2,242300,8,8,7,15,13,14,16,6,3,5,NA,"3,7",1,2.392,"270",3,NA,0,"Sleep Deprivation"
NA,2,254269,9,9,7,9,11,4,3,12,13,15,NA,"8,5",0,1.092,"270",3,NA,0,"Sleep Deprivation"
NA,2,266066,10,10,7,6,7,8,11,16,5,2,NA,"6,5",0,0.917,"270",3,NA,0,"Sleep Deprivation"
NA,3,294768,1,1,7,1,13,11,16,12,2,14,NA,"16,6",1,1.297,"271",0,NA,0,"Sleep Deprivation"
NA,3,306969,2,2,7,1,6,10,9,5,12,7,NA,"3,7",1,1.163,"271",0,NA,0,"Sleep Deprivation"
NA,3,319728,3,3,7,15,7,1,8,6,11,3,NA,"7,2",1,1.785,"271",0,NA,0,"Sleep Deprivation"
NA,3,333758,4,4,7,2,1,11,3,9,5,16,NA,"3,4",1,3.034,"271",0,NA,0,"Sleep Deprivation"
NA,3,345941,5,5,7,4,7,15,6,13,8,10,NA,"15,3",1,1.159,"271",0,NA,0,"Sleep Deprivation"
NA,3,358112,6,6,7,13,5,14,6,8,2,16,NA,"13,1",1,1.117,"271",0,NA,0,"Sleep Deprivation"
NA,3,370416,7,7,7,4,15,13,3,5,8,16,NA,"13,1",1,1.258,"271",0,NA,0,"Sleep Deprivation"
NA,3,382887,8,8,7,12,6,8,11,5,14,10,NA,"4,7",1,1.394,"271",0,NA,0,"Sleep Deprivation"
NA,3,394944,9,9,7,6,5,3,2,8,14,11,NA,"8,5",1,1.068,"271",0,NA,0,"Sleep Deprivation"
NA,3,407531,10,10,7,14,7,3,13,15,1,9,NA,"15,5",1,1.557,"271",0,NA,0,"Sleep Deprivation"
NA,1,17732,1,1,7,5,14,16,8,13,12,1,NA,"8,4",1,1.121,"271",1,NA,0,"Sleep Deprivation"
NA,1,30312,2,2,7,7,14,1,13,11,9,3,NA,"9,3",0,1.605,"271",1,NA,0,"Sleep Deprivation"
NA,1,43288,3,3,7,7,1,8,13,5,4,15,NA,"4,2",1,1.926,"271",1,NA,0,"Sleep Deprivation"
NA,1,56221,4,4,7,12,5,8,16,1,4,14,NA,"16,4",0,2.028,"271",1,NA,0,"Sleep Deprivation"
NA,1,68458,5,5,7,2,11,7,6,10,5,14,NA,"7,3",1,1.325,"271",1,NA,0,"Sleep Deprivation"
NA,1,81319,6,6,7,16,3,5,9,12,11,2,NA,"16,1",1,1.807,"271",1,NA,0,"Sleep Deprivation"
NA,1,93726,7,7,7,2,8,3,10,5,9,15,NA,"15,1",1,1.429,"271",1,NA,0,"Sleep Deprivation"
NA,1,106282,8,8,7,4,5,7,1,9,12,16,NA,"5,2",0,1.642,"271",1,NA,0,"Sleep Deprivation"
NA,1,118625,9,9,7,9,3,5,8,4,15,12,NA,"3,2",1,1.308,"271",1,NA,0,"Sleep Deprivation"
