"","id","date","time","t0","order_of_test","time_start_battery","order_in_test","order","no_grids","grid1","grid2","grid3","grid4","grid5","grid6","grid7","grid8","pres_grid","correct","response_time","t0_absolute"
"1819","SI_163","2015-06-08","22:24:14",1433794977919,3,355941,7,7,7,16,14,10,2,7,11,15,NA,"12,1",1,1.359,NA
"1820","SI_163","2015-06-08","22:24:26",1433794977919,3,371458,8,8,7,16,14,3,7,12,5,6,NA,"11,2",1,4.65,NA
"1821","SI_163","2015-06-08","22:24:41",1433794977919,3,386592,9,9,7,12,4,9,13,5,1,2,NA,"13,4",1,4.274,NA
"1822","SI_163","2015-06-08","22:24:56",1433794977919,3,400597,10,10,7,10,5,3,12,9,2,15,NA,"12,1",0,3.145,NA
"1823","SI_163","2015-06-09","08:15:20",1433830520907,2,155520,1,1,7,12,1,2,10,11,9,7,NA,"10,4",1,2.84,NA
"1824","SI_163","2015-06-09","08:15:34",1433830520907,2,167568,2,2,7,14,16,9,2,10,6,3,NA,"2,4",1,1.192,NA
"1825","SI_163","2015-06-09","08:15:46",1433830520907,2,189033,3,3,7,10,4,2,12,16,9,13,NA,"16,5",1,10.598,NA
"1826","SI_163","2015-06-09","08:16:08",1433830520907,2,202590,4,4,7,6,16,10,13,15,12,7,NA,"10,3",0,2.692,NA
"1827","SI_163","2015-06-09","08:16:21",1433830520907,2,214667,5,5,7,14,5,7,2,1,3,15,NA,"3,6",1,1.21,NA
"1828","SI_163","2015-06-09","08:16:33",1433830520907,2,226673,6,6,7,5,9,4,8,10,11,2,NA,"16,3",1,1.139,NA
"1829","SI_163","2015-06-09","08:16:45",1433830520907,2,239196,7,7,7,14,6,7,4,9,8,2,NA,"4,1",1,1.67,NA
"1830","SI_163","2015-06-09","08:16:58",1433830520907,2,251161,8,8,7,14,8,15,6,2,5,16,NA,"15,5",1,1.1,NA
"1831","SI_163","2015-06-09","08:17:10",1433830520907,2,274779,9,9,7,4,3,10,7,14,9,6,NA,"14,5",1,12.743,NA
"1832","SI_163","2015-06-09","08:17:33",1433830520907,2,287078,10,10,7,4,11,14,5,15,12,1,NA,"9,2",1,1.436,NA
"1833","SI_163","2015-06-09","12:47:57",1433846877499,5,557001,1,1,7,16,14,1,11,15,12,9,NA,"16,1",1,1.115,NA
"1834","SI_163","2015-06-09","12:48:09",1433846877499,5,576483,2,2,7,13,11,10,1,3,7,16,NA,"7,6",0,8.626,NA
"1835","SI_163","2015-06-09","12:48:28",1433846877499,5,589219,3,3,7,10,2,1,9,14,4,15,NA,"15,7",1,1.863,NA
"1836","SI_163","2015-06-09","12:48:41",1433846877499,5,602969,4,4,7,12,1,2,15,11,14,7,NA,"1,1",1,2.884,NA
"1837","SI_163","2015-06-09","12:48:55",1433846877499,5,620286,5,5,7,9,15,11,16,8,10,2,NA,"10,6",0,6.447,NA
"1838","SI_163","2015-06-09","12:49:12",1433846877499,5,637837,6,6,7,11,14,16,5,9,2,4,NA,"16,3",1,6.676,NA
"1839","SI_163","2015-06-09","12:49:30",1433846877499,5,649732,7,7,7,11,10,1,3,13,9,15,NA,"7,6",1,1.04,NA
"1840","SI_163","2015-06-09","12:49:42",1433846877499,5,661763,8,8,7,5,6,16,13,2,12,10,NA,"7,6",1,1.16,NA
"1841","SI_163","2015-06-09","12:49:54",1433846877499,5,678022,9,9,7,7,8,5,15,2,11,1,NA,"16,3",1,5.389,NA
"1842","SI_163","2015-06-09","12:50:10",1433846877499,5,690245,10,10,7,9,5,15,16,4,2,7,NA,"3,4",1,1.35,NA
"1843","SI_163","2015-06-09","17:38:59",1433864339918,5,550319,1,1,7,13,1,14,11,3,15,4,NA,"2,3",0,8.863,NA
"1844","SI_163","2015-06-09","17:39:19",1433864339918,5,562977,2,2,7,12,15,3,11,14,4,8,NA,"8,7",1,1.808,NA
"1845","SI_163","2015-06-09","17:39:32",1433864339918,5,577658,3,3,7,8,13,3,16,4,14,1,NA,"8,1",0,3.822,NA
"1846","SI_163","2015-06-09","17:39:46",1433864339918,5,590162,4,4,7,14,8,15,7,10,16,11,NA,"7,5",0,1.645,NA
"1847","SI_163","2015-06-09","17:39:59",1433864339918,5,602648,5,5,7,6,8,7,5,16,10,12,NA,"2,4",1,1.615,NA
"1848","SI_163","2015-06-09","17:40:11",1433864339918,5,619015,6,6,7,11,6,1,14,4,7,9,NA,"11,1",0,5.513,NA
"1849","SI_163","2015-06-09","17:40:28",1433864339918,5,631624,7,7,7,13,15,9,10,11,8,3,NA,"11,5",1,1.737,NA
"1850","SI_163","2015-06-09","17:40:40",1433864339918,5,647766,8,8,7,2,12,3,6,10,14,4,NA,"12,2",0,5.284,NA
"1851","SI_163","2015-06-09","17:40:57",1433864339918,5,659769,9,9,7,5,16,8,4,9,13,3,NA,"11,7",1,1.144,NA
"1852","SI_163","2015-06-09","17:41:09",1433864339918,5,675455,10,10,7,11,16,2,15,6,5,1,NA,"11,3",1,4.815,NA
"1853","SI_165","2015-06-24","23:02:37",1435179757762,4,467701,1,1,7,15,9,6,4,11,5,16,NA,"9,7",1,1.326,NA
"1854","SI_165","2015-06-24","23:02:49",1435179757762,4,479858,2,2,7,7,16,8,13,6,10,2,NA,"2,7",1,1.291,NA
"1855","SI_165","2015-06-24","23:03:02",1435179757762,4,492118,3,3,7,14,9,4,1,6,10,11,NA,"9,2",1,1.407,NA
"1856","SI_165","2015-06-24","23:03:14",1435179757762,4,505251,4,4,7,3,10,13,5,9,15,14,NA,"2,5",1,2.279,NA
"1857","SI_165","2015-06-24","23:03:27",1435179757762,4,517384,5,5,7,8,12,10,15,13,1,7,NA,"13,5",1,1.283,NA
"1858","SI_165","2015-06-24","23:03:39",1435179757762,4,531063,6,6,7,13,16,2,9,1,3,5,NA,"9,4",0,2.819,NA
"1859","SI_165","2015-06-24","23:03:53",1435179757762,4,544445,7,7,7,4,11,7,16,8,1,9,NA,"7,2",0,2.527,NA
"1860","SI_165","2015-06-24","23:04:06",1435179757762,4,556773,8,8,7,8,7,14,10,5,2,11,NA,"12,1",1,1.478,NA
"1861","SI_165","2015-06-24","23:04:19",1435179757762,4,570802,9,9,7,11,8,2,5,7,4,6,NA,"8,2",0,3.178,NA
"1862","SI_165","2015-06-24","23:04:33",1435179757762,4,583809,10,10,7,1,14,10,13,11,16,8,NA,"3,3",1,2.155,NA
"1863","SI_165","2015-06-25","09:06:09",1435215969012,3,305988,1,1,7,9,6,5,14,2,16,11,NA,"9,1",1,1.298,NA
"1864","SI_165","2015-06-25","09:06:21",1435215969012,3,318558,2,2,7,6,8,7,13,4,12,10,NA,"13,4",1,1.704,NA
"1865","SI_165","2015-06-25","09:06:33",1435215969012,3,331786,3,3,7,2,15,3,7,10,12,14,NA,"15,2",0,2.366,NA
"1866","SI_165","2015-06-25","09:06:46",1435215969012,3,344502,4,4,7,11,1,14,10,16,6,13,NA,"11,2",1,1.854,NA
"1867","SI_165","2015-06-25","09:06:59",1435215969012,3,357440,5,5,7,2,8,4,12,5,3,1,NA,"3,6",0,2.084,NA
"1868","SI_165","2015-06-25","09:07:12",1435215969012,3,372971,6,6,7,2,12,10,4,5,8,16,NA,"10,3",1,4.673,NA
"1869","SI_165","2015-06-25","09:07:28",1435215969012,3,391212,7,7,7,10,1,6,13,3,16,2,NA,"10,3",0,7.384,NA
"1870","SI_165","2015-06-25","09:07:46",1435215969012,3,403456,8,8,7,12,4,8,5,14,10,2,NA,"6,1",1,1.388,NA
"1871","SI_165","2015-06-25","09:07:58",1435215969012,3,415829,9,9,7,14,7,5,4,9,16,1,NA,"16,7",1,1.522,NA
"1872","SI_165","2015-06-25","09:08:11",1435215969012,3,429030,10,10,7,5,16,1,14,6,3,9,NA,"6,5",0,2.352,NA
"1873","SI_165","2015-06-25","12:30:38",1435228238267,3,299949,1,1,7,4,8,15,16,5,6,7,NA,"12,5",0,4.098,NA
"1874","SI_165","2015-06-25","12:30:53",1435228238267,3,311857,2,2,7,16,4,2,7,5,11,6,NA,"6,7",1,1.039,NA
"1875","SI_165","2015-06-25","12:31:05",1435228238267,3,324553,3,3,7,16,14,15,3,6,8,1,NA,"6,5",0,1.844,NA
"1876","SI_165","2015-06-25","12:31:17",1435228238267,3,337057,4,4,7,16,7,13,4,10,2,5,NA,"1,2",1,1.653,NA
"1877","SI_165","2015-06-25","12:31:30",1435228238267,3,351096,5,5,7,5,4,6,10,13,3,9,NA,"6,3",1,3.185,NA
"1878","SI_165","2015-06-25","12:31:44",1435228238267,3,363654,6,6,7,8,6,2,13,5,12,10,NA,"16,5",1,1.703,NA
"1879","SI_165","2015-06-25","12:31:56",1435228238267,3,377664,7,7,7,10,15,5,13,7,8,9,NA,"5,3",1,3.157,NA
"1880","SI_165","2015-06-25","12:32:10",1435228238267,3,389622,8,8,7,7,8,11,14,4,1,12,NA,"12,7",1,1.093,NA
"1881","SI_165","2015-06-25","12:32:22",1435228238267,3,401510,9,9,7,10,6,3,9,1,13,2,NA,"1,5",1,1.038,NA
"1882","SI_165","2015-06-25","12:32:34",1435228238267,3,413731,10,10,7,13,1,11,3,2,8,16,NA,"6,5",1,1.368,NA
"1883","SI_165","2015-06-25","16:33:45",1435242825522,4,424895,1,1,7,7,15,12,10,3,13,6,NA,"4,4",1,1.41,NA
"1884","SI_165","2015-06-25","16:33:57",1435242825522,4,438764,2,2,7,6,1,15,5,16,11,8,NA,"6,3",1,3.013,NA
"1885","SI_165","2015-06-25","16:34:11",1435242825522,4,450644,3,3,7,3,8,12,2,5,16,14,NA,"4,6",1,1.021,NA
"1886","SI_165","2015-06-25","16:34:23",1435242825522,4,462774,4,4,7,9,14,12,16,4,1,6,NA,"9,5",1,1.27,NA
"1887","SI_165","2015-06-25","16:34:35",1435242825522,4,476011,5,5,7,12,11,8,5,1,4,2,NA,"8,3",1,2.38,NA
"1888","SI_165","2015-06-25","16:34:48",1435242825522,4,488440,6,6,7,7,8,12,10,6,5,2,NA,"2,7",1,1.572,NA
"1889","SI_165","2015-06-25","16:35:01",1435242825522,4,502479,7,7,7,15,4,9,6,8,16,5,NA,"6,5",1,3.186,NA
"1890","SI_165","2015-06-25","16:35:15",1435242825522,4,514548,8,8,7,9,12,7,2,3,5,15,NA,"13,7",1,1.212,NA
"1891","SI_165","2015-06-25","16:35:27",1435242825522,4,526958,9,9,7,15,4,6,11,1,7,14,NA,"15,7",1,1.543,NA
"1892","SI_165","2015-06-25","16:35:39",1435242825522,4,538960,10,10,7,12,8,15,5,11,9,1,NA,"1,7",1,1.149,NA
"1893","SI_166","2015-06-24","22:39:18",1435178358929,5,589271,1,1,7,1,5,12,10,6,16,4,NA,"13,7",1,7.187,NA
"1894","SI_166","2015-06-24","22:39:37",1435178358929,5,609172,2,2,7,11,16,4,8,3,1,2,NA,"3,5",1,8.998,NA
"1895","SI_166","2015-06-24","22:39:56",1435178358929,5,621608,3,3,7,7,16,5,14,10,2,8,NA,"3,4",1,1.497,NA
"1896","SI_166","2015-06-24","22:40:09",1435178358929,5,634758,4,4,7,9,16,10,1,6,13,4,NA,"9,1",1,2.226,NA
"1897","SI_166","2015-06-24","22:40:22",1435178358929,5,647742,5,5,7,12,6,7,16,1,8,14,NA,"8,6",1,2.071,NA
"1898","SI_166","2015-06-24","22:40:35",1435178358929,5,660956,6,6,7,9,6,1,15,12,2,11,NA,"11,7",0,2.325,NA
"1899","SI_166","2015-06-24","22:40:48",1435178358929,5,674068,7,7,7,12,14,16,5,6,11,10,NA,"5,4",1,2.213,NA
"1900","SI_166","2015-06-24","22:41:01",1435178358929,5,690071,8,8,7,3,13,6,8,7,2,12,NA,"8,4",1,5.058,NA
"1901","SI_166","2015-06-24","22:41:17",1435178358929,5,703042,9,9,7,13,6,9,1,8,3,11,NA,"11,7",1,2.067,NA
"1902","SI_166","2015-06-24","22:41:30",1435178358929,5,715889,10,10,7,2,13,3,6,9,4,1,NA,"9,2",1,1.918,NA
"1903","SI_166","2015-06-25","07:11:05",1435209065318,5,582960,1,1,7,14,6,15,1,8,16,7,NA,"13,5",1,1.853,NA
"1904","SI_166","2015-06-25","07:11:18",1435209065318,5,598127,2,2,7,6,11,2,10,7,13,14,NA,"15,1",1,4.265,NA
"1905","SI_166","2015-06-25","07:11:33",1435209065318,5,610532,3,3,7,2,15,1,8,10,6,4,NA,"15,4",1,1.464,NA
"1906","SI_166","2015-06-25","07:11:45",1435209065318,5,622694,4,4,7,12,10,13,11,2,15,14,NA,"16,2",1,1.227,NA
"1907","SI_166","2015-06-25","07:11:57",1435209065318,5,634305,5,5,7,10,2,5,13,12,11,16,NA,"11,6",0,0.684,NA
"1908","SI_166","2015-06-25","07:12:09",1435209065318,5,648379,6,6,7,15,8,13,16,9,14,3,NA,"3,7",1,3.188,NA
"1909","SI_166","2015-06-25","07:12:23",1435209065318,5,660849,7,7,7,4,6,13,14,8,2,7,NA,"8,1",1,1.575,NA
"1910","SI_166","2015-06-25","07:12:35",1435209065318,5,673063,8,8,7,10,15,8,16,5,4,11,NA,"7,3",1,1.298,NA
"1911","SI_166","2015-06-25","07:12:48",1435209065318,5,685660,9,9,7,16,8,9,4,15,12,1,NA,"5,2",1,1.665,NA
"1912","SI_166","2015-06-25","07:13:00",1435209065318,5,698207,10,10,7,7,9,1,14,13,15,12,NA,"16,4",0,1.627,NA
"1913","SI_166","2015-06-25","12:33:31",1435228411445,4,442608,1,1,7,11,16,5,7,10,1,12,NA,"16,2",1,1.666,NA
"1914","SI_166","2015-06-25","12:33:44",1435228411445,4,457060,2,2,7,14,11,10,13,12,3,9,NA,"4,6",1,3.551,NA
"1915","SI_166","2015-06-25","12:33:58",1435228411445,4,469814,3,3,7,6,4,13,1,2,11,16,NA,"4,2",0,1.853,NA
"1916","SI_166","2015-06-25","12:34:11",1435228411445,4,482763,4,4,7,10,15,3,8,9,4,16,NA,"8,4",1,2.027,NA
"1917","SI_166","2015-06-25","12:34:24",1435228411445,4,496505,5,5,7,12,15,11,6,9,16,2,NA,"7,5",1,2.812,NA
"1918","SI_166","2015-06-25","12:34:37",1435228411445,4,508830,6,6,7,5,4,15,1,16,7,9,NA,"4,2",0,1.414,NA
"1919","SI_166","2015-06-25","12:34:50",1435228411445,4,521450,7,7,7,4,5,9,15,14,16,1,NA,"1,1",1,1.686,NA
"1920","SI_166","2015-06-25","12:35:02",1435228411445,4,536361,8,8,7,8,5,12,3,10,4,11,NA,"12,3",1,4.018,NA
"1921","SI_166","2015-06-25","12:35:17",1435228411445,4,548879,9,9,7,13,12,4,9,10,15,14,NA,"13,1",1,1.602,NA
"1922","SI_166","2015-06-25","12:35:30",1435228411445,4,561341,10,10,7,4,6,9,10,14,16,8,NA,"4,1",1,1.54,NA
"1923","SI_166","2015-06-25","16:55:28",1435244128023,2,156258,1,1,7,3,4,10,2,12,8,9,NA,"2,7",1,1.988,NA
"1924","SI_166","2015-06-25","16:55:40",1435244128023,2,169288,2,2,7,10,5,6,13,9,4,11,NA,"6,5",1,2.088,NA
"1925","SI_166","2015-06-25","16:55:53",1435244128023,2,182538,3,3,7,2,1,15,3,10,11,9,NA,"2,5",1,2.329,NA
"1926","SI_166","2015-06-25","16:56:07",1435244128023,2,198643,4,4,7,9,13,8,2,5,6,15,NA,"8,3",1,5.211,NA
"1927","SI_166","2015-06-25","16:56:23",1435244128023,2,212223,5,5,7,1,6,4,12,7,5,11,NA,"5,4",1,2.661,NA
"1928","SI_166","2015-06-25","16:56:36",1435244128023,2,225137,6,6,7,16,7,11,2,6,12,1,NA,"9,6",1,1.986,NA
"1929","SI_166","2015-06-25","16:56:49",1435244128023,2,239664,7,7,7,8,6,12,4,9,11,7,NA,"4,4",1,3.595,NA
"1930","SI_166","2015-06-25","16:57:04",1435244128023,2,252101,8,8,7,14,15,2,7,16,13,9,NA,"9,7",1,1.548,NA
"1931","SI_166","2015-06-25","16:57:16",1435244128023,2,265969,9,9,7,14,13,6,3,11,8,5,NA,"3,1",0,2.971,NA
"1932","SI_166","2015-06-25","16:57:30",1435244128023,2,278899,10,10,7,5,15,6,13,11,12,7,NA,"7,7",1,1.987,NA
"1933","SI_167","2015-06-30","22:40:13",1435696813621,4,436095,1,1,7,13,5,6,16,2,7,9,NA,"13,1",1,1.139,NA
"1934","SI_167","2015-06-30","22:40:25",1435696813621,4,448774,2,2,7,1,8,14,6,11,2,13,NA,"6,2",0,1.832,NA
"1935","SI_167","2015-06-30","22:40:38",1435696813621,4,460959,3,3,7,4,5,16,14,2,10,12,NA,"2,6",1,1.337,NA
"1936","SI_167","2015-06-30","22:40:50",1435696813621,4,474716,4,4,7,2,9,6,4,3,5,14,NA,"5,6",1,2.917,NA
"1937","SI_167","2015-06-30","22:41:04",1435696813621,4,487039,5,5,7,1,13,7,2,8,6,15,NA,"12,2",1,1.484,NA
"1938","SI_167","2015-06-30","22:41:16",1435696813621,4,499030,6,6,7,7,16,5,12,2,8,15,NA,"7,7",1,1.144,NA
"1939","SI_167","2015-06-30","22:41:28",1435696813621,4,512476,7,7,7,14,9,10,12,1,13,7,NA,"10,3",1,2.6,NA
"1940","SI_167","2015-06-30","22:41:42",1435696813621,4,524398,8,8,7,14,9,13,1,2,12,8,NA,"8,1",1,1.081,NA
"1941","SI_167","2015-06-30","22:41:53",1435696813621,4,537122,9,9,7,14,7,16,12,1,6,4,NA,"1,5",1,1.884,NA
"1942","SI_167","2015-06-30","22:42:06",1435696813621,4,549260,10,10,7,9,13,3,12,8,14,4,NA,"2,7",1,1.295,NA
"1943","SI_167","2015-07-01","07:05:45",1435727145489,4,413864,1,1,7,9,5,10,3,12,4,16,NA,"13,3",1,2.201,NA
"1944","SI_167","2015-07-01","07:05:58",1435727145489,4,427625,2,2,7,9,11,15,10,12,7,13,NA,"12,5",1,2.917,NA
"1945","SI_167","2015-07-01","07:06:12",1435727145489,4,440166,3,3,7,3,11,1,2,12,8,16,NA,"11,3",1,1.692,NA
"1946","SI_167","2015-07-01","07:06:24",1435727145489,4,453582,4,4,7,16,15,8,1,2,14,12,NA,"2,5",0,2.574,NA
"1947","SI_167","2015-07-01","07:06:38",1435727145489,4,467198,5,5,7,10,1,3,9,7,4,5,NA,"5,7",1,2.776,NA
"1948","SI_167","2015-07-01","07:06:51",1435727145489,4,479743,6,6,7,2,8,4,5,3,9,16,NA,"6,2",1,1.7,NA
"1949","SI_167","2015-07-01","07:07:04",1435727145489,4,492408,7,7,7,2,1,11,5,12,4,3,NA,"11,6",1,1.821,NA
"1950","SI_167","2015-07-01","07:07:17",1435727145489,4,504331,8,8,7,5,14,1,13,4,10,11,NA,"7,1",1,1.082,NA
"1951","SI_167","2015-07-01","07:07:29",1435727145489,4,516441,9,9,7,2,16,13,12,11,4,7,NA,"2,6",1,1.269,NA
"1952","SI_167","2015-07-01","07:07:41",1435727145489,4,530058,10,10,7,11,16,4,3,2,8,15,NA,"3,4",1,2.778,NA
"1953","SI_167","2015-07-01","12:29:51",1435746591730,3,307633,1,1,7,8,7,12,6,15,11,4,NA,"1,5",1,1.172,NA
"1954","SI_167","2015-07-01","12:30:03",1435746591730,3,320247,2,2,7,13,2,4,9,5,16,7,NA,"2,5",1,1.715,NA
"1955","SI_167","2015-07-01","12:30:16",1435746591730,3,332579,3,3,7,8,9,13,15,12,16,11,NA,"11,7",1,1.434,NA
"1956","SI_167","2015-07-01","12:30:28",1435746591730,3,344560,4,4,7,14,12,10,2,3,15,5,NA,"2,7",1,1.094,NA
"1957","SI_167","2015-07-01","12:30:40",1435746591730,3,356799,5,5,7,2,16,5,10,12,1,14,NA,"14,7",1,1.368,NA
"1958","SI_167","2015-07-01","12:30:52",1435746591730,3,371098,6,6,7,13,8,2,15,6,4,7,NA,"2,3",0,3.404,NA
"1959","SI_167","2015-07-01","12:31:07",1435746591730,3,383280,7,7,7,13,12,4,15,5,3,10,NA,"13,2",1,1.289,NA
"1960","SI_167","2015-07-01","12:31:19",1435746591730,3,396247,8,8,7,5,6,10,3,1,14,11,NA,"15,3",1,2.079,NA
"1961","SI_167","2015-07-01","12:31:32",1435746591730,3,410647,9,9,7,2,4,11,10,7,9,12,NA,"4,2",0,3.521,NA
"1962","SI_167","2015-07-01","12:31:46",1435746591730,3,426432,10,10,7,2,11,3,12,10,15,7,NA,"10,5",1,4.898,NA
"1963","SI_167","2015-07-01","16:45:12",1435761912590,4,405096,1,1,7,1,13,11,4,14,2,9,NA,"11,4",1,4.512,NA
"1964","SI_167","2015-07-01","16:45:27",1435761912590,4,416974,2,2,7,2,9,1,6,11,16,7,NA,"15,7",1,1.03,NA
"1965","SI_167","2015-07-01","16:45:39",1435761912590,4,428892,3,3,7,15,6,16,10,8,7,4,NA,"4,7",1,1.069,NA
"1966","SI_167","2015-07-01","16:45:51",1435761912590,4,442559,4,4,7,16,2,9,7,12,11,1,NA,"12,6",1,2.827,NA
"1967","SI_167","2015-07-01","16:46:05",1435761912590,4,457497,5,5,7,2,3,6,5,4,10,8,NA,"6,3",0,4.099,NA
"1968","SI_167","2015-07-01","16:46:20",1435761912590,4,469465,6,6,7,8,1,14,7,13,12,3,NA,"3,7",1,1.124,NA
"1969","SI_167","2015-07-01","16:46:32",1435761912590,4,481690,7,7,7,6,10,7,12,8,1,2,NA,"14,1",1,1.385,NA
"1970","SI_167","2015-07-01","16:46:44",1435761912590,4,493874,8,8,7,10,14,11,4,9,13,15,NA,"15,2",1,1.339,NA
"1971","SI_167","2015-07-01","16:46:56",1435761912590,4,507275,9,9,7,2,1,10,14,13,3,6,NA,"10,3",1,2.561,NA
"1972","SI_167","2015-07-01","16:47:10",1435761912590,4,519405,10,10,7,5,16,6,13,14,3,9,NA,"12,7",1,1.283,NA
"1973","SI_168","2015-07-01","00:29:25",1435703365133,1,19397,1,1,7,16,15,3,12,4,1,2,NA,"1,4",1,2.801,NA
"1974","SI_168","2015-07-01","00:29:38",1435703365133,1,33002,2,2,7,8,15,6,1,3,2,14,NA,"7,3",1,2.709,NA
"1975","SI_168","2015-07-01","00:29:52",1435703365133,1,47240,3,3,7,11,3,4,5,1,13,6,NA,"2,6",1,3.344,NA
"1976","SI_168","2015-07-01","00:30:06",1435703365133,1,61390,4,4,7,15,1,13,8,14,2,11,NA,"14,2",1,3.19,NA
"1977","SI_168","2015-07-01","00:30:20",1435703365133,1,74578,5,5,7,4,7,5,3,6,15,12,NA,"13,4",1,2.313,NA
"1978","SI_168","2015-07-01","00:30:34",1435703365133,1,88300,6,6,7,5,11,6,3,10,8,12,NA,"5,1",1,2.852,NA
"1979","SI_168","2015-07-01","00:30:47",1435703365133,1,102783,7,7,7,1,12,14,6,2,8,15,NA,"3,5",1,3.612,NA
"1980","SI_168","2015-07-01","00:31:02",1435703365133,1,115413,8,8,7,5,11,4,16,15,2,9,NA,"13,1",1,1.71,NA
"1981","SI_168","2015-07-01","00:31:14",1435703365133,1,128147,9,9,7,1,2,3,10,9,6,11,NA,"1,1",1,1.837,NA
"1982","SI_168","2015-07-01","00:31:27",1435703365133,1,141697,10,10,7,6,15,10,7,16,4,12,NA,"13,2",1,2.673,NA
"1983","SI_168","2015-07-01","09:12:15",1435734735649,3,258382,1,1,7,8,1,7,13,10,2,14,NA,"14,7",1,4.507,NA
"1984","SI_168","2015-07-01","09:12:31",1435734735649,3,271212,2,2,7,5,2,11,15,9,8,4,NA,"5,2",1,1.939,NA
"1985","SI_168","2015-07-01","09:12:43",1435734735649,3,286414,3,3,7,15,1,10,7,14,2,13,NA,"6,3",1,4.271,NA
"1986","SI_168","2015-07-01","09:12:59",1435734735649,3,303200,4,4,7,13,10,14,16,5,7,15,NA,"16,4",1,5.747,NA
"1987","SI_168","2015-07-01","09:13:15",1435734735649,3,316421,5,5,7,9,6,7,10,15,5,16,NA,"15,7",0,2.242,NA
"1988","SI_168","2015-07-01","09:13:29",1435734735649,3,332411,6,6,7,3,6,15,14,16,11,2,NA,"15,3",1,4.986,NA
"1989","SI_168","2015-07-01","09:13:45",1435734735649,3,346753,7,7,7,2,14,10,9,13,16,3,NA,"14,6",1,3.295,NA
"1990","SI_168","2015-07-01","09:13:59",1435734735649,3,362332,8,8,7,15,5,16,12,6,14,9,NA,"15,1",1,4.573,NA
"1991","SI_168","2015-07-01","09:14:14",1435734735649,3,378879,9,9,7,2,5,14,6,4,13,9,NA,"10,5",0,5.648,NA
"1992","SI_168","2015-07-01","09:14:31",1435734735649,3,392963,10,10,7,15,7,3,5,6,9,13,NA,"7,2",0,3.027,NA
"1993","SI_168","2015-07-01","12:43:10",1435747390501,2,387558,1,1,7,14,2,16,8,7,6,3,NA,"11,7",1,1.812,NA
"1994","SI_168","2015-07-01","12:43:23",1435747390501,2,401102,2,2,7,12,8,6,1,7,2,10,NA,"6,3",1,2.668,NA
"1995","SI_168","2015-07-01","12:43:36",1435747390501,2,413290,3,3,7,8,6,12,1,16,10,11,NA,"8,1",1,1.307,NA
"1996","SI_168","2015-07-01","12:43:48",1435747390501,2,425778,4,4,7,6,13,12,11,1,3,9,NA,"1,5",0,1.617,NA
"1997","SI_168","2015-07-01","12:44:01",1435747390501,2,438628,5,5,7,3,16,12,11,8,1,9,NA,"12,3",0,1.964,NA
"1998","SI_168","2015-07-01","12:44:14",1435747390501,2,450961,6,6,7,16,2,1,12,9,3,11,NA,"16,1",1,1.473,NA
"1999","SI_168","2015-07-01","12:44:26",1435747390501,2,463329,7,7,7,14,6,13,9,2,11,4,NA,"14,1",1,1.489,NA
"2000","SI_168","2015-07-01","12:44:38",1435747390501,2,477230,8,8,7,4,14,9,16,1,3,11,NA,"16,1",1,3.014,NA
"2001","SI_168","2015-07-01","12:44:52",1435747390501,2,491397,9,9,7,3,11,9,7,15,12,14,NA,"10,5",1,3.285,NA
"2002","SI_168","2015-07-01","12:45:07",1435747390501,2,505848,10,10,7,10,5,2,13,1,4,9,NA,"2,3",1,3.568,NA
"2003","SI_168","2015-07-01","16:52:32",1435762352507,3,271723,1,1,7,4,1,16,15,13,10,8,NA,"6,1",1,1.836,NA
"2004","SI_168","2015-07-01","16:52:45",1435762352507,3,284392,2,2,7,16,13,9,3,5,6,1,NA,"1,7",1,1.791,NA
"2005","SI_168","2015-07-01","16:52:57",1435762352507,3,299209,3,3,7,13,14,8,4,7,9,3,NA,"15,6",1,3.938,NA
"2006","SI_168","2015-07-01","16:53:12",1435762352507,3,312442,4,4,7,8,2,9,14,11,6,4,NA,"10,4",0,2.354,NA
"2007","SI_168","2015-07-01","16:53:25",1435762352507,3,325144,5,5,7,3,6,9,15,11,13,12,NA,"8,5",1,1.828,NA
"2008","SI_168","2015-07-01","16:53:38",1435762352507,3,340959,6,6,7,1,14,8,12,13,15,11,NA,"7,3",0,4.943,NA
"2009","SI_168","2015-07-01","16:53:54",1435762352507,3,353277,7,7,7,3,9,15,10,12,1,5,NA,"14,5",0,1.445,NA
"2010","SI_168","2015-07-01","16:54:06",1435762352507,3,365580,8,8,7,15,8,2,5,12,7,14,NA,"1,5",1,1.433,NA
"2011","SI_168","2015-07-01","16:54:19",1435762352507,3,377582,9,9,7,10,7,8,6,4,11,15,NA,"5,7",1,1.128,NA
"2012","SI_168","2015-07-01","16:54:31",1435762352507,3,391948,10,10,7,13,10,15,3,4,11,1,NA,"3,3",0,3.476,NA
"2013","SI_171","2015-09-25","23:12:36",1443215556640,3,270101,1,1,7,8,4,10,13,16,6,14,NA,"6,1",1,1.613,NA
"2014","SI_171","2015-09-25","23:12:49",1443215556640,3,282830,2,2,7,14,1,6,12,4,10,8,NA,"1,2",1,1.908,NA
"2015","SI_171","2015-09-25","23:13:01",1443215556640,3,299681,3,3,7,8,16,2,9,5,6,3,NA,"14,3",1,6.038,NA
"2016","SI_171","2015-09-25","23:13:18",1443215556640,3,321597,4,4,7,3,10,13,8,16,15,11,NA,"8,3",1,10.758,NA
