"","id","date","time","t0","order_of_test","time_start_battery","order_in_test","order","no_grids","grid1","grid2","grid3","grid4","grid5","grid6","grid7","grid8","pres_grid","correct","response_time","t0_absolute"
"1","SI_101","2015-02-20","07:06:39",1424412399188,2,158342,1,1,6,8,11,10,13,14,12,NA,NA,"8,1",1,1.301,NA
"2","SI_101","2015-02-20","07:06:50",1424412399188,2,163153,2,2,2,16,10,NA,NA,NA,NA,NA,NA,"16,1",1,0.927,NA
"3","SI_101","2015-02-20","07:06:54",1424412399188,2,174158,3,3,6,4,2,3,9,16,12,NA,NA,"8,4",1,1.441,NA
"4","SI_101","2015-02-20","07:07:05",1424412399188,2,185592,4,4,6,8,6,3,7,11,5,NA,NA,"6,1",0,1.871,NA
"5","SI_101","2015-02-20","07:07:17",1424412399188,2,191852,5,5,2,11,12,NA,NA,NA,NA,NA,NA,"12,2",1,2.394,NA
"6","SI_101","2015-02-20","07:07:23",1424412399188,2,197310,6,6,2,10,12,NA,NA,NA,NA,NA,NA,"12,2",1,1.599,NA
"7","SI_101","2015-02-20","07:07:28",1424412399188,2,209009,7,7,6,1,7,11,3,10,14,NA,NA,"14,3",1,2.145,NA
"8","SI_101","2015-02-20","07:07:40",1424412399188,2,214127,8,8,2,7,4,NA,NA,NA,NA,NA,NA,"2,2",1,1.262,NA
"9","SI_101","2015-02-20","07:07:45",1424412399188,2,219055,9,9,2,7,9,NA,NA,NA,NA,NA,NA,"7,1",1,1.074,NA
"10","SI_101","2015-02-20","07:07:50",1424412399188,2,231828,10,10,6,8,9,6,13,1,12,NA,NA,"9,2",1,3.219,NA
"11","SI_101","2015-02-20","07:08:03",1424412399188,2,236805,11,11,2,7,4,NA,NA,NA,NA,NA,NA,"4,2",1,1.119,NA
"12","SI_101","2015-02-20","07:08:08",1424412399188,2,248862,12,12,6,9,13,4,3,15,12,NA,NA,"7,1",1,2.509,NA
"13","SI_101","2015-02-20","12:28:55",1424431735515,2,145886,1,1,2,2,16,NA,NA,NA,NA,NA,NA,"2,1",1,0.889,NA
"14","SI_101","2015-02-20","12:29:00",1424431735515,2,150924,2,2,2,7,3,NA,NA,NA,NA,NA,NA,"7,2",1,1.177,NA
"15","SI_101","2015-02-20","12:29:05",1424431735515,2,162099,3,3,6,15,14,11,5,3,12,NA,NA,"14,4",1,1.663,NA
"16","SI_101","2015-02-20","12:29:16",1424431735515,2,167138,4,4,2,8,16,NA,NA,NA,NA,NA,NA,"12,1",1,1.193,NA
"17","SI_101","2015-02-20","12:29:21",1424431735515,2,179286,5,5,6,7,5,13,8,1,9,NA,NA,"13,3",1,2.586,NA
"18","SI_101","2015-02-20","12:29:33",1424431735515,2,190712,6,6,6,1,11,12,7,3,13,NA,NA,"12,3",1,1.898,NA
"19","SI_101","2015-02-20","12:29:45",1424431735515,2,203156,7,7,6,16,11,13,7,2,15,NA,NA,"13,3",1,2.899,NA
"20","SI_101","2015-02-20","12:29:57",1424431735515,2,213825,8,8,6,13,8,6,7,1,14,NA,NA,"6,3",1,1.13,NA
"21","SI_101","2015-02-20","12:30:08",1424431735515,2,225216,9,9,6,2,15,14,12,13,5,NA,NA,"2,1",1,1.813,NA
"22","SI_101","2015-02-20","12:30:19",1424431735515,2,230079,10,10,2,10,9,NA,NA,NA,NA,NA,NA,"10,1",1,1.014,NA
"23","SI_101","2015-02-20","12:30:24",1424431735515,2,235227,11,11,2,11,6,NA,NA,NA,NA,NA,NA,"3,2",1,1.299,NA
"24","SI_101","2015-02-20","12:30:29",1424431735515,2,240176,12,12,2,11,3,NA,NA,NA,NA,NA,NA,"7,1",1,1.096,NA
"25","SI_101","2015-02-20","16:30:26",1424446226019,2,153902,1,1,6,15,6,7,16,2,13,NA,NA,"11,6",1,1.181,NA
"26","SI_101","2015-02-20","16:30:36",1424446226019,2,159091,2,2,2,6,13,NA,NA,NA,NA,NA,NA,"1,1",1,1.263,NA
"27","SI_101","2015-02-20","16:30:41",1424446226019,2,170230,3,3,6,14,5,2,1,8,10,NA,NA,"11,3",1,1.568,NA
"28","SI_101","2015-02-20","16:30:53",1424446226019,2,175109,4,4,2,15,16,NA,NA,NA,NA,NA,NA,"1,2",1,1.007,NA
"29","SI_101","2015-02-20","16:30:58",1424446226019,2,180031,5,5,2,5,3,NA,NA,NA,NA,NA,NA,"8,2",1,1.023,NA
"30","SI_101","2015-02-20","16:31:02",1424446226019,2,191082,6,6,6,7,9,2,8,13,6,NA,NA,"6,6",1,1.429,NA
"31","SI_101","2015-02-20","16:31:13",1424446226019,2,195972,7,7,2,1,11,NA,NA,NA,NA,NA,NA,"11,2",1,1.028,NA
"32","SI_101","2015-02-20","16:31:18",1424446226019,2,207039,8,8,6,2,9,6,13,16,3,NA,NA,"4,6",0,1.498,NA
"33","SI_101","2015-02-20","16:31:29",1424446226019,2,217942,9,9,6,16,11,14,7,1,5,NA,NA,"5,2",1,1.477,NA
"34","SI_101","2015-02-20","16:31:40",1424446226019,2,228545,10,10,6,13,8,3,6,1,15,NA,NA,"15,4",1,1.108,NA
"35","SI_101","2015-02-20","16:31:51",1424446226019,2,233445,11,11,2,10,13,NA,NA,NA,NA,NA,NA,"10,1",1,1.047,NA
"36","SI_101","2015-02-20","16:31:56",1424446226019,2,238738,12,12,2,6,16,NA,NA,NA,NA,NA,NA,"6,1",0,1.449,NA
"37","SI_102","2015-02-20","08:38:53",1424417933639,3,289267,1,1,7,5,8,6,12,1,11,14,NA,"6,3",1,1.756,NA
"38","SI_102","2015-02-20","08:39:06",1424417933639,3,304249,2,2,7,3,10,16,4,5,11,13,NA,"4,4",1,4.135,NA
"39","SI_102","2015-02-20","08:39:21",1424417933639,3,316398,3,3,7,3,14,4,10,13,6,11,NA,"11,4",1,1.288,NA
"40","SI_102","2015-02-20","08:39:33",1424417933639,3,328381,4,4,7,9,13,6,4,1,5,2,NA,"2,7",1,1.144,NA
"41","SI_102","2015-02-20","08:39:45",1424417933639,3,340514,5,5,7,12,4,6,1,11,16,9,NA,"5,2",1,1.29,NA
"42","SI_102","2015-02-20","08:39:57",1424417933639,3,353794,6,6,7,6,2,14,15,5,7,9,NA,"10,3",1,2.44,NA
"43","SI_102","2015-02-20","08:40:10",1424417933639,3,367964,7,7,7,12,15,1,16,3,5,13,NA,"12,4",1,3.33,NA
"44","SI_102","2015-02-20","08:40:24",1424417933639,3,380298,8,8,7,9,6,8,10,11,4,3,NA,"9,1",1,1.495,NA
"45","SI_102","2015-02-20","08:40:37",1424417933639,3,392731,9,9,7,7,3,9,10,8,12,13,NA,"3,3",1,1.589,NA
"46","SI_102","2015-02-20","08:40:49",1424417933639,3,405329,10,10,7,3,11,2,4,15,16,8,NA,"12,6",0,1.757,NA
"47","SI_102","2015-02-20","12:33:43",1424432023696,5,648282,1,1,7,7,13,3,16,9,6,8,NA,"4,3",1,1.329,NA
"48","SI_102","2015-02-20","12:33:55",1424432023696,5,664646,2,2,7,7,5,10,1,8,6,16,NA,"5,2",1,5.518,NA
"49","SI_102","2015-02-20","12:34:12",1424432023696,5,676729,3,3,7,14,6,15,10,3,2,11,NA,"13,4",1,1.237,NA
"50","SI_102","2015-02-20","12:34:24",1424432023696,5,688530,4,4,7,8,10,12,11,1,13,9,NA,"9,7",1,0.956,NA
"51","SI_102","2015-02-20","12:34:36",1424432023696,5,700832,5,5,7,9,5,10,16,6,4,13,NA,"16,4",1,1.46,NA
"52","SI_102","2015-02-20","12:34:48",1424432023696,5,713112,6,6,7,8,9,16,15,7,6,1,NA,"15,4",0,1.436,NA
"53","SI_102","2015-02-20","12:35:00",1424432023696,5,725246,7,7,7,9,12,7,4,15,14,16,NA,"16,5",1,1.294,NA
"54","SI_102","2015-02-20","12:35:12",1424432023696,5,737596,8,8,7,11,7,4,12,15,9,10,NA,"12,4",0,1.499,NA
"55","SI_102","2015-02-20","12:35:25",1424432023696,5,750610,9,9,7,15,4,1,8,9,16,2,NA,"15,1",0,2.168,NA
"56","SI_102","2015-02-20","12:35:38",1424432023696,5,762729,10,10,7,8,13,1,10,16,7,2,NA,"2,7",1,1.281,NA
"57","SI_102","2015-02-20","16:48:57",1424447337276,5,636868,1,1,7,10,14,16,6,11,5,15,NA,"6,4",1,2.104,NA
"58","SI_102","2015-02-20","16:49:10",1424447337276,5,649299,2,2,7,9,7,10,3,12,5,6,NA,"14,2",1,1.586,NA
"59","SI_102","2015-02-20","16:49:22",1424447337276,5,662556,3,3,7,8,12,15,9,2,13,16,NA,"2,5",1,2.415,NA
"60","SI_102","2015-02-20","16:49:35",1424447337276,5,674931,4,4,7,8,11,4,12,7,5,13,NA,"14,7",1,1.529,NA
"61","SI_102","2015-02-20","16:49:48",1424447337276,5,687036,5,5,7,14,9,4,16,15,13,1,NA,"14,1",0,1.261,NA
"62","SI_102","2015-02-20","16:50:00",1424447337276,5,699385,6,6,7,11,13,7,2,9,15,6,NA,"2,4",0,1.497,NA
"63","SI_102","2015-02-20","16:50:12",1424447337276,5,712208,7,7,7,5,8,3,7,11,4,14,NA,"11,5",0,1.979,NA
"64","SI_102","2015-02-20","16:50:25",1424447337276,5,724583,8,8,7,14,7,4,6,5,2,16,NA,"14,1",1,1.512,NA
"65","SI_102","2015-02-20","16:50:37",1424447337276,5,738083,9,9,7,10,5,9,7,15,3,8,NA,"10,1",1,2.65,NA
"66","SI_102","2015-02-20","16:50:51",1424447337276,5,750432,10,10,7,3,1,13,10,6,7,15,NA,"3,1",0,1.508,NA
"67","SI_103","2015-02-22","22:16:07",1424639767882,2,159249,1,1,6,11,10,8,14,15,1,NA,NA,"9,1",1,1.428,NA
"68","SI_103","2015-02-22","22:16:18",1424639767882,2,170729,2,2,6,1,9,7,8,10,15,NA,NA,"6,4",1,2.036,NA
"69","SI_103","2015-02-22","22:16:30",1424639767882,2,181782,3,3,6,5,9,12,6,15,3,NA,NA,"3,6",1,1.598,NA
"70","SI_103","2015-02-22","22:16:41",1424639767882,2,186992,4,4,2,16,13,NA,NA,NA,NA,NA,NA,"13,2",1,1.367,NA
"71","SI_103","2015-02-22","22:16:46",1424639767882,2,198458,5,5,6,8,4,14,1,3,2,NA,NA,"4,2",0,2.014,NA
"72","SI_103","2015-02-22","22:16:57",1424639767882,2,203332,6,6,2,9,1,NA,NA,NA,NA,NA,NA,"9,1",1,1.042,NA
"73","SI_103","2015-02-22","22:17:02",1424639767882,2,208235,7,7,2,9,8,NA,NA,NA,NA,NA,NA,"2,2",1,1.075,NA
"74","SI_103","2015-02-22","22:17:07",1424639767882,2,212946,8,8,2,10,1,NA,NA,NA,NA,NA,NA,"10,1",1,0.892,NA
"75","SI_103","2015-02-22","22:17:12",1424639767882,2,224266,9,9,6,1,7,3,5,11,13,NA,NA,"14,6",1,1.87,NA
"76","SI_103","2015-02-22","22:17:23",1424639767882,2,229248,10,10,2,11,10,NA,NA,NA,NA,NA,NA,"10,2",1,1.148,NA
"77","SI_103","2015-02-22","22:17:28",1424639767882,2,234183,11,11,2,6,13,NA,NA,NA,NA,NA,NA,"3,2",1,1.106,NA
"78","SI_103","2015-02-22","22:17:33",1424639767882,2,245318,12,12,6,6,11,14,15,8,12,NA,NA,"14,5",1,1.688,NA
"79","SI_103","2015-02-23","07:43:02",1424673782382,2,149122,1,1,2,16,13,NA,NA,NA,NA,NA,NA,"9,2",1,1.111,NA
"80","SI_103","2015-02-23","07:43:07",1424673782382,2,153989,2,2,2,8,15,NA,NA,NA,NA,NA,NA,"15,2",1,1.04,NA
"81","SI_103","2015-02-23","07:43:12",1424673782382,2,167202,3,3,6,14,11,5,6,12,15,NA,NA,"12,5",1,3.769,NA
"82","SI_103","2015-02-23","07:43:25",1424673782382,2,172126,4,4,2,6,11,NA,NA,NA,NA,NA,NA,"14,2",1,1.095,NA
"83","SI_103","2015-02-23","07:43:30",1424673782382,2,183928,5,5,6,4,14,15,9,1,12,NA,NA,"15,3",0,2.349,NA
"84","SI_103","2015-02-23","07:43:42",1424673782382,2,196966,6,6,6,5,3,16,2,9,13,NA,NA,"9,5",1,3.596,NA
"85","SI_103","2015-02-23","07:43:55",1424673782382,2,201994,7,7,2,6,2,NA,NA,NA,NA,NA,NA,"6,1",1,1.19,NA
"86","SI_103","2015-02-23","07:44:00",1424673782382,2,213883,8,8,6,9,11,10,5,1,12,NA,NA,"1,5",1,2.434,NA
"87","SI_103","2015-02-23","07:44:12",1424673782382,2,218480,9,9,2,1,13,NA,NA,NA,NA,NA,NA,"1,1",1,0.774,NA
"88","SI_103","2015-02-23","07:44:16",1424673782382,2,229235,10,10,6,14,2,11,9,5,3,NA,NA,"5,1",1,1.303,NA
"89","SI_103","2015-02-23","07:44:27",1424673782382,2,234064,11,11,2,2,7,NA,NA,NA,NA,NA,NA,"12,1",1,1.001,NA
"90","SI_103","2015-02-23","07:44:32",1424673782382,2,244903,12,12,6,6,4,11,14,16,12,NA,NA,"6,1",1,1.392,NA
"91","SI_103","2015-02-23","12:31:36",1424691096601,2,149923,1,1,2,9,10,NA,NA,NA,NA,NA,NA,"9,1",1,0.784,NA
"92","SI_103","2015-02-23","12:31:41",1424691096601,2,160474,2,2,6,10,2,16,1,7,13,NA,NA,"1,4",1,1.107,NA
"93","SI_103","2015-02-23","12:31:51",1424691096601,2,166252,3,3,2,9,3,NA,NA,NA,NA,NA,NA,"3,2",1,1.953,NA
"94","SI_103","2015-02-23","12:31:57",1424691096601,2,171075,4,4,2,4,16,NA,NA,NA,NA,NA,NA,"16,2",1,1.002,NA
"95","SI_103","2015-02-23","12:32:02",1424691096601,2,182560,5,5,6,6,2,5,14,9,13,NA,NA,"9,5",1,2.032,NA
"96","SI_103","2015-02-23","12:32:13",1424691096601,2,193108,6,6,6,7,8,1,9,3,13,NA,NA,"7,1",1,1.103,NA
"97","SI_103","2015-02-23","12:32:24",1424691096601,2,206267,7,7,6,5,2,13,9,15,6,NA,NA,"6,6",1,3.707,NA
"98","SI_103","2015-02-23","12:32:37",1424691096601,2,216998,8,8,6,13,6,8,9,14,2,NA,NA,"9,4",1,1.274,NA
"99","SI_103","2015-02-23","12:32:48",1424691096601,2,221612,9,9,2,2,5,NA,NA,NA,NA,NA,NA,"2,1",1,0.787,NA
"100","SI_103","2015-02-23","12:32:52",1424691096601,2,226180,10,10,2,15,16,NA,NA,NA,NA,NA,NA,"16,2",1,0.744,NA
"101","SI_103","2015-02-23","12:32:57",1424691096601,2,231046,11,11,2,6,2,NA,NA,NA,NA,NA,NA,"16,1",1,1.026,NA
"102","SI_103","2015-02-23","12:33:02",1424691096601,2,241646,12,12,6,12,16,1,3,8,5,NA,NA,"9,2",1,1.157,NA
"103","SI_103","2015-02-23","17:01:35",1424707295674,2,151014,1,1,2,7,14,NA,NA,NA,NA,NA,NA,"7,2",1,1.119,NA
"104","SI_103","2015-02-23","17:01:40",1424707295674,2,161699,2,2,6,4,11,14,3,13,7,NA,NA,"4,1",1,1.243,NA
"105","SI_103","2015-02-23","17:01:51",1424707295674,2,167045,3,3,2,7,3,NA,NA,NA,NA,NA,NA,"5,2",1,1.516,NA
"106","SI_103","2015-02-23","17:01:56",1424707295674,2,171824,4,4,2,5,6,NA,NA,NA,NA,NA,NA,"6,2",1,0.955,NA
"107","SI_103","2015-02-23","17:02:01",1424707295674,2,182842,5,5,6,6,15,14,12,16,9,NA,NA,"9,6",1,1.566,NA
"108","SI_103","2015-02-23","17:02:12",1424707295674,2,194320,6,6,6,3,9,10,15,7,5,NA,NA,"15,4",1,2.034,NA
"109","SI_103","2015-02-23","17:02:23",1424707295674,2,204876,7,7,6,10,6,3,16,15,9,NA,NA,"8,6",1,1.09,NA
"110","SI_103","2015-02-23","17:02:34",1424707295674,2,209527,8,8,2,6,13,NA,NA,NA,NA,NA,NA,"6,1",1,0.821,NA
"111","SI_103","2015-02-23","17:02:39",1424707295674,2,220067,9,9,6,12,2,13,9,16,3,NA,NA,"12,1",1,1.096,NA
"112","SI_103","2015-02-23","17:02:49",1424707295674,2,224716,10,10,2,12,6,NA,NA,NA,NA,NA,NA,"12,1",1,0.821,NA
"113","SI_103","2015-02-23","17:02:54",1424707295674,2,229477,11,11,2,4,15,NA,NA,NA,NA,NA,NA,"4,1",1,0.928,NA
"114","SI_103","2015-02-23","17:02:59",1424707295674,2,239966,12,12,6,13,2,3,10,11,4,NA,NA,"12,1",1,1.046,NA
"115","SI_104","2015-02-23","12:49:04",1424692144796,4,378717,1,1,7,3,11,9,5,14,10,6,NA,"3,1",1,1.393,NA
"116","SI_104","2015-02-23","12:49:17",1424692144796,4,392061,2,2,7,10,5,14,12,6,11,13,NA,"6,6",0,2.402,NA
"117","SI_104","2015-02-23","12:49:30",1424692144796,4,404630,3,3,7,6,1,5,9,11,4,2,NA,"11,5",1,1.558,NA
"118","SI_104","2015-02-23","12:49:43",1424692144796,4,417266,4,4,7,13,2,1,11,4,8,12,NA,"2,2",1,1.716,NA
"119","SI_104","2015-02-23","12:49:55",1424692144796,4,429603,5,5,7,9,10,12,15,11,16,2,NA,"16,6",1,1.445,NA
"120","SI_104","2015-02-23","12:50:08",1424692144796,4,441832,6,6,7,14,8,12,6,10,11,4,NA,"1,2",1,1.323,NA
"121","SI_104","2015-02-23","12:50:20",1424692144796,4,454649,7,7,7,11,15,13,9,7,16,1,NA,"7,5",0,1.88,NA
"122","SI_104","2015-02-23","12:50:33",1424692144796,4,467549,8,8,7,1,15,12,7,3,6,10,NA,"15,1",1,1.979,NA
"123","SI_104","2015-02-23","12:50:45",1424692144796,4,480400,9,9,7,3,11,2,14,15,8,12,NA,"7,3",1,1.939,NA
"124","SI_104","2015-02-23","12:50:58",1424692144796,4,493879,10,10,7,8,5,11,3,7,15,16,NA,"15,6",1,2.585,NA
"125","SI_104","2015-02-23","16:38:22",1424705902496,2,95805,1,1,7,14,13,7,2,15,4,3,NA,"13,2",1,2.308,NA
"126","SI_104","2015-02-23","16:38:35",1424705902496,2,108099,2,2,7,16,5,11,13,9,4,15,NA,"16,1",1,1.396,NA
"127","SI_104","2015-02-23","16:38:48",1424705902496,2,120269,3,3,7,14,7,12,6,11,2,3,NA,"2,7",1,1.247,NA
"128","SI_104","2015-02-23","16:39:00",1424705902496,2,133180,4,4,7,10,3,6,5,2,13,14,NA,"3,2",1,2.008,NA
"129","SI_104","2015-02-23","16:39:13",1424705902496,2,145324,5,5,7,14,13,10,4,7,8,12,NA,"15,6",1,1.206,NA
"130","SI_104","2015-02-23","16:39:25",1424705902496,2,158788,6,6,7,2,13,12,4,16,3,14,NA,"3,6",1,2.504,NA
"131","SI_104","2015-02-23","16:39:38",1424705902496,2,170920,7,7,7,9,12,14,7,13,16,11,NA,"4,2",1,1.216,NA
"132","SI_104","2015-02-23","16:39:51",1424705902496,2,184633,8,8,7,11,14,2,8,10,9,6,NA,"10,1",1,2.817,NA
"133","SI_104","2015-02-23","16:40:04",1424705902496,2,196974,9,9,7,12,5,2,4,8,7,14,NA,"15,7",1,1.366,NA
"134","SI_104","2015-02-23","16:40:17",1424705902496,2,208952,10,10,7,6,8,15,16,12,13,11,NA,"4,7",1,1.037,NA
"135","SI_105","2015-02-26","22:30:27",1424986227242,1,18063,1,1,7,12,16,10,14,4,13,15,NA,"16,2",1,1.553,NA
"136","SI_105","2015-02-26","22:30:39",1424986227242,1,30989,2,2,7,7,16,5,2,8,13,9,NA,"15,3",1,2.048,NA
"137","SI_105","2015-02-26","22:30:52",1424986227242,1,43287,3,3,7,1,4,6,12,9,10,7,NA,"4,2",1,1.43,NA
"138","SI_105","2015-02-26","22:31:04",1424986227242,1,55987,4,4,7,2,6,3,14,5,10,12,NA,"2,5",1,1.843,NA
"139","SI_105","2015-02-26","22:31:17",1424986227242,1,69387,5,5,7,2,3,6,9,8,15,12,NA,"5,5",1,2.532,NA
"140","SI_105","2015-02-26","22:31:31",1424986227242,1,82774,6,6,7,7,16,1,3,11,14,2,NA,"15,7",1,2.502,NA
"141","SI_105","2015-02-26","22:31:44",1424986227242,1,97446,7,7,7,1,16,2,7,5,11,13,NA,"1,6",1,3.812,NA
"142","SI_105","2015-02-26","22:31:59",1424986227242,1,115350,8,8,7,2,1,6,10,16,15,4,NA,"6,1",1,7.032,NA
"143","SI_105","2015-02-26","22:32:16",1424986227242,1,128287,9,9,7,10,2,15,16,4,1,11,NA,"4,5",1,2.059,NA
"144","SI_105","2015-02-26","22:32:29",1424986227242,1,140202,10,10,7,3,12,10,2,6,11,13,NA,"6,5",1,1.043,NA
"145","SI_105","2015-02-27","08:18:37",1425021517288,4,452082,1,1,7,7,6,14,8,9,16,13,NA,"7,1",1,1.956,NA
"146","SI_105","2015-02-27","08:18:50",1425021517288,4,464869,2,2,7,4,12,11,16,1,7,2,NA,"12,3",0,1.904,NA
"147","SI_105","2015-02-27","08:19:02",1425021517288,4,477969,3,3,7,9,16,15,10,3,2,6,NA,"9,1",0,2.211,NA
"148","SI_105","2015-02-27","08:19:16",1425021517288,4,490744,4,4,7,10,5,13,14,2,16,6,NA,"2,5",1,1.919,NA
"149","SI_105","2015-02-27","08:19:28",1425021517288,4,503818,5,5,7,1,13,10,3,7,15,11,NA,"11,7",1,2.219,NA
"150","SI_105","2015-02-27","08:19:41",1425021517288,4,516791,6,6,7,6,14,9,5,16,13,2,NA,"14,4",0,2.113,NA
"151","SI_105","2015-02-27","08:19:54",1425021517288,4,528818,7,7,7,10,15,1,6,4,12,3,NA,"6,6",0,1.154,NA
"152","SI_105","2015-02-27","08:20:06",1425021517288,4,540991,8,8,7,4,15,3,6,2,14,11,NA,"6,2",0,1.3,NA
"153","SI_105","2015-02-27","08:20:19",1425021517288,4,555682,9,9,7,5,6,13,11,14,16,9,NA,"14,5",0,3.823,NA
"154","SI_105","2015-02-27","08:20:33",1425021517288,4,567781,10,10,7,15,7,12,11,14,13,5,NA,"12,4",0,1.244,NA
"155","SI_105B_Eftermiddag","2015-02-27","16:32:41",1425051161657,3,235679,1,1,7,2,12,4,8,3,10,1,NA,"10,6",1,5.137,NA
"156","SI_105B_Eftermiddag","2015-02-27","16:32:57",1425051161657,3,247792,2,2,7,7,3,2,10,5,13,15,NA,"13,6",1,1.282,NA
"157","SI_105B_Eftermiddag","2015-02-27","16:33:09",1425051161657,3,260447,3,3,7,16,15,8,12,6,3,13,NA,"6,5",1,1.823,NA
"158","SI_105B_Eftermiddag","2015-02-27","16:33:22",1425051161657,3,272675,4,4,7,11,14,8,13,10,2,4,NA,"4,7",1,1.397,NA
"159","SI_105B_Eftermiddag","2015-02-27","16:33:34",1425051161657,3,284780,5,5,7,10,7,11,4,3,9,2,NA,"3,5",1,1.276,NA
"160","SI_105B_Eftermiddag","2015-02-27","16:33:46",1425051161657,3,297844,6,6,7,4,2,13,6,15,1,5,NA,"2,3",1,2.233,NA
"161","SI_105B_Eftermiddag","2015-02-27","16:33:59",1425051161657,3,310783,7,7,7,13,6,15,16,7,10,8,NA,"4,2",1,2.108,NA
"162","SI_105B_Eftermiddag","2015-02-27","16:34:12",1425051161657,3,323083,8,8,7,3,16,6,11,8,5,1,NA,"6,3",1,1.468,NA
"163","SI_105B_Eftermiddag","2015-02-27","16:34:25",1425051161657,3,337425,9,9,7,4,9,8,11,13,15,7,NA,"8,3",0,3.512,NA
"164","SI_105B_Eftermiddag","2015-02-27","16:34:39",1425051161657,3,351302,10,10,7,1,10,2,7,15,14,9,NA,"7,4",0,3.047,NA
"165","SI_105B_Lunch","2015-02-27","12:37:05",1425037025693,4,435229,1,1,7,10,15,13,5,6,16,1,NA,"13,3",1,2.852,NA
"166","SI_105B_Lunch","2015-02-27","12:37:19",1425037025693,4,448903,2,2,7,5,8,6,10,11,2,3,NA,"10,2",0,2.841,NA
"167","SI_105B_Lunch","2015-02-27","12:37:33",1425037025693,4,461483,3,3,7,3,11,10,4,9,2,5,NA,"11,2",1,1.75,NA
"168","SI_105B_Lunch","2015-02-27","12:37:45",1425037025693,4,473362,4,4,7,8,12,2,10,5,1,9,NA,"1,6",1,1.049,NA
"169","SI_105B_Lunch","2015-02-27","12:37:57",1425037025693,4,487487,5,5,7,8,3,1,9,14,6,5,NA,"11,2",1,3.294,NA
"170","SI_105B_Lunch","2015-02-27","12:38:11",1425037025693,4,500011,6,6,7,6,4,1,5,11,9,15,NA,"9,6",0,1.694,NA
"171","SI_105B_Lunch","2015-02-27","12:38:24",1425037025693,4,512646,7,7,7,1,11,15,8,13,16,5,NA,"3,7",1,1.805,NA
"172","SI_105B_Lunch","2015-02-27","12:38:36",1425037025693,4,526367,8,8,7,13,6,1,9,3,7,5,NA,"9,4",1,2.894,NA
"173","SI_105B_Lunch","2015-02-27","12:38:50",1425037025693,4,539730,9,9,7,3,4,15,10,14,13,8,NA,"5,4",1,2.532,NA
"174","SI_105B_Lunch","2015-02-27","12:39:03",1425037025693,4,554351,10,10,7,3,5,9,6,16,1,7,NA,"6,4",1,3.789,NA
"175","SI_106_2","2015-02-27","08:05:41",1425020741783,1,17809,1,1,7,13,15,5,4,3,10,14,NA,"14,7",1,1.302,NA
"176","SI_106_2","2015-02-27","08:05:53",1425020741783,1,30800,2,2,7,6,10,3,4,1,16,13,NA,"4,4",0,2.133,NA
"177","SI_106_2","2015-02-27","08:06:06",1425020741783,1,44304,3,3,7,3,11,1,16,8,13,4,NA,"16,4",1,2.65,NA
"178","SI_106_2","2015-02-27","08:06:20",1425020741783,1,56320,4,4,7,6,3,2,11,1,5,10,NA,"6,7",1,1.165,NA
"179","SI_106_2","2015-02-27","08:06:32",1425020741783,1,68464,5,5,7,5,2,15,9,7,8,14,NA,"3,3",1,1.298,NA
"180","SI_106_2","2015-02-27","08:06:44",1425020741783,1,83616,6,6,7,9,5,13,1,3,12,6,NA,"1,4",1,4.306,NA
"181","SI_106_2","2015-02-27","08:06:59",1425020741783,1,97349,7,7,7,15,2,13,3,7,11,5,NA,"13,3",0,2.892,NA
"182","SI_106_2","2015-02-27","08:07:13",1425020741783,1,109955,8,8,7,12,11,3,7,8,9,14,NA,"14,7",1,1.762,NA
"183","SI_106_2","2015-02-27","08:07:26",1425020741783,1,121834,9,9,7,14,1,13,16,2,4,5,NA,"11,7",1,1.037,NA
"184","SI_106_2","2015-02-27","08:07:37",1425020741783,1,133815,10,10,7,7,6,15,8,3,4,5,NA,"4,6",1,1.141,NA
"185","SI_106_3","2015-02-27","12:37:35",1425037055137,2,163903,1,1,7,9,10,5,6,11,7,8,NA,"7,6",1,2.174,NA
"186","SI_106_3","2015-02-27","12:37:48",1425037055137,2,175845,2,2,7,16,4,9,7,6,2,15,NA,"15,7",1,1.094,NA
"187","SI_106_3","2015-02-27","12:38:00",1425037055137,2,189579,3,3,7,7,2,10,5,9,3,16,NA,"5,4",0,2.875,NA
"188","SI_106_3","2015-02-27","12:38:13",1425037055137,2,202063,4,4,7,7,9,1,12,15,4,14,NA,"9,2",0,1.634,NA
"189","SI_106_3","2015-02-27","12:38:26",1425037055137,2,213864,5,5,7,10,6,12,14,5,11,1,NA,"1,7",1,0.96,NA
"190","SI_106_3","2015-02-27","12:38:38",1425037055137,2,226843,6,6,7,3,14,16,13,11,5,10,NA,"13,4",0,2.133,NA
"191","SI_106_3","2015-02-27","12:38:51",1425037055137,2,238830,7,7,7,16,10,12,5,1,13,15,NA,"15,1",1,1.144,NA
"192","SI_106_3","2015-02-27","12:39:03",1425037055137,2,251020,8,8,7,6,9,14,10,4,12,2,NA,"1,4",1,1.344,NA
"193","SI_106_3","2015-02-27","12:39:15",1425037055137,2,263167,9,9,7,7,16,6,3,5,8,4,NA,"16,2",0,1.303,NA
"194","SI_106_3","2015-02-27","12:39:27",1425037055137,2,277750,10,10,7,15,5,9,12,1,13,4,NA,"1,4",1,3.735,NA
"195","SI_106_4","2015-02-27","16:42:56",1425051776681,5,464066,1,1,7,4,12,15,13,8,3,9,NA,"8,5",0,1.755,NA
