id,date,time,t0,order_of_test,time_start_battery,order_in_test,color,text,response,reaction_time,correct,congruent,stimuli_combination
Sl_216,2015-11-11,23:19:17,1447280357756,4,436299,1,blue,blue,blue,1518,1,1,
Sl_216,2015-11-11,23:19:19,1447280357756,4,437761,2,red,red,red,1461,1,1,1
Sl_216,2015-11-11,23:19:20,1447280357756,4,438753,3,green,yellow,green,991,1,0,2
Sl_216,2015-11-11,23:19:21,1447280357756,4,439610,4,blue,blue,blue,856,1,1,3
Sl_216,2015-11-11,23:19:22,1447280357756,4,440449,5,yellow,red,yellow,838,1,0,2
Sl_216,2015-11-11,23:19:23,1447280357756,4,441379,6,blue,yellow,blue,929,1,0,4
Sl_216,2015-11-11,23:19:24,1447280357756,4,442350,7,yellow,blue,yellow,971,1,0,4
Sl_216,2015-11-11,23:19:25,1447280357756,4,443312,8,blue,green,blue,962,1,0,4
Sl_216,2015-11-11,23:19:26,1447280357756,4,444162,9,yellow,blue,yellow,849,1,0,4
Sl_216,2015-11-11,23:19:27,1447280357756,4,445062,10,red,red,red,900,1,1,3
Sl_216,2015-11-11,23:19:28,1447280357756,4,446321,11,yellow,yellow,yellow,1259,1,1,1
Sl_216,2015-11-11,23:19:29,1447280357756,4,447033,12,blue,red,blue,709,1,0,2
Sl_216,2015-11-11,23:19:30,1447280357756,4,447898,13,green,green,green,864,1,1,3
Sl_216,2015-11-11,23:19:30,1447280357756,4,448870,14,red,yellow,red,971,1,0,2
Sl_216,2015-11-11,23:19:31,1447280357756,4,449813,15,green,green,green,942,1,1,3
Sl_216,2015-11-11,23:19:32,1447280357756,4,450628,16,yellow,yellow,yellow,815,1,1,1
Sl_216,2015-11-11,23:19:33,1447280357756,4,451475,17,blue,green,blue,846,1,0,2
Sl_216,2015-11-11,23:19:34,1447280357756,4,452454,18,green,yellow,green,979,1,0,4
Sl_216,2015-11-11,23:19:35,1447280357756,4,453347,19,yellow,green,yellow,892,1,0,4
Sl_216,2015-11-11,23:19:36,1447280357756,4,454279,20,green,yellow,green,931,1,0,4
Sl_216,2015-11-11,23:19:37,1447280357756,4,455287,21,yellow,green,yellow,1008,1,0,4
Sl_216,2015-11-11,23:19:38,1447280357756,4,456885,22,blue,red,blue,1597,1,0,4
Sl_216,2015-11-11,23:19:39,1447280357756,4,458054,23,green,green,green,1168,1,1,3
Sl_216,2015-11-11,23:19:41,1447280357756,4,458908,24,blue,blue,blue,852,1,1,1
Sl_216,2015-11-11,23:19:41,1447280357756,4,459762,25,yellow,red,yellow,852,1,0,2
Sl_216,2015-11-11,23:19:42,1447280357756,4,460821,26,red,blue,red,1058,1,0,4
Sl_216,2015-11-11,23:19:43,1447280357756,4,461680,27,blue,green,blue,858,1,0,4
Sl_216,2015-11-11,23:19:44,1447280357756,4,462849,28,red,red,red,1167,1,1,3
Sl_216,2015-11-11,23:19:45,1447280357756,4,463621,29,green,green,green,771,1,1,1
Sl_216,2015-11-11,23:19:46,1447280357756,4,464434,30,yellow,red,yellow,812,1,0,2
Sl_216,2015-11-11,23:19:47,1447280357756,4,465375,31,blue,green,blue,940,1,0,4
Sl_216,2015-11-11,23:19:48,1447280357756,4,466185,32,red,red,red,809,1,1,3
Sl_216,2015-11-11,23:19:49,1447280357756,4,466979,33,green,green,green,793,1,1,1
Sl_216,2015-11-11,23:19:49,1447280357756,4,468028,34,blue,red,blue,1048,1,0,2
Sl_216,2015-11-11,23:19:51,1447280357756,4,469729,35,red,blue,red,1700,1,0,4
Sl_216,2015-11-11,23:19:52,1447280357756,4,470570,36,green,green,green,840,1,1,3
Sl_216,2015-11-11,23:19:53,1447280357756,4,471878,37,blue,red,blue,1303,1,0,2
Sl_216,2015-11-11,23:19:54,1447280357756,4,472679,38,yellow,yellow,yellow,800,1,1,3
Sl_216,2015-11-11,23:19:55,1447280357756,4,473412,39,blue,red,blue,733,1,0,2
Sl_216,2015-11-11,23:19:56,1447280357756,4,474244,40,yellow,blue,yellow,831,1,0,4
Sl_216,2015-11-11,23:19:57,1447280357756,4,475013,41,blue,yellow,blue,766,1,0,4
Sl_216,2015-11-11,23:19:57,1447280357756,4,475829,42,yellow,blue,yellow,815,1,0,4
Sl_216,2015-11-11,23:19:58,1447280357756,4,476679,43,red,yellow,red,848,1,0,4
Sl_216,2015-11-11,23:19:59,1447280357756,4,477763,44,yellow,blue,yellow,1083,1,0,4
Sl_216,2015-11-11,23:20:00,1447280357756,4,478979,45,red,red,red,1212,1,1,3
Sl_216,2015-11-11,23:20:01,1447280357756,4,480013,46,blue,yellow,blue,1033,1,0,2
Sl_216,2015-11-11,23:20:02,1447280357756,4,480811,47,yellow,red,yellow,795,1,0,4
Sl_216,2015-11-11,23:20:03,1447280357756,4,481704,48,blue,yellow,blue,892,1,0,4
Sl_216,2015-11-11,23:20:04,1447280357756,4,482761,49,green,green,green,1057,1,1,3
Sl_216,2015-11-11,23:20:05,1447280357756,4,483612,50,red,yellow,red,850,1,0,2
Sl_216,2015-11-11,23:20:06,1447280357756,4,485054,51,yellow,blue,yellow,1442,1,0,4
Sl_216,2015-11-11,23:20:08,1447280357756,4,485896,52,green,yellow,blue,842,0,0,4
