id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,color,text,response,reaction_time,correct,congruent,stimuli_combination
SI_274,2016-04-29,20:35:54,,,2,149010,1,yellow,yellow,yellow,1398,1,1,
SI_274,2016-04-29,20:35:55,,,2,149860,2,green,green,green,847,1,1,1
SI_274,2016-04-29,20:35:56,,,2,151404,3,blue,red,blue,1542,1,0,2
SI_274,2016-04-29,20:35:58,,,2,152223,4,red,yellow,red,818,1,0,4
SI_274,2016-04-29,20:35:59,,,2,153116,5,blue,blue,blue,891,1,1,3
SI_274,2016-04-29,20:35:59,,,2,154991,6,yellow,green,green,1873,0,0,2
SI_274,2016-04-29,20:36:01,,,2,156020,7,green,blue,blue,1028,0,0,4
SI_274,2016-04-29,20:36:02,,,2,156800,8,yellow,green,green,779,0,0,4
SI_274,2016-04-29,20:36:03,,,2,157851,9,red,yellow,yellow,1050,0,0,4
SI_274,2016-04-29,20:36:04,,,2,158829,10,blue,blue,blue,977,1,1,3
SI_274,2016-04-29,20:36:05,,,2,159807,11,yellow,yellow,yellow,975,1,1,1
SI_274,2016-04-29,20:36:06,,,2,160867,12,green,blue,blue,1058,0,0,2
SI_274,2016-04-29,20:36:07,,,2,161751,13,red,red,red,882,1,1,3
SI_274,2016-04-29,20:36:08,,,2,162581,14,yellow,yellow,yellow,828,1,1,1
SI_274,2016-04-29,20:36:09,,,2,163715,15,blue,green,green,1132,0,0,2
SI_274,2016-04-29,20:36:10,,,2,164984,16,yellow,blue,blue,1268,0,0,4
SI_274,2016-04-29,20:36:11,,,2,165981,17,blue,red,blue,996,1,0,4
SI_274,2016-04-29,20:36:12,,,2,169092,18,green,yellow,green,3109,1,0,4
SI_274,2016-04-29,20:36:15,,,2,170287,19,blue,green,blue,1193,1,0,4
SI_274,2016-04-29,20:36:17,,,2,171341,20,green,yellow,green,1053,1,0,4
SI_274,2016-04-29,20:36:18,,,2,171499,21,blue,blue,green,157,0,1,3
