id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,color,text,response,reaction_time,correct,congruent,stimuli_combination
Sl_305,2016-05-21,21:50:25,,,5,595216,1,red,red,red,1256,1,1,
Sl_305,2016-05-21,21:50:26,,,5,596001,2,green,blue,green,784,1,0,2
Sl_305,2016-05-21,21:50:27,,,5,597661,3,yellow,yellow,yellow,1659,1,1,3
Sl_305,2016-05-21,21:50:29,,,5,598316,4,green,green,green,655,1,1,1
Sl_305,2016-05-21,21:50:29,,,5,598899,5,yellow,blue,yellow,582,1,0,2
Sl_305,2016-05-21,21:50:30,,,5,599625,6,red,yellow,red,725,1,0,4
Sl_305,2016-05-21,21:50:31,,,5,600235,7,blue,green,blue,609,1,0,4
Sl_305,2016-05-21,21:50:31,,,5,601083,8,red,red,red,847,1,1,3
Sl_305,2016-05-21,21:50:32,,,5,601810,9,blue,yellow,blue,726,1,0,2
Sl_305,2016-05-21,21:50:33,,,5,602517,10,green,blue,green,706,1,0,4
Sl_305,2016-05-21,21:50:34,,,5,603050,11,yellow,yellow,yellow,532,1,1,3
Sl_305,2016-05-21,21:50:34,,,5,603636,12,green,green,green,585,1,1,1
Sl_305,2016-05-21,21:50:35,,,5,604434,13,yellow,red,yellow,798,1,0,2
Sl_305,2016-05-21,21:50:36,,,5,605034,14,green,green,green,600,1,1,3
Sl_305,2016-05-21,21:50:36,,,5,605594,15,blue,blue,blue,559,1,1,1
Sl_305,2016-05-21,21:50:37,,,5,606377,16,red,yellow,red,783,1,0,2
Sl_305,2016-05-21,21:50:37,,,5,606984,17,green,green,green,607,1,1,3
Sl_305,2016-05-21,21:50:38,,,5,607719,18,blue,blue,blue,734,1,1,1
Sl_305,2016-05-21,21:50:39,,,5,608315,19,yellow,red,yellow,595,1,0,2
Sl_305,2016-05-21,21:50:39,,,5,609017,20,green,green,green,700,1,1,3
Sl_305,2016-05-21,21:50:40,,,5,609684,21,red,red,red,666,1,1,1
Sl_305,2016-05-21,21:50:41,,,5,610412,22,blue,yellow,blue,728,1,0,2
Sl_305,2016-05-21,21:50:42,,,5,611043,23,yellow,green,yellow,629,1,0,4
Sl_305,2016-05-21,21:50:42,,,5,611611,24,blue,blue,blue,567,1,1,3
Sl_305,2016-05-21,21:50:43,,,5,612195,25,green,green,green,583,1,1,1
Sl_305,2016-05-21,21:50:43,,,5,612927,26,red,blue,red,731,1,0,2
Sl_305,2016-05-21,21:50:44,,,5,613543,27,yellow,green,yellow,616,1,0,4
Sl_305,2016-05-21,21:50:45,,,5,614227,28,red,yellow,blue,683,0,0,4
Sl_305,2016-05-21,21:50:45,,,5,614461,29,blue,green,blue,232,1,0,4
Sl_305,2016-05-21,21:50:46,,,5,615567,30,yellow,yellow,yellow,1106,1,1,3
Sl_305,2016-05-21,21:50:47,,,5,616150,31,green,green,green,581,1,1,1
Sl_305,2016-05-21,21:50:47,,,5,617015,32,yellow,red,yellow,864,1,0,2
Sl_305,2016-05-21,21:50:48,,,5,617600,33,green,yellow,green,584,1,0,4
Sl_305,2016-05-21,21:50:49,,,5,618244,34,blue,blue,blue,642,1,1,3
Sl_305,2016-05-21,21:50:49,,,5,618843,35,red,red,red,598,1,1,1
Sl_305,2016-05-21,21:50:50,,,5,619567,36,green,yellow,green,723,1,0,2
Sl_305,2016-05-21,21:50:51,,,5,620193,37,red,red,red,625,1,1,3
Sl_305,2016-05-21,21:50:51,,,5,620927,38,blue,green,blue,733,1,0,2
Sl_305,2016-05-21,21:50:52,,,5,621615,39,red,red,red,688,1,1,3
Sl_305,2016-05-21,21:50:53,,,5,622217,40,yellow,blue,green,601,0,0,2
Sl_305,2016-05-21,21:50:53,,,5,622927,41,green,green,green,709,1,1,3
Sl_305,2016-05-21,21:50:54,,,5,623850,42,blue,yellow,blue,922,1,0,2
Sl_305,2016-05-21,21:50:55,,,5,624527,43,red,red,red,676,1,1,3
Sl_305,2016-05-21,21:50:56,,,5,625227,44,green,green,green,700,1,1,1
Sl_305,2016-05-21,21:50:56,,,5,625860,45,yellow,red,yellow,633,1,0,2
Sl_305,2016-05-21,21:50:57,,,5,626577,46,green,yellow,green,717,1,0,4
Sl_305,2016-05-21,21:50:58,,,5,627194,47,blue,blue,blue,617,1,1,3
Sl_305,2016-05-21,21:50:58,,,5,627828,48,yellow,red,yellow,634,1,0,2
Sl_305,2016-05-21,21:50:59,,,5,628460,49,red,yellow,red,631,1,0,4
Sl_305,2016-05-21,21:51:00,,,5,629227,50,blue,green,blue,767,1,0,4
Sl_305,2016-05-21,21:51:00,,,5,629983,51,yellow,yellow,yellow,756,1,1,3
Sl_305,2016-05-21,21:51:01,,,5,630750,52,red,blue,red,766,1,0,2
Sl_305,2016-05-21,21:51:02,,,5,631608,53,yellow,red,yellow,857,1,0,4
Sl_305,2016-05-21,21:51:03,,,5,632277,54,red,blue,red,669,1,0,4
Sl_305,2016-05-21,21:51:03,,,5,632966,55,green,yellow,green,689,1,0,4
Sl_305,2016-05-21,21:51:04,,,5,633665,56,red,blue,red,699,1,0,4
Sl_305,2016-05-21,21:51:05,,,5,634460,57,yellow,red,yellow,794,1,0,4
Sl_305,2016-05-21,21:51:06,,,5,635123,58,blue,yellow,blue,662,1,0,4
Sl_305,2016-05-21,21:51:06,,,5,635843,59,green,green,green,718,1,1,3
Sl_305,2016-05-21,21:51:07,,,5,636602,60,blue,yellow,blue,758,1,0,2
Sl_305,2016-05-21,21:51:08,,,5,637366,61,yellow,blue,yellow,763,1,0,4
Sl_305,2016-05-21,21:51:08,,,5,638110,62,green,yellow,green,743,1,0,4
Sl_305,2016-05-21,21:51:09,,,5,638950,63,blue,green,yellow,840,0,0,4
Sl_305,2016-05-21,21:51:10,,,5,640993,64,red,red,red,2042,1,1,3
Sl_305,2016-05-21,21:51:12,,,5,641632,65,yellow,yellow,yellow,637,1,1,1
Sl_305,2016-05-21,21:51:13,,,5,642760,66,blue,green,blue,1127,1,0,2
Sl_305,2016-05-21,21:51:14,,,5,643562,67,green,yellow,green,802,1,0,4
Sl_305,2016-05-21,21:51:15,,,5,644377,68,red,red,red,815,1,1,3
Sl_305,2016-05-21,21:51:15,,,5,645360,69,blue,yellow,blue,983,1,0,2
Sl_305,2016-05-21,21:51:16,,,5,646145,70,green,blue,green,784,1,0,4
Sl_305,2016-05-21,21:51:17,,,5,646877,71,red,red,red,731,1,1,3
Sl_305,2016-05-21,21:51:18,,,5,647551,72,green,yellow,green,674,1,0,2
Sl_305,2016-05-21,21:51:19,,,5,648199,73,yellow,red,yellow,647,1,0,4
Sl_305,2016-05-21,21:51:19,,,5,648833,74,green,green,green,633,1,1,3
Sl_305,2016-05-21,21:51:20,,,5,649543,75,yellow,yellow,yellow,709,1,1,1
Sl_305,2016-05-21,21:51:21,,,5,650378,76,red,blue,red,834,1,0,2
Sl_305,2016-05-21,21:51:21,,,5,651077,77,green,green,green,698,1,1,3
Sl_305,2016-05-21,21:51:22,,,5,651752,78,blue,yellow,blue,675,1,0,2
Sl_305,2016-05-21,21:51:23,,,5,652449,79,green,green,green,696,1,1,3
