id,date,time,t0,order_of_test,time_start_battery,order_in_test,color,text,response,reaction_time,correct,congruent,stimuli_combination
SI_112_Morgon,2015-03-10,07:26:15,1425968775305,1,7044,1,yellow,blue,yellow,1373,1,0,
SI_112_Morgon,2015-03-10,07:26:16,1425968775305,1,7951,2,green,green,green,906,1,1,3
SI_112_Morgon,2015-03-10,07:26:17,1425968775305,1,9076,3,red,red,red,1123,1,1,1
SI_112_Morgon,2015-03-10,07:26:18,1425968775305,1,10930,4,green,blue,green,1853,1,0,2
SI_112_Morgon,2015-03-10,07:26:20,1425968775305,1,11909,5,yellow,yellow,yellow,978,1,1,3
SI_112_Morgon,2015-03-10,07:26:21,1425968775305,1,12843,6,green,green,green,933,1,1,1
SI_112_Morgon,2015-03-10,07:26:22,1425968775305,1,13944,7,yellow,blue,yellow,1100,1,0,2
SI_112_Morgon,2015-03-10,07:26:23,1425968775305,1,14859,8,green,green,green,914,1,1,3
SI_112_Morgon,2015-03-10,07:26:24,1425968775305,1,16462,9,yellow,blue,yellow,1602,1,0,2
SI_112_Morgon,2015-03-10,07:26:26,1425968775305,1,17378,10,green,green,green,915,1,1,3
SI_112_Morgon,2015-03-10,07:26:27,1425968775305,1,18393,11,yellow,red,yellow,1014,1,0,2
SI_112_Morgon,2015-03-10,07:26:28,1425968775305,1,19344,12,blue,blue,blue,950,1,1,3
SI_112_Morgon,2015-03-10,07:26:28,1425968775305,1,20168,13,red,red,red,823,1,1,1
SI_112_Morgon,2015-03-10,07:26:29,1425968775305,1,21898,14,yellow,green,yellow,1728,1,0,2
SI_112_Morgon,2015-03-10,07:26:31,1425968775305,1,25894,15,green,blue,green,3995,1,0,4
SI_112_Morgon,2015-03-10,07:26:35,1425968775305,1,26795,16,red,red,red,900,1,1,3
SI_112_Morgon,2015-03-10,07:26:36,1425968775305,1,27800,17,blue,green,blue,1004,1,0,2
SI_112_Morgon,2015-03-10,07:26:37,1425968775305,1,28694,18,yellow,yellow,yellow,892,1,1,3
SI_112_Morgon,2015-03-10,07:26:38,1425968775305,1,29676,19,green,green,green,981,1,1,1
SI_112_Morgon,2015-03-10,07:26:39,1425968775305,1,31178,20,red,blue,red,1501,1,0,2
SI_112_Morgon,2015-03-10,07:26:40,1425968775305,1,32594,21,yellow,yellow,yellow,1414,1,1,3
SI_112_Morgon,2015-03-10,07:26:42,1425968775305,1,33488,22,green,green,green,893,1,1,1
SI_112_Morgon,2015-03-10,07:26:43,1425968775305,1,35478,23,yellow,blue,yellow,1987,1,0,2
SI_112_Morgon,2015-03-10,07:26:45,1425968775305,1,36378,24,green,green,green,899,1,1,3
SI_112_Morgon,2015-03-10,07:26:46,1425968775305,1,37234,25,red,red,red,855,1,1,1
SI_112_Morgon,2015-03-10,07:26:46,1425968775305,1,38112,26,blue,yellow,blue,876,1,0,2
SI_112_Morgon,2015-03-10,07:26:47,1425968775305,1,38965,27,green,green,green,852,1,1,3
SI_112_Morgon,2015-03-10,07:26:48,1425968775305,1,40162,28,blue,yellow,blue,1196,1,0,2
SI_112_Morgon,2015-03-10,07:26:49,1425968775305,1,41162,29,yellow,blue,yellow,1000,1,0,4
SI_112_Morgon,2015-03-10,07:26:50,1425968775305,1,42098,30,red,red,red,936,1,1,3
SI_112_Morgon,2015-03-10,07:26:51,1425968775305,1,43246,31,blue,blue,blue,1147,1,1,1
SI_112_Morgon,2015-03-10,07:26:52,1425968775305,1,44996,32,yellow,green,yellow,1749,1,0,2
SI_112_Morgon,2015-03-10,07:26:54,1425968775305,1,47733,33,blue,red,blue,2736,1,0,4
SI_112_Morgon,2015-03-10,07:26:57,1425968775305,1,50454,34,yellow,blue,yellow,2720,1,0,4
SI_112_Morgon,2015-03-10,07:27:00,1425968775305,1,51346,35,green,green,green,891,1,1,3
SI_112_Morgon,2015-03-10,07:27:00,1425968775305,1,54113,36,blue,blue,blue,2766,1,1,1
SI_112_Morgon,2015-03-10,07:27:03,1425968775305,1,55846,37,green,yellow,green,1732,1,0,2
SI_112_Morgon,2015-03-10,07:27:05,1425968775305,1,57780,38,blue,green,blue,1933,1,0,4
SI_112_Morgon,2015-03-10,07:27:07,1425968775305,1,58750,39,green,blue,green,970,1,0,4
SI_112_Morgon,2015-03-10,07:27:08,1425968775305,1,59797,40,blue,red,blue,1046,1,0,4
SI_112_Morgon,2015-03-10,07:27:09,1425968775305,1,61197,41,yellow,blue,yellow,1400,1,0,4
SI_112_Morgon,2015-03-10,07:27:10,1425968775305,1,62213,42,green,green,green,1016,1,1,3
SI_112_Morgon,2015-03-10,07:27:11,1425968775305,1,64914,43,yellow,yellow,yellow,2700,1,1,1
SI_112_Morgon,2015-03-10,07:27:14,1425968775305,1,66214,44,green,blue,green,1300,1,0,2
SI_112_Morgon,2015-03-10,07:27:15,1425968775305,1,67398,45,red,red,red,1184,1,1,3
SI_112_Morgon,2015-03-10,07:27:17,1425968775305,1,70364,46,green,green,green,2965,1,1,1
SI_112_Morgon,2015-03-10,07:27:20,1425968775305,1,73584,47,yellow,red,yellow,3220,1,0,2
SI_112_Morgon,2015-03-10,07:27:23,1425968775305,1,74435,48,blue,blue,blue,850,1,1,3
SI_112_Morgon,2015-03-10,07:27:24,1425968775305,1,75300,49,red,red,red,864,1,1,1
SI_112_Morgon,2015-03-10,07:27:24,1425968775305,1,76949,50,blue,yellow,blue,1648,1,0,2
SI_112_Morgon,2015-03-10,07:27:26,1425968775305,1,78292,51,red,red,red,1342,1,1,3
SI_112_Morgon,2015-03-10,07:27:27,1425968775305,1,79735,52,yellow,yellow,yellow,1442,1,1,1
SI_112_Morgon,2015-03-10,07:27:29,1425968775305,1,80865,53,green,blue,green,1127,1,0,2
SI_112_Morgon,2015-03-10,07:27:30,1425968775305,1,82618,54,yellow,yellow,yellow,1752,1,1,3
SI_112_Morgon,2015-03-10,07:27:32,1425968775305,1,85687,55,blue,red,blue,3068,1,0,2
SI_112_Morgon,2015-03-10,07:27:35,1425968775305,1,86751,56,yellow,yellow,yellow,1064,1,1,3
SI_112_Morgon,2015-03-10,07:27:36,1425968775305,1,87849,57,blue,blue,blue,1097,1,1,1
SI_112_Morgon,2015-03-10,07:27:37,1425968775305,1,89617,58,yellow,red,green,1767,0,0,2
SI_112_Morgon,2015-03-10,07:27:39,1425968775305,1,92952,59,blue,green,blue,3334,1,0,4
SI_112_Morgon,2015-03-10,07:27:42,1425968775305,1,95500,60,green,yellow,green,2545,1,0,4
SI_112_Morgon,2015-03-10,07:27:45,1425968775305,1,96583,61,red,blue,red,1082,1,0,4
SI_112_Morgon,2015-03-10,07:27:46,1425968775305,1,99500,62,yellow,green,yellow,2916,1,0,4
SI_112_Morgon,2015-03-10,07:27:49,1425968775305,1,103435,63,red,red,red,3934,1,1,3
SI_112_Morgon,2015-03-10,07:27:53,1425968775305,1,105084,64,green,yellow,green,1648,1,0,2
SI_112_Morgon,2015-03-10,07:27:54,1425968775305,1,107184,65,red,red,red,2099,1,1,3
SI_112_Morgon,2015-03-10,07:27:56,1425968775305,1,108734,66,yellow,green,yellow,1549,1,0,2
SI_112_Morgon,2015-03-10,07:27:58,1425968775305,1,109851,67,red,red,red,1116,1,1,3
SI_112_Morgon,2015-03-10,07:27:59,1425968775305,1,110856,68,blue,green,green,1005,0,0,2
SI_112_Morgon,2015-03-10,07:28:00,1425968775305,1,113839,69,yellow,yellow,yellow,2982,1,1,3
SI_112_Morgon,2015-03-10,07:28:03,1425968775305,1,114972,70,green,green,green,1133,1,1,1
SI_112_Morgon,2015-03-10,07:28:04,1425968775305,1,116402,71,blue,red,blue,1429,1,0,2
SI_112_Morgon,2015-03-10,07:28:06,1425968775305,1,117435,72,yellow,yellow,yellow,1033,1,1,3
SI_112_Morgon,2015-03-10,07:28:07,1425968775305,1,118539,73,blue,blue,blue,1103,1,1,1
SI_112_Morgon,2015-03-10,07:28:08,1425968775305,1,119868,74,red,yellow,red,1328,1,0,2
SI_112_Morgon,2015-03-10,07:28:09,1425968775305,1,121152,75,green,blue,green,1283,1,0,4
SI_112_Morgon,2015-03-10,07:28:10,1425968775305,1,122336,76,blue,red,blue,1184,1,0,4
SI_112_Morgon,2015-03-10,07:28:11,1425968775305,1,123423,77,green,green,green,1085,1,1,3
SI_112_Morgon,2015-03-10,07:28:13,1425968775305,1,125036,78,yellow,blue,yellow,1613,1,0,2
SI_112_Morgon,2015-03-10,07:28:14,1425968775305,1,125674,79,blue,green,,637,0,0,4
