id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,color,text,response,reaction_time,correct,congruent,stimuli_combination
SI_263,2016-03-29,20:45:16,,,4,471721,1,red,yellow,red,6171,1,0,
SI_263,2016-03-29,20:45:22,,,4,473955,2,green,green,green,2233,1,1,3
SI_263,2016-03-29,20:45:24,,,4,475552,3,blue,blue,blue,1594,1,1,1
SI_263,2016-03-29,20:45:26,,,4,478135,4,red,yellow,red,2583,1,0,2
SI_263,2016-03-29,20:45:29,,,4,480169,5,yellow,blue,yellow,2033,1,0,4
SI_263,2016-03-29,20:45:31,,,4,481452,6,green,green,green,1283,1,1,3
SI_263,2016-03-29,20:45:32,,,4,482892,7,red,red,red,1439,1,1,1
SI_263,2016-03-29,20:45:33,,,4,484575,8,blue,green,blue,1682,1,0,2
SI_263,2016-03-29,20:45:35,,,4,485636,9,red,red,red,1060,1,1,3
SI_263,2016-03-29,20:45:36,,,4,487386,10,blue,yellow,blue,1750,1,0,2
SI_263,2016-03-29,20:45:38,,,4,489070,11,yellow,blue,yellow,1683,1,0,4
SI_263,2016-03-29,20:45:40,,,4,490570,12,green,green,green,1499,1,1,3
SI_263,2016-03-29,20:45:41,,,4,492553,13,red,blue,red,1983,1,0,2
SI_263,2016-03-29,20:45:43,,,4,494653,14,green,green,green,2100,1,1,3
SI_263,2016-03-29,20:45:45,,,4,496353,15,yellow,yellow,yellow,1698,1,1,1
SI_263,2016-03-29,20:45:47,,,4,497904,16,blue,red,blue,1550,1,0,2
SI_263,2016-03-29,20:45:48,,,4,500576,17,green,green,green,2671,1,1,3
SI_263,2016-03-29,20:45:51,,,4,502005,18,red,yellow,red,1428,1,0,2
SI_263,2016-03-29,20:45:52,,,4,503804,19,green,blue,green,1798,1,0,4
SI_263,2016-03-29,20:45:54,,,4,505614,20,yellow,green,yellow,1809,1,0,4
SI_263,2016-03-29,20:45:56,,,4,507272,21,red,blue,red,1657,1,0,4
SI_263,2016-03-29,20:45:58,,,4,509122,22,blue,yellow,blue,1850,1,0,4
SI_263,2016-03-29,20:46:00,,,4,510388,23,red,red,red,1265,1,1,3
SI_263,2016-03-29,20:46:01,,,4,511405,24,yellow,yellow,yellow,1016,1,1,1
SI_263,2016-03-29,20:46:02,,,4,512758,25,green,blue,green,1352,1,0,2
SI_263,2016-03-29,20:46:03,,,4,513789,26,red,red,red,1029,1,1,3
SI_263,2016-03-29,20:46:04,,,4,515221,27,blue,yellow,blue,1432,1,0,2
SI_263,2016-03-29,20:46:06,,,4,516558,28,green,green,green,1335,1,1,3
SI_263,2016-03-29,20:46:07,,,4,517906,29,red,blue,red,1347,1,0,2
SI_263,2016-03-29,20:46:08,,,4,518973,30,yellow,yellow,yellow,1066,1,1,3
SI_263,2016-03-29,20:46:09,,,4,520117,31,red,red,red,1143,1,1,1
SI_263,2016-03-29,20:46:11,,,4,521457,32,yellow,blue,yellow,1338,1,0,2
SI_263,2016-03-29,20:46:12,,,4,522488,33,green,green,green,1030,1,1,3
SI_263,2016-03-29,20:46:13,,,4,523706,34,blue,blue,blue,1218,1,1,1
SI_263,2016-03-29,20:46:14,,,4,525142,35,yellow,green,yellow,1435,1,0,2
SI_263,2016-03-29,20:46:16,,,4,526222,36,red,red,red,1079,1,1,3
SI_263,2016-03-29,20:46:17,,,4,528689,37,yellow,yellow,yellow,2467,1,1,1
SI_263,2016-03-29,20:46:19,,,4,530727,38,red,blue,red,2038,1,0,2
SI_263,2016-03-29,20:46:21,,,4,531660,39,yellow,yellow,yellow,932,1,1,3
SI_263,2016-03-29,20:46:22,,,4,533212,40,red,red,red,1551,1,1,1
SI_263,2016-03-29,20:46:24,,,4,534406,41,green,yellow,green,1193,1,0,2
SI_263,2016-03-29,20:46:25,,,4,535406,42,red,red,red,1000,1,1,3
SI_263,2016-03-29,20:46:26,,,4,536506,43,green,green,green,1099,1,1,1
SI_263,2016-03-29,20:46:27,,,4,537834,44,blue,yellow,blue,1327,1,0,2
SI_263,2016-03-29,20:46:28,,,4,539182,45,yellow,green,yellow,1347,1,0,4
SI_263,2016-03-29,20:46:30,,,4,543542,46,green,blue,green,4359,1,0,4
SI_263,2016-03-29,20:46:34,,,4,545457,47,yellow,green,yellow,1914,1,0,4
SI_263,2016-03-29,20:46:36,,,4,546844,48,green,blue,green,1386,1,0,4
SI_263,2016-03-29,20:46:37,,,4,548624,49,yellow,red,yellow,1779,1,0,4
SI_263,2016-03-29,20:46:39,,,4,549740,50,blue,blue,blue,1116,1,1,3
SI_263,2016-03-29,20:46:40,,,4,551127,51,yellow,red,yellow,1387,1,0,2
