id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,color,text,response,reaction_time,correct,congruent,stimuli_combination
Sl_291,2016-05-25,04:17:13,,,4,960657,1,green,green,green,1304,1,1,
Sl_291,2016-05-25,04:17:14,,,4,961477,2,blue,blue,blue,814,1,1,1
Sl_291,2016-05-25,04:17:15,,,4,962342,3,yellow,green,yellow,863,1,0,2
Sl_291,2016-05-25,04:17:16,,,4,963121,4,blue,blue,blue,777,1,1,3
Sl_291,2016-05-25,04:17:17,,,4,963843,5,green,green,green,719,1,1,1
Sl_291,2016-05-25,04:17:17,,,4,965004,6,red,yellow,red,1156,1,0,2
Sl_291,2016-05-25,04:17:19,,,4,965939,7,green,green,green,932,1,1,3
Sl_291,2016-05-25,04:17:19,,,4,966693,8,blue,blue,blue,753,1,1,1
Sl_291,2016-05-25,04:17:20,,,4,967589,9,yellow,green,yellow,888,1,0,2
Sl_291,2016-05-25,04:17:21,,,4,968642,10,red,red,red,1051,1,1,3
Sl_291,2016-05-25,04:17:22,,,4,969919,11,blue,yellow,blue,1273,1,0,2
Sl_291,2016-05-25,04:17:23,,,4,970904,12,red,red,red,983,1,1,3
Sl_291,2016-05-25,04:17:24,,,4,971846,13,yellow,yellow,yellow,939,1,1,1
Sl_291,2016-05-25,04:17:25,,,4,973062,14,blue,red,green,1214,0,0,2
Sl_291,2016-05-25,04:17:27,,,4,974296,15,green,blue,green,1232,1,0,4
Sl_291,2016-05-25,04:17:28,,,4,975659,16,red,red,red,1361,1,1,3
Sl_291,2016-05-25,04:17:29,,,4,976539,17,blue,blue,blue,876,1,1,1
Sl_291,2016-05-25,04:17:30,,,4,977485,18,yellow,green,yellow,944,1,0,2
Sl_291,2016-05-25,04:17:31,,,4,978498,19,red,red,red,1009,1,1,3
Sl_291,2016-05-25,04:17:32,,,4,979508,20,green,green,green,1004,1,1,1
Sl_291,2016-05-25,04:17:33,,,4,980541,21,blue,red,blue,1029,1,0,2
Sl_291,2016-05-25,04:17:34,,,4,981559,22,green,yellow,green,1008,1,0,4
Sl_291,2016-05-25,04:17:35,,,4,982645,23,red,red,red,1083,1,1,3
Sl_291,2016-05-25,04:17:36,,,4,983681,24,yellow,yellow,yellow,1033,1,1,1
Sl_291,2016-05-25,04:17:37,,,4,984690,25,blue,red,blue,1006,1,0,2
Sl_291,2016-05-25,04:17:38,,,4,985710,26,yellow,yellow,yellow,1019,1,1,3
Sl_291,2016-05-25,04:17:39,,,4,986876,27,blue,red,blue,1164,1,0,2
Sl_291,2016-05-25,04:17:40,,,4,987759,28,green,green,green,880,1,1,3
Sl_291,2016-05-25,04:17:41,,,4,988684,29,red,red,red,923,1,1,1
Sl_291,2016-05-25,04:17:42,,,4,990994,30,yellow,green,red,2308,0,0,2
Sl_291,2016-05-25,04:17:45,,,4,992588,31,red,blue,red,1592,1,0,4
Sl_291,2016-05-25,04:17:46,,,4,995337,32,yellow,red,yellow,2748,1,0,4
Sl_291,2016-05-25,04:17:49,,,4,996643,33,green,green,green,1305,1,1,3
Sl_291,2016-05-25,04:17:50,,,4,997437,34,blue,blue,blue,792,1,1,1
Sl_291,2016-05-25,04:17:51,,,4,998373,35,yellow,green,yellow,931,1,0,2
Sl_291,2016-05-25,04:17:52,,,4,1000039,36,green,yellow,green,1663,1,0,4
Sl_291,2016-05-25,04:17:54,,,4,1000918,37,blue,red,blue,876,1,0,4
Sl_291,2016-05-25,04:17:54,,,4,1001990,38,green,green,green,1070,1,1,3
Sl_291,2016-05-25,04:17:56,,,4,1002899,39,blue,blue,blue,906,1,1,1
Sl_291,2016-05-25,04:17:56,,,4,1003912,40,green,yellow,green,1012,1,0,2
Sl_291,2016-05-25,04:17:57,,,4,1004867,41,blue,green,blue,953,1,0,4
