id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,color,text,response,reaction_time,correct,congruent,stimuli_combination
Sl_291,2016-05-24,20:40:48,,,4,488880,1,yellow,yellow,yellow,1370,1,1,
Sl_291,2016-05-24,20:40:49,,,4,489859,2,blue,red,blue,973,1,0,2
Sl_291,2016-05-24,20:40:50,,,4,490799,3,green,green,green,936,1,1,3
Sl_291,2016-05-24,20:40:51,,,4,491651,4,blue,blue,blue,850,1,1,1
Sl_291,2016-05-24,20:40:52,,,4,492456,5,yellow,green,yellow,803,1,0,2
Sl_291,2016-05-24,20:40:53,,,4,493180,6,blue,blue,blue,721,1,1,3
Sl_291,2016-05-24,20:40:53,,,4,494042,7,red,red,red,857,1,1,1
Sl_291,2016-05-24,20:40:54,,,4,494910,8,blue,yellow,blue,865,1,0,2
Sl_291,2016-05-24,20:40:55,,,4,496069,9,red,red,red,1157,1,1,3
Sl_291,2016-05-24,20:40:56,,,4,497275,10,green,yellow,green,1204,1,0,2
Sl_291,2016-05-24,20:40:58,,,4,498094,11,yellow,green,yellow,818,1,0,4
Sl_291,2016-05-24,20:40:58,,,4,498946,12,blue,blue,blue,851,1,1,3
Sl_291,2016-05-24,20:40:59,,,4,499730,13,green,green,green,781,1,1,1
Sl_291,2016-05-24,20:41:00,,,4,501311,14,red,blue,red,1576,1,0,2
Sl_291,2016-05-24,20:41:02,,,4,502220,15,yellow,red,yellow,906,1,0,4
Sl_291,2016-05-24,20:41:03,,,4,503012,16,blue,yellow,blue,789,1,0,4
Sl_291,2016-05-24,20:41:03,,,4,503938,17,green,green,green,922,1,1,3
Sl_291,2016-05-24,20:41:04,,,4,504922,18,blue,blue,blue,981,1,1,1
Sl_291,2016-05-24,20:41:05,,,4,505671,19,yellow,green,yellow,747,1,0,2
Sl_291,2016-05-24,20:41:06,,,4,506669,20,green,yellow,green,995,1,0,4
Sl_291,2016-05-24,20:41:07,,,4,507506,21,blue,red,blue,834,1,0,4
Sl_291,2016-05-24,20:41:08,,,4,508418,22,green,green,green,908,1,1,3
Sl_291,2016-05-24,20:41:09,,,4,509591,23,blue,red,blue,1171,1,0,2
Sl_291,2016-05-24,20:41:10,,,4,511314,24,red,yellow,red,1721,1,0,4
Sl_291,2016-05-24,20:41:12,,,4,512732,25,blue,blue,blue,1416,1,1,3
Sl_291,2016-05-24,20:41:13,,,4,513881,26,green,yellow,yellow,1147,0,0,2
Sl_291,2016-05-24,20:41:14,,,4,515273,27,yellow,green,yellow,1389,1,0,4
Sl_291,2016-05-24,20:41:16,,,4,516432,28,red,red,red,1157,1,1,3
Sl_291,2016-05-24,20:41:17,,,4,517665,29,yellow,green,yellow,1230,1,0,2
Sl_291,2016-05-24,20:41:18,,,4,518619,30,red,red,red,952,1,1,3
Sl_291,2016-05-24,20:41:19,,,4,519709,31,blue,blue,blue,1086,1,1,1
Sl_291,2016-05-24,20:41:20,,,4,520967,32,yellow,green,yellow,1256,1,0,2
Sl_291,2016-05-24,20:41:21,,,4,521893,33,red,red,red,923,1,1,3
Sl_291,2016-05-24,20:41:22,,,4,522761,34,blue,blue,blue,866,1,1,1
Sl_291,2016-05-24,20:41:23,,,4,523832,35,yellow,red,yellow,1068,1,0,2
Sl_291,2016-05-24,20:41:24,,,4,525079,36,green,blue,green,1244,1,0,4
Sl_291,2016-05-24,20:41:25,,,4,526088,37,blue,yellow,blue,1007,1,0,4
Sl_291,2016-05-24,20:41:26,,,4,527151,38,green,blue,green,1060,1,0,4
Sl_291,2016-05-24,20:41:27,,,4,528091,39,red,yellow,red,938,1,0,4
Sl_291,2016-05-24,20:41:28,,,4,529000,40,yellow,green,yellow,907,1,0,4
Sl_291,2016-05-24,20:41:29,,,4,530423,41,green,blue,green,1420,1,0,4
Sl_291,2016-05-24,20:41:31,,,4,531511,42,yellow,yellow,yellow,1086,1,1,3
Sl_291,2016-05-24,20:41:32,,,4,532521,43,green,green,green,1008,1,1,1
Sl_291,2016-05-24,20:41:33,,,4,533484,44,blue,red,blue,960,1,0,2
Sl_291,2016-05-24,20:41:34,,,4,534738,45,red,blue,red,1246,1,0,4
Sl_291,2016-05-24,20:41:35,,,4,535712,46,green,yellow,green,973,1,0,4
Sl_291,2016-05-24,20:41:36,,,4,536649,47,blue,blue,blue,935,1,1,3
Sl_291,2016-05-24,20:41:37,,,4,538402,48,red,red,red,1751,1,1,1
Sl_291,2016-05-24,20:41:39,,,4,540282,49,blue,green,blue,1873,1,0,2
Sl_291,2016-05-24,20:41:41,,,4,541177,50,red,red,red,889,1,1,3
Sl_291,2016-05-24,20:41:41,,,4,542066,51,green,green,green,885,1,1,1
Sl_291,2016-05-24,20:41:42,,,4,543226,52,red,blue,red,1158,1,0,2
Sl_291,2016-05-24,20:41:44,,,4,543958,53,blue,red,blue,729,1,0,4
Sl_291,2016-05-24,20:41:44,,,4,544913,54,green,blue,green,952,1,0,4
Sl_291,2016-05-24,20:41:45,,,4,545880,55,blue,red,blue,964,1,0,4
Sl_291,2016-05-24,20:41:46,,,4,546661,56,red,blue,red,778,1,0,4
Sl_291,2016-05-24,20:41:47,,,4,547701,57,yellow,yellow,yellow,1039,1,1,3
Sl_291,2016-05-24,20:41:48,,,4,548509,58,green,green,green,806,1,1,1
Sl_291,2016-05-24,20:41:49,,,4,549522,59,red,yellow,red,1010,1,0,2
Sl_291,2016-05-24,20:41:50,,,4,550961,60,green,blue,green,1436,1,0,4
Sl_291,2016-05-24,20:41:51,,,4,551801,61,yellow,green,yellow,838,1,0,4
Sl_291,2016-05-24,20:41:52,,,4,552811,62,blue,yellow,blue,1006,1,0,4
Sl_291,2016-05-24,20:41:53,,,4,553949,63,yellow,red,yellow,1136,1,0,4
Sl_291,2016-05-24,20:41:54,,,4,554865,64,green,yellow,green,910,1,0,4
Sl_291,2016-05-24,20:41:55,,,4,556127,65,yellow,blue,yellow,1260,1,0,4
Sl_291,2016-05-24,20:41:56,,,4,557067,66,green,yellow,green,938,1,0,4
Sl_291,2016-05-24,20:41:57,,,4,557962,67,blue,blue,blue,890,1,1,3
Sl_291,2016-05-24,20:41:58,,,4,559211,68,green,yellow,green,1246,1,0,2
Sl_291,2016-05-24,20:41:59,,,4,560076,69,blue,red,blue,862,1,0,4
Sl_291,2016-05-24,20:42:00,,,4,561118,70,yellow,green,yellow,1039,1,0,4
Sl_291,2016-05-24,20:42:01,,,4,562029,71,red,red,red,909,1,1,3
Sl_291,2016-05-24,20:42:02,,,4,563233,72,yellow,yellow,yellow,1201,1,1,1
Sl_291,2016-05-24,20:42:04,,,4,564464,73,blue,green,blue,1228,1,0,2
Sl_291,2016-05-24,20:42:05,,,4,565348,74,green,blue,green,877,1,0,4
Sl_291,2016-05-24,20:42:06,,,4,566857,75,yellow,green,yellow,1506,1,0,4
Sl_291,2016-05-24,20:42:07,,,4,568120,76,red,yellow,red,1260,1,0,4
Sl_291,2016-05-24,20:42:08,,,4,569954,77,yellow,blue,yellow,1832,1,0,4
Sl_291,2016-05-24,20:42:10,,,4,571119,78,blue,red,blue,1163,1,0,4
Sl_291,2016-05-24,20:42:11,,,4,572074,79,green,green,green,950,1,1,3
Sl_291,2016-05-24,20:42:12,,,4,573170,80,red,red,red,1094,1,1,1
Sl_291,2016-05-24,20:42:13,,,4,574666,81,blue,yellow,blue,1495,1,0,2
Sl_291,2016-05-24,20:42:15,,,4,575694,82,green,blue,green,1026,1,0,4
Sl_291,2016-05-24,20:42:16,,,4,577970,83,blue,red,blue,2274,1,0,4
Sl_291,2016-05-24,20:42:18,,,4,579688,84,green,blue,green,1717,1,0,4
Sl_291,2016-05-24,20:42:20,,,4,580754,85,blue,red,blue,1063,1,0,4
Sl_291,2016-05-24,20:42:21,,,4,582064,86,green,yellow,green,1308,1,0,4
Sl_291,2016-05-24,20:42:22,,,4,582945,87,blue,green,blue,878,1,0,4
Sl_291,2016-05-24,20:42:23,,,4,583873,88,red,red,red,926,1,1,3
Sl_291,2016-05-24,20:42:24,,,4,584870,89,yellow,yellow,yellow,988,1,1,1
Sl_291,2016-05-24,20:42:25,,,4,586966,90,red,blue,red,2094,1,0,2
Sl_291,2016-05-24,20:42:27,,,4,587953,91,green,green,green,982,1,1,3
Sl_291,2016-05-24,20:42:28,,,4,588876,92,yellow,red,yellow,921,1,0,2
Sl_291,2016-05-24,20:42:29,,,4,589993,93,blue,blue,blue,1115,1,1,3
Sl_291,2016-05-24,20:42:30,,,4,590873,94,red,red,red,877,1,1,1
Sl_291,2016-05-24,20:42:31,,,4,592165,95,green,yellow,green,1289,1,0,2
Sl_291,2016-05-24,20:42:32,,,4,593004,96,blue,blue,blue,837,1,1,3
Sl_291,2016-05-24,20:42:33,,,4,593994,97,red,red,red,989,1,1,1
Sl_291,2016-05-24,20:42:34,,,4,594937,98,green,blue,green,938,1,0,2
Sl_291,2016-05-24,20:42:35,,,4,595710,99,blue,red,blue,772,1,0,4
