id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,color,text,response,reaction_time,correct,congruent,stimuli_combination
SI_433,2016-03-03,15:52:02,,,1,7620,1,green,yellow,green,1891,1,0,
SI_433,2016-03-03,15:52:04,,,1,8762,2,red,blue,red,1139,1,0,4
SI_433,2016-03-03,15:52:05,,,1,10479,3,green,green,green,1716,1,1,3
SI_433,2016-03-03,15:52:07,,,1,11672,4,yellow,blue,yellow,1192,1,0,2
SI_433,2016-03-03,15:52:08,,,1,12686,5,blue,green,blue,1011,1,0,4
SI_433,2016-03-03,15:52:09,,,1,13478,6,red,red,red,791,1,1,3
SI_433,2016-03-03,15:52:10,,,1,14394,7,green,green,green,915,1,1,1
SI_433,2016-03-03,15:52:11,,,1,15428,8,yellow,blue,yellow,1034,1,0,2
SI_433,2016-03-03,15:52:12,,,1,16426,9,green,green,green,998,1,1,3
SI_433,2016-03-03,15:52:13,,,1,17162,10,red,red,red,735,1,1,1
SI_433,2016-03-03,15:52:13,,,1,18177,11,green,blue,green,1013,1,0,2
SI_433,2016-03-03,15:52:14,,,1,19019,12,yellow,green,yellow,836,1,0,4
SI_433,2016-03-03,15:52:15,,,1,20041,13,blue,red,blue,1018,1,0,4
SI_433,2016-03-03,15:52:16,,,1,20904,14,yellow,blue,yellow,861,1,0,4
SI_433,2016-03-03,15:52:17,,,1,22443,15,blue,green,blue,1536,1,0,4
SI_433,2016-03-03,15:52:19,,,1,23412,16,yellow,red,yellow,968,1,0,4
SI_433,2016-03-03,15:52:20,,,1,24383,17,blue,blue,blue,969,1,1,3
SI_433,2016-03-03,15:52:21,,,1,25195,18,yellow,yellow,yellow,810,1,1,1
SI_433,2016-03-03,15:52:21,,,1,26044,19,blue,red,blue,846,1,0,2
SI_433,2016-03-03,15:52:22,,,1,27271,20,green,blue,green,1227,1,0,4
SI_433,2016-03-03,15:52:24,,,1,28160,21,yellow,green,yellow,887,1,0,4
SI_433,2016-03-03,15:52:24,,,1,28878,22,red,blue,red,715,1,0,4
SI_433,2016-03-03,15:52:25,,,1,29810,23,green,green,green,931,1,1,3
SI_433,2016-03-03,15:52:26,,,1,30694,24,blue,blue,blue,883,1,1,1
SI_433,2016-03-03,15:52:27,,,1,31877,25,green,yellow,green,1182,1,0,2
SI_433,2016-03-03,15:52:28,,,1,32727,26,red,blue,red,847,1,0,4
SI_433,2016-03-03,15:52:29,,,1,33824,27,blue,red,blue,1095,1,0,4
SI_433,2016-03-03,15:52:30,,,1,34677,28,green,green,green,851,1,1,3
SI_433,2016-03-03,15:52:31,,,1,35460,29,red,red,red,782,1,1,1
SI_433,2016-03-03,15:52:32,,,1,36909,30,yellow,green,yellow,1448,1,0,2
SI_433,2016-03-03,15:52:33,,,1,37690,31,red,red,red,778,1,1,3
SI_433,2016-03-03,15:52:34,,,1,38461,32,yellow,yellow,yellow,770,1,1,1
SI_433,2016-03-03,15:52:35,,,1,39643,33,green,blue,green,1182,1,0,2
SI_433,2016-03-03,15:52:36,,,1,41144,34,yellow,yellow,yellow,1500,1,1,3
SI_433,2016-03-03,15:52:37,,,1,41890,35,red,blue,red,746,1,0,2
SI_433,2016-03-03,15:52:38,,,1,43110,36,yellow,green,yellow,1220,1,0,4
SI_433,2016-03-03,15:52:39,,,1,43943,37,red,red,red,832,1,1,3
SI_433,2016-03-03,15:52:40,,,1,44929,38,yellow,yellow,yellow,985,1,1,1
SI_433,2016-03-03,15:52:41,,,1,46811,39,red,blue,red,1881,1,0,2
SI_433,2016-03-03,15:52:43,,,1,48069,40,yellow,red,yellow,1257,1,0,4
SI_433,2016-03-03,15:52:44,,,1,48912,41,green,green,green,842,1,1,3
SI_433,2016-03-03,15:52:45,,,1,49833,42,red,red,red,920,1,1,1
SI_433,2016-03-03,15:52:46,,,1,50856,43,blue,green,blue,1022,1,0,2
SI_433,2016-03-03,15:52:47,,,1,51826,44,green,yellow,yellow,968,0,0,4
SI_433,2016-03-03,15:52:48,,,1,53693,45,red,red,red,1866,1,1,3
SI_433,2016-03-03,15:52:50,,,1,55612,46,green,green,green,1918,1,1,1
SI_433,2016-03-03,15:52:52,,,1,57093,47,yellow,red,yellow,1480,1,0,2
SI_433,2016-03-03,15:52:53,,,1,58777,48,green,green,green,1683,1,1,3
SI_433,2016-03-03,15:52:55,,,1,60026,49,yellow,yellow,yellow,1248,1,1,1
SI_433,2016-03-03,15:52:56,,,1,61287,50,blue,red,blue,1260,1,0,2
SI_433,2016-03-03,15:52:58,,,1,63194,51,red,blue,red,1904,1,0,4
SI_433,2016-03-03,15:52:59,,,1,65060,52,green,yellow,green,1866,1,0,4
SI_433,2016-03-03,15:53:01,,,1,66694,53,blue,green,blue,1634,1,0,4
SI_433,2016-03-03,15:53:03,,,1,67626,54,red,red,red,932,1,1,3
SI_433,2016-03-03,15:53:04,,,1,68519,55,yellow,blue,yellow,891,1,0,2
SI_433,2016-03-03,15:53:05,,,1,69577,56,green,green,green,1056,1,1,3
SI_433,2016-03-03,15:53:06,,,1,71506,57,blue,blue,blue,1928,1,1,1
SI_433,2016-03-03,15:53:08,,,1,72443,58,yellow,red,yellow,936,1,0,2
SI_433,2016-03-03,15:53:09,,,1,73577,59,green,green,green,1133,1,1,3
SI_433,2016-03-03,15:53:10,,,1,74453,60,red,red,red,875,1,1,1
SI_433,2016-03-03,15:53:11,,,1,75564,61,green,yellow,yellow,1110,0,0,2
SI_433,2016-03-03,15:53:12,,,1,77493,62,red,red,red,1927,1,1,3
SI_433,2016-03-03,15:53:14,,,1,79178,63,green,green,green,1684,1,1,1
SI_433,2016-03-03,15:53:15,,,1,81074,64,blue,red,blue,1894,1,0,2
SI_433,2016-03-03,15:53:17,,,1,81949,65,red,yellow,red,874,1,0,4
SI_433,2016-03-03,15:53:18,,,1,82843,66,blue,blue,blue,893,1,1,3
SI_433,2016-03-03,15:53:19,,,1,83693,67,red,red,red,850,1,1,1
SI_433,2016-03-03,15:53:20,,,1,84646,68,yellow,green,yellow,952,1,0,2
SI_433,2016-03-03,15:53:21,,,1,85843,69,red,blue,red,1196,1,0,4
SI_433,2016-03-03,15:53:22,,,1,87444,70,blue,yellow,blue,1601,1,0,4
SI_433,2016-03-03,15:53:24,,,1,88660,71,yellow,blue,yellow,1216,1,0,4
SI_433,2016-03-03,15:53:25,,,1,89728,72,green,green,green,1068,1,1,3
SI_433,2016-03-03,15:53:26,,,1,90812,73,yellow,blue,yellow,1084,1,0,2
SI_433,2016-03-03,15:53:27,,,1,91947,74,blue,red,blue,1134,1,0,4
SI_433,2016-03-03,15:53:28,,,1,93057,75,yellow,yellow,yellow,1109,1,1,3
SI_433,2016-03-03,15:53:29,,,1,94210,76,green,blue,green,1152,1,0,2
SI_433,2016-03-03,15:53:30,,,1,95664,77,red,yellow,red,1453,1,0,4
SI_433,2016-03-03,15:53:32,,,1,96860,78,blue,blue,blue,1195,1,1,3
SI_433,2016-03-03,15:53:33,,,1,97889,79,green,green,green,1028,1,1,1
SI_433,2016-03-03,15:53:34,,,1,99184,80,blue,yellow,blue,1293,1,0,2
SI_433,2016-03-03,15:53:35,,,1,100056,81,red,red,red,871,1,1,3
SI_433,2016-03-03,15:53:36,,,1,100926,82,green,green,green,869,1,1,1
SI_433,2016-03-03,15:53:37,,,1,102377,83,yellow,blue,yellow,1450,1,0,2
SI_433,2016-03-03,15:53:39,,,1,103496,84,blue,yellow,blue,1116,1,0,4
SI_433,2016-03-03,15:53:40,,,1,106206,85,red,blue,red,2709,1,0,4
SI_433,2016-03-03,15:53:42,,,1,106970,86,yellow,yellow,yellow,763,1,1,3
SI_433,2016-03-03,15:53:43,,,1,107793,87,green,green,green,820,1,1,1
SI_433,2016-03-03,15:53:44,,,1,108660,88,yellow,red,red,866,0,0,2
SI_433,2016-03-03,15:53:45,,,1,110493,89,green,green,green,1832,1,1,3
SI_433,2016-03-03,15:53:47,,,1,111609,90,yellow,yellow,yellow,1116,1,1,1
SI_433,2016-03-03,15:53:48,,,1,113344,91,green,blue,green,1734,1,0,2
SI_433,2016-03-03,15:53:50,,,1,114476,92,blue,yellow,blue,1131,1,0,4
SI_433,2016-03-03,15:53:51,,,1,115309,93,red,blue,red,832,1,0,4
SI_433,2016-03-03,15:53:52,,,1,117622,94,blue,red,blue,2312,1,0,4
SI_433,2016-03-03,15:53:54,,,1,118544,95,green,blue,green,921,1,0,4
SI_433,2016-03-03,15:53:55,,,1,121620,96,yellow,green,yellow,3075,1,0,4
SI_433,2016-03-03,15:53:58,,,1,122776,97,blue,red,blue,1155,1,0,4
SI_433,2016-03-03,15:53:59,,,1,124511,98,green,green,green,1735,1,1,3
SI_433,2016-03-03,15:54:01,,,1,125627,99,blue,yellow,blue,1115,1,0,2
SI_433,2016-03-03,15:54:02,,,1,125732,100,yellow,red,,105,0,0,4
