id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_259,2016-03-10,06:20:26,,,3,308587,1,21,32,53,4225,1
SI_259,2016-03-10,06:20:30,,,3,317399,2,24,17,41,8811,1
SI_259,2016-03-10,06:20:39,,,3,325744,3,53,67,120,8345,1
SI_259,2016-03-10,06:20:47,,,3,329591,4,20,66,86,3846,1
SI_259,2016-03-10,06:20:51,,,3,337608,5,45,17,63,8016,0
SI_259,2016-03-10,06:20:59,,,3,342370,6,12,73,85,4761,1
SI_259,2016-03-10,06:21:04,,,3,354177,7,98,87,185,11807,1
SI_259,2016-03-10,06:21:15,,,3,357473,8,20,64,84,3296,1
SI_259,2016-03-10,06:21:19,,,3,361119,9,42,31,73,3646,1
SI_259,2016-03-10,06:21:22,,,3,368673,10,80,39,119,7553,1
SI_259,2016-03-10,06:21:30,,,3,373063,11,86,20,106,4390,1
SI_259,2016-03-10,06:21:34,,,3,379124,12,99,37,136,6059,1
SI_259,2016-03-10,06:21:40,,,3,387793,13,86,65,151,8669,1
SI_259,2016-03-10,06:21:49,,,3,400594,14,38,97,135,12801,1
SI_259,2016-03-10,06:22:02,,,3,411489,15,65,56,121,10895,1
SI_259,2016-03-10,06:22:13,,,3,422374,16,61,55,116,10884,1
SI_259,2016-03-10,06:22:24,,,3,424368,17,89,49,,1993,0
