id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_290,2016-04-11,05:32:29,,,1,13454,1,23,69,92,7751,1
Sl_290,2016-04-11,05:32:37,,,1,18904,2,12,95,107,5446,1
Sl_290,2016-04-11,05:32:42,,,1,23117,3,52,48,100,4210,1
Sl_290,2016-04-11,05:32:46,,,1,30558,4,76,28,104,7440,1
Sl_290,2016-04-11,05:32:54,,,1,39111,5,26,65,91,8552,1
Sl_290,2016-04-11,05:33:02,,,1,43195,6,60,26,86,4082,1
Sl_290,2016-04-11,05:33:06,,,1,61550,7,94,59,153,18354,1
Sl_290,2016-04-11,05:33:25,,,1,65835,8,80,42,122,4284,1
Sl_290,2016-04-11,05:33:29,,,1,69963,9,78,30,108,4127,1
Sl_290,2016-04-11,05:33:33,,,1,74975,10,43,77,120,5010,1
Sl_290,2016-04-11,05:33:38,,,1,82730,11,87,56,143,7754,1
Sl_290,2016-04-11,05:33:46,,,1,87623,12,33,93,126,4892,1
Sl_290,2016-04-11,05:33:51,,,1,90785,13,40,13,53,3161,1
Sl_290,2016-04-11,05:33:54,,,1,101062,14,97,72,169,10276,1
Sl_290,2016-04-11,05:34:04,,,1,106150,15,37,68,105,5087,1
Sl_290,2016-04-11,05:34:09,,,1,110712,16,81,24,105,4560,1
Sl_290,2016-04-11,05:34:14,,,1,117553,17,45,93,138,6840,1
Sl_290,2016-04-11,05:34:21,,,1,124050,18,58,44,102,6496,1
Sl_290,2016-04-11,05:34:27,,,1,125698,19,68,74,,1647,0
