id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_216,2015-11-11,23:21:38,1447280498537,5,579949,1,72,73,145,4388,1
Sl_216,2015-11-11,23:21:42,1447280498537,5,584378,2,93,94,187,4429,1
Sl_216,2015-11-11,23:21:47,1447280498537,5,587463,3,38,32,70,3085,1
Sl_216,2015-11-11,23:21:50,1447280498537,5,592988,4,18,96,114,5525,1
Sl_216,2015-11-11,23:21:55,1447280498537,5,597909,5,45,77,122,4921,1
Sl_216,2015-11-11,23:22:00,1447280498537,5,604925,6,99,92,191,7016,1
Sl_216,2015-11-11,23:22:07,1447280498537,5,607934,7,64,45,110,3008,0
Sl_216,2015-11-11,23:22:10,1447280498537,5,612431,8,93,33,126,4497,1
Sl_216,2015-11-11,23:22:15,1447280498537,5,619424,9,17,16,33,6993,1
Sl_216,2015-11-11,23:22:22,1447280498537,5,624931,10,49,71,10,5507,0
Sl_216,2015-11-11,23:22:27,1447280498537,5,630600,11,41,56,97,5669,1
Sl_216,2015-11-11,23:22:33,1447280498537,5,637312,12,22,98,110,6712,0
Sl_216,2015-11-11,23:22:40,1447280498537,5,646329,13,84,68,152,9016,1
Sl_216,2015-11-11,23:22:49,1447280498537,5,650249,14,33,47,80,3920,1
Sl_216,2015-11-11,23:22:53,1447280498537,5,654946,15,48,63,111,4697,1
Sl_216,2015-11-11,23:22:57,1447280498537,5,660582,16,55,81,136,5636,1
Sl_216,2015-11-11,23:23:03,1447280498537,5,666803,17,95,99,194,6221,1
Sl_216,2015-11-11,23:23:09,1447280498537,5,670483,18,13,16,29,3680,1
Sl_216,2015-11-11,23:23:13,1447280498537,5,673382,19,21,29,50,2899,1
Sl_216,2015-11-11,23:23:16,1447280498537,5,681167,20,45,79,124,7785,1
Sl_216,2015-11-11,23:23:24,1447280498537,5,686685,21,63,53,116,5518,1
Sl_216,2015-11-11,23:23:29,1447280498537,5,690245,22,13,33,46,3560,1
Sl_216,2015-11-11,23:23:33,1447280498537,5,693011,23,60,90,150,2765,1
Sl_216,2015-11-11,23:23:35,1447280498537,5,695567,24,49,26,,2556,0
