id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_291,2016-05-24,20:43:12,,,5,635607,1,51,22,73,3573,1
Sl_291,2016-05-24,20:43:16,,,5,647700,2,95,14,109,12091,1
Sl_291,2016-05-24,20:43:28,,,5,654282,3,23,29,52,6580,1
Sl_291,2016-05-24,20:43:35,,,5,664476,4,87,74,162,10194,0
Sl_291,2016-05-24,20:43:45,,,5,668776,5,12,13,25,4300,1
Sl_291,2016-05-24,20:43:49,,,5,673668,6,82,64,146,4891,1
Sl_291,2016-05-24,20:43:54,,,5,678310,7,83,22,105,4641,1
Sl_291,2016-05-24,20:43:59,,,5,682747,8,74,25,99,4437,1
Sl_291,2016-05-24,20:44:03,,,5,687326,9,95,53,148,4577,1
Sl_291,2016-05-24,20:44:08,,,5,690974,10,51,28,79,3647,1
Sl_291,2016-05-24,20:44:11,,,5,696608,11,29,75,104,5634,1
Sl_291,2016-05-24,20:44:17,,,5,703183,12,44,33,77,6572,1
Sl_291,2016-05-24,20:44:23,,,5,714424,13,52,81,133,11240,1
Sl_291,2016-05-24,20:44:35,,,5,729130,14,36,17,53,14705,1
Sl_291,2016-05-24,20:44:49,,,5,741307,15,67,56,123,12177,1
Sl_291,2016-05-24,20:45:02,,,5,751231,16,84,31,115,9923,1
Sl_291,2016-05-24,20:45:12,,,5,752034,17,36,67,,802,0
