id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_123,2015-03-20,07:34:34,1426833274526,2,172618,1,44,51,95,5233,1
SI_123,2015-03-20,07:34:39,1426833274526,2,181891,2,29,43,72,9273,1
SI_123,2015-03-20,07:34:49,1426833274526,2,189097,3,37,24,61,7206,1
SI_123,2015-03-20,07:34:56,1426833274526,2,195624,4,26,12,38,6527,1
SI_123,2015-03-20,07:35:02,1426833274526,2,201974,5,62,13,75,6350,1
SI_123,2015-03-20,07:35:09,1426833274526,2,210226,6,57,89,146,8252,1
SI_123,2015-03-20,07:35:17,1426833274526,2,215847,7,53,33,86,5621,1
SI_123,2015-03-20,07:35:22,1426833274526,2,221280,8,38,47,85,5433,1
SI_123,2015-03-20,07:35:28,1426833274526,2,228008,9,71,22,93,6728,1
SI_123,2015-03-20,07:35:35,1426833274526,2,243591,10,99,67,166,15583,1
SI_123,2015-03-20,07:35:50,1426833274526,2,251341,11,94,13,107,7750,1
SI_123,2015-03-20,07:35:58,1426833274526,2,258045,12,12,76,88,6704,1
SI_123,2015-03-20,07:36:05,1426833274526,2,263892,13,81,91,172,5847,1
SI_123,2015-03-20,07:36:11,1426833274526,2,268892,14,83,73,156,5000,1
SI_123,2015-03-20,07:36:16,1426833274526,2,274913,15,40,55,95,6021,1
SI_123,2015-03-20,07:36:22,1426833274526,2,281254,16,48,29,77,6341,1
SI_123,2015-03-20,07:36:28,1426833274526,2,288966,17,89,61,,7712,0
