id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_164_res,2015-06-09,07:46:35,1433828795355,4,461262,1,27,37,64,4857,1
Sl_164_res,2015-06-09,07:46:40,1433828795355,4,466269,2,51,92,143,5007,1
Sl_164_res,2015-06-09,07:46:45,1433828795355,4,471155,3,36,99,135,4886,1
Sl_164_res,2015-06-09,07:46:50,1433828795355,4,475897,4,70,92,162,4741,1
Sl_164_res,2015-06-09,07:46:54,1433828795355,4,482459,5,98,76,174,6562,1
Sl_164_res,2015-06-09,07:47:01,1433828795355,4,487931,6,82,43,125,5472,1
Sl_164_res,2015-06-09,07:47:06,1433828795355,4,493275,7,11,89,100,5344,1
Sl_164_res,2015-06-09,07:47:12,1433828795355,4,498169,8,37,90,127,4894,1
Sl_164_res,2015-06-09,07:47:17,1433828795355,4,505482,9,49,64,113,7313,1
Sl_164_res,2015-06-09,07:47:24,1433828795355,4,512051,10,94,48,142,6568,1
Sl_164_res,2015-06-09,07:47:31,1433828795355,4,517488,11,32,36,69,5437,0
Sl_164_res,2015-06-09,07:47:36,1433828795355,4,525226,12,27,45,72,7737,1
Sl_164_res,2015-06-09,07:47:44,1433828795355,4,534230,13,78,54,132,9004,1
Sl_164_res,2015-06-09,07:47:53,1433828795355,4,538916,14,64,61,125,4686,1
Sl_164_res,2015-06-09,07:47:57,1433828795355,4,544216,15,56,14,70,5300,1
Sl_164_res,2015-06-09,07:48:03,1433828795355,4,550288,16,42,78,120,6072,1
Sl_164_res,2015-06-09,07:48:09,1433828795355,4,556268,17,98,45,143,5980,1
Sl_164_res,2015-06-09,07:48:15,1433828795355,4,560615,18,90,60,150,4347,1
Sl_164_res,2015-06-09,07:48:19,1433828795355,4,566179,19,67,16,83,5564,1
Sl_164_res,2015-06-09,07:48:25,1433828795355,4,570167,20,20,51,71,3988,1
Sl_164_res,2015-06-09,07:48:29,1433828795355,4,574550,21,23,51,74,4383,1
Sl_164_res,2015-06-09,07:48:33,1433828795355,4,576404,22,52,21,,1854,0
