id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_268,2016-03-14,15:28:40,,,2,150021,1,84,61,145,3416,1
SI_268,2016-03-14,15:28:43,,,2,156087,2,17,29,46,6066,1
SI_268,2016-03-14,15:28:49,,,2,158766,3,41,26,67,2679,1
SI_268,2016-03-14,15:28:52,,,2,163825,4,38,29,67,5059,1
SI_268,2016-03-14,15:28:57,,,2,173205,5,93,69,162,9380,1
SI_268,2016-03-14,15:29:06,,,2,178342,6,75,34,109,5137,1
SI_268,2016-03-14,15:29:12,,,2,182940,7,55,46,101,4597,1
SI_268,2016-03-14,15:29:16,,,2,185367,8,39,41,80,2427,1
SI_268,2016-03-14,15:29:19,,,2,187193,9,20,25,45,1826,1
SI_268,2016-03-14,15:29:20,,,2,191430,10,97,56,153,4237,1
SI_268,2016-03-14,15:29:25,,,2,197581,11,89,33,122,6151,1
SI_268,2016-03-14,15:29:31,,,2,205237,12,37,28,65,7656,1
SI_268,2016-03-14,15:29:39,,,2,210706,13,33,18,51,5468,1
SI_268,2016-03-14,15:29:44,,,2,213640,14,53,43,96,2934,1
SI_268,2016-03-14,15:29:47,,,2,223246,15,18,45,63,9606,1
SI_268,2016-03-14,15:29:57,,,2,227251,16,14,29,43,4004,1
SI_268,2016-03-14,15:30:01,,,2,232339,17,12,77,89,5088,1
SI_268,2016-03-14,15:30:06,,,2,238113,18,61,27,88,5774,1
SI_268,2016-03-14,15:30:11,,,2,241846,19,62,41,103,3732,1
SI_268,2016-03-14,15:30:15,,,2,254201,20,86,44,130,12355,1
SI_268,2016-03-14,15:30:27,,,2,258146,21,88,99,187,3945,1
SI_268,2016-03-14,15:30:31,,,2,260668,22,51,52,103,2521,1
SI_268,2016-03-14,15:30:34,,,2,263348,23,43,25,68,2680,1
SI_268,2016-03-14,15:30:37,,,2,266639,24,19,66,,3291,0
