id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_259,2016-03-10,15:40:49,,,1,12387,1,57,70,127,6214,1
SI_259,2016-03-10,15:40:55,,,1,18932,2,34,46,80,6544,1
SI_259,2016-03-10,15:41:01,,,1,27881,3,98,86,184,8949,1
SI_259,2016-03-10,15:41:10,,,1,42413,4,94,67,161,14532,1
SI_259,2016-03-10,15:41:25,,,1,46581,5,11,17,28,4167,1
SI_259,2016-03-10,15:41:29,,,1,54302,6,98,39,137,7721,1
SI_259,2016-03-10,15:41:37,,,1,62934,7,26,86,112,8632,1
SI_259,2016-03-10,15:41:45,,,1,66565,8,31,41,72,3631,1
SI_259,2016-03-10,15:41:49,,,1,70705,9,25,14,39,4139,1
SI_259,2016-03-10,15:41:53,,,1,77551,10,28,71,99,6846,1
SI_259,2016-03-10,15:42:00,,,1,82472,11,31,55,86,4920,1
SI_259,2016-03-10,15:42:05,,,1,87626,12,23,39,62,5154,1
SI_259,2016-03-10,15:42:10,,,1,97568,13,17,58,75,9941,1
SI_259,2016-03-10,15:42:20,,,1,105351,14,49,37,86,7782,1
SI_259,2016-03-10,15:42:28,,,1,116691,15,91,46,137,11339,1
SI_259,2016-03-10,15:42:39,,,1,123598,16,73,21,94,6907,1
SI_259,2016-03-10,15:42:46,,,1,126183,17,52,58,,2585,0
