id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_198,2015-10-18,12:33:54,1445164434648,1,9979,1,91,60,151,4258,1
Sl_198,2015-10-18,12:33:58,1445164434648,1,13874,2,41,38,79,3895,1
Sl_198,2015-10-18,12:34:02,1445164434648,1,20624,3,96,81,177,6750,1
Sl_198,2015-10-18,12:34:09,1445164434648,1,25641,4,13,20,33,5016,1
Sl_198,2015-10-18,12:34:14,1445164434648,1,35957,5,77,45,122,10316,1
Sl_198,2015-10-18,12:34:24,1445164434648,1,42058,6,21,95,116,6101,1
Sl_198,2015-10-18,12:34:30,1445164434648,1,48624,7,47,93,140,6566,1
Sl_198,2015-10-18,12:34:37,1445164434648,1,52024,8,74,30,104,3400,1
Sl_198,2015-10-18,12:34:40,1445164434648,1,62982,9,36,96,132,10958,1
Sl_198,2015-10-18,12:34:51,1445164434648,1,74158,10,34,87,121,11176,1
Sl_198,2015-10-18,12:35:03,1445164434648,1,84024,11,98,79,177,9866,1
Sl_198,2015-10-18,12:35:12,1445164434648,1,89224,12,72,41,113,5200,1
Sl_198,2015-10-18,12:35:18,1445164434648,1,96894,13,80,53,133,7670,1
Sl_198,2015-10-18,12:35:25,1445164434648,1,108691,14,58,57,115,11797,1
Sl_198,2015-10-18,12:35:37,1445164434648,1,118692,15,39,18,57,10001,1
Sl_198,2015-10-18,12:35:47,1445164434648,1,122041,16,90,30,120,3349,1
Sl_198,2015-10-18,12:35:50,1445164434648,1,125722,17,39,93,,3681,0
