id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_263,2016-03-29,20:37:36,,,1,13941,1,77,40,117,8290,1
SI_263,2016-03-29,20:37:44,,,1,21167,2,33,92,125,7226,1
SI_263,2016-03-29,20:37:52,,,1,26276,3,11,18,29,5109,1
SI_263,2016-03-29,20:37:57,,,1,33155,4,78,73,151,6878,1
SI_263,2016-03-29,20:38:04,,,1,44903,5,39,78,117,11748,1
SI_263,2016-03-29,20:38:15,,,1,53359,6,49,57,106,8456,1
SI_263,2016-03-29,20:38:24,,,1,58074,7,62,66,128,4715,1
SI_263,2016-03-29,20:38:29,,,1,65054,8,28,33,61,6980,1
SI_263,2016-03-29,20:38:36,,,1,78988,9,78,56,134,13934,1
SI_263,2016-03-29,20:38:49,,,1,89872,10,51,15,66,10884,1
SI_263,2016-03-29,20:39:00,,,1,103479,11,59,67,116,13607,0
SI_263,2016-03-29,20:39:14,,,1,108325,12,34,20,54,4845,1
SI_263,2016-03-29,20:39:19,,,1,114631,13,90,44,134,6306,1
SI_263,2016-03-29,20:39:25,,,1,125655,14,88,69,,11024,0
