id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_106_4,2015-02-27,16:36:46,1425051406904,2,85885,1,97,70,187,4190,0
SI_106_4,2015-02-27,16:36:51,1425051406904,2,91332,2,36,36,72,5447,1
SI_106_4,2015-02-27,16:36:56,1425051406904,2,96130,3,93,94,187,4798,1
SI_106_4,2015-02-27,16:37:01,1425051406904,2,101014,4,71,41,112,4883,1
SI_106_4,2015-02-27,16:37:06,1425051406904,2,105285,5,44,14,58,4271,1
SI_106_4,2015-02-27,16:37:10,1425051406904,2,109205,6,13,62,75,3920,1
SI_106_4,2015-02-27,16:37:14,1425051406904,2,115222,7,56,38,94,6017,1
SI_106_4,2015-02-27,16:37:20,1425051406904,2,120613,8,61,92,153,5391,1
SI_106_4,2015-02-27,16:37:25,1425051406904,2,127030,9,87,85,172,6417,1
SI_106_4,2015-02-27,16:37:32,1425051406904,2,134481,10,58,84,142,7451,1
SI_106_4,2015-02-27,16:37:39,1425051406904,2,137578,11,88,80,168,3097,1
SI_106_4,2015-02-27,16:37:42,1425051406904,2,139899,12,46,40,86,2321,1
SI_106_4,2015-02-27,16:37:45,1425051406904,2,143831,13,51,80,137,3932,0
SI_106_4,2015-02-27,16:37:49,1425051406904,2,148115,14,56,21,87,4284,0
SI_106_4,2015-02-27,16:37:53,1425051406904,2,153144,15,82,68,15,5029,0
SI_106_4,2015-02-27,16:37:58,1425051406904,2,162001,16,49,39,98,8857,0
SI_106_4,2015-02-27,16:38:07,1425051406904,2,167724,17,56,86,142,5722,1
SI_106_4,2015-02-27,16:38:12,1425051406904,2,173713,18,68,40,108,5989,1
SI_106_4,2015-02-27,16:38:18,1425051406904,2,180214,19,28,44,72,6501,1
SI_106_4,2015-02-27,16:38:25,1425051406904,2,187349,20,89,39,138,7135,0
SI_106_4,2015-02-27,16:38:32,1425051406904,2,192832,21,19,13,32,5483,1
SI_106_4,2015-02-27,16:38:38,1425051406904,2,197063,22,16,39,55,4231,1
SI_106_4,2015-02-27,16:38:42,1425051406904,2,201710,23,24,57,,4646,0
