id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_287,2016-05-21,14:42:06,,,5,539053,1,42,74,126,4651,0
Sl_287,2016-05-21,14:42:11,,,5,542100,2,25,33,58,3046,1
Sl_287,2016-05-21,14:42:14,,,5,544970,3,40,54,94,2870,1
Sl_287,2016-05-21,14:42:17,,,5,549356,4,65,52,117,4385,1
Sl_287,2016-05-21,14:42:21,,,5,552005,5,80,84,164,2647,1
Sl_287,2016-05-21,14:42:24,,,5,556497,6,69,85,154,4491,1
Sl_287,2016-05-21,14:42:28,,,5,567024,7,66,28,94,10526,1
Sl_287,2016-05-21,14:42:39,,,5,570454,8,53,43,96,3430,1
Sl_287,2016-05-21,14:42:42,,,5,573692,9,78,15,93,3237,1
Sl_287,2016-05-21,14:42:46,,,5,576477,10,61,14,75,2784,1
Sl_287,2016-05-21,14:42:48,,,5,582871,11,81,37,118,6393,1
Sl_287,2016-05-21,14:42:55,,,5,586362,12,92,21,113,3490,1
Sl_287,2016-05-21,14:42:58,,,5,592645,13,29,94,123,6282,1
Sl_287,2016-05-21,14:43:05,,,5,597267,14,51,77,128,4622,1
Sl_287,2016-05-21,14:43:09,,,5,600827,15,11,90,101,3560,1
Sl_287,2016-05-21,14:43:13,,,5,605345,16,77,23,110,4518,0
Sl_287,2016-05-21,14:43:17,,,5,608127,17,13,67,80,2781,1
Sl_287,2016-05-21,14:43:20,,,5,611441,18,19,81,100,3313,1
Sl_287,2016-05-21,14:43:23,,,5,616723,19,91,13,104,5282,1
Sl_287,2016-05-21,14:43:29,,,5,622037,20,65,67,132,5314,1
Sl_287,2016-05-21,14:43:34,,,5,625478,21,74,18,92,3439,1
Sl_287,2016-05-21,14:43:37,,,5,629438,22,91,93,184,3960,1
Sl_287,2016-05-21,14:43:41,,,5,632988,23,97,81,178,3550,1
Sl_287,2016-05-21,14:43:45,,,5,635620,24,38,11,49,2631,1
Sl_287,2016-05-21,14:43:48,,,5,639109,25,16,79,95,3489,1
Sl_287,2016-05-21,14:43:51,,,5,645159,26,30,83,113,6049,1
Sl_287,2016-05-21,14:43:57,,,5,649926,27,18,88,106,4767,1
Sl_287,2016-05-21,14:44:02,,,5,652368,28,26,80,106,2440,1
Sl_287,2016-05-21,14:44:04,,,5,654405,29,26,84,,2036,0
