id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_573,2016-04-30,05:55:48,,,2,155056,1,37,65,102,5614,1
SI_573,2016-04-30,05:55:54,,,2,160349,2,92,15,107,5292,1
SI_573,2016-04-30,05:55:59,,,2,165062,3,88,52,140,4713,1
SI_573,2016-04-30,05:56:04,,,2,171304,4,88,75,163,6241,1
SI_573,2016-04-30,05:56:10,,,2,178870,5,12,95,107,7565,1
SI_573,2016-04-30,05:56:17,,,2,183728,6,16,38,54,4857,1
SI_573,2016-04-30,05:56:22,,,2,189878,7,92,42,134,6150,1
SI_573,2016-04-30,05:56:28,,,2,195618,8,92,45,137,5739,1
SI_573,2016-04-30,05:56:34,,,2,201213,9,54,42,96,5594,1
SI_573,2016-04-30,05:56:40,,,2,207419,10,37,91,128,6206,1
SI_573,2016-04-30,05:56:46,,,2,211981,11,21,47,68,4561,1
SI_573,2016-04-30,05:56:50,,,2,219397,12,41,91,132,7415,1
SI_573,2016-04-30,05:56:58,,,2,228475,13,64,78,142,9078,1
SI_573,2016-04-30,05:57:07,,,2,233038,14,43,30,73,4562,1
SI_573,2016-04-30,05:57:11,,,2,239091,15,47,33,80,6052,1
SI_573,2016-04-30,05:57:18,,,2,242777,16,56,52,108,3686,1
SI_573,2016-04-30,05:57:21,,,2,247704,17,61,96,157,4926,1
SI_573,2016-04-30,05:57:26,,,2,253885,18,97,31,128,6180,1
SI_573,2016-04-30,05:57:32,,,2,263687,19,15,37,52,9802,1
SI_573,2016-04-30,05:57:42,,,2,268341,20,50,43,93,4653,1
SI_573,2016-04-30,05:57:47,,,2,269441,21,20,88,,1100,0
