id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_270,2016-03-14,21:35:27,,,3,299746,1,69,90,159,12447,1
SI_270,2016-03-14,21:35:40,,,3,306299,2,54,84,138,6550,1
SI_270,2016-03-14,21:35:46,,,3,311321,3,70,84,154,5020,1
SI_270,2016-03-14,21:35:51,,,3,321637,4,37,75,112,10315,1
SI_270,2016-03-14,21:36:01,,,3,327477,5,83,80,163,5839,1
SI_270,2016-03-14,21:36:07,,,3,330731,6,15,95,110,3254,1
SI_270,2016-03-14,21:36:11,,,3,335577,7,46,98,144,4845,1
SI_270,2016-03-14,21:36:15,,,3,342091,8,91,96,187,6513,1
SI_270,2016-03-14,21:36:22,,,3,346681,9,23,47,70,4589,1
SI_270,2016-03-14,21:36:26,,,3,354124,10,46,74,120,7442,1
SI_270,2016-03-14,21:36:34,,,3,358643,11,12,60,72,4519,1
SI_270,2016-03-14,21:36:38,,,3,367946,12,19,72,91,9302,1
SI_270,2016-03-14,21:36:48,,,3,372869,13,70,14,84,4922,1
SI_270,2016-03-14,21:36:53,,,3,381650,14,61,98,159,8780,1
SI_270,2016-03-14,21:37:01,,,3,386972,15,71,81,152,5320,1
SI_270,2016-03-14,21:37:07,,,3,398062,16,57,84,141,11089,1
SI_270,2016-03-14,21:37:18,,,3,403606,17,82,41,123,5543,1
SI_270,2016-03-14,21:37:23,,,3,407354,18,16,80,96,3747,1
SI_270,2016-03-14,21:37:27,,,3,407377,19,58,90,,22,0
