id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_279,2016-05-09,14:56:03,,,5,520003,1,18,22,40,3613,1
SI_279,2016-05-09,14:56:07,,,5,525380,2,60,75,135,5377,1
SI_279,2016-05-09,14:56:12,,,5,527849,3,16,16,32,2468,1
SI_279,2016-05-09,14:56:14,,,5,531929,4,24,16,40,4080,1
SI_279,2016-05-09,14:56:18,,,5,539136,5,73,46,119,7207,1
SI_279,2016-05-09,14:56:26,,,5,543364,6,56,54,110,4228,1
SI_279,2016-05-09,14:56:30,,,5,548151,7,42,36,78,4787,1
SI_279,2016-05-09,14:56:35,,,5,553078,8,67,52,119,4927,1
SI_279,2016-05-09,14:56:40,,,5,556769,9,77,63,140,3691,1
SI_279,2016-05-09,14:56:43,,,5,563402,10,84,54,138,6633,1
SI_279,2016-05-09,14:56:50,,,5,566832,11,16,74,90,3430,1
SI_279,2016-05-09,14:56:53,,,5,571369,12,56,36,92,4537,1
SI_279,2016-05-09,14:56:58,,,5,578980,13,33,85,118,7611,1
SI_279,2016-05-09,14:57:06,,,5,586076,14,55,37,92,7096,1
SI_279,2016-05-09,14:57:13,,,5,589281,15,34,11,44,3205,0
SI_279,2016-05-09,14:57:16,,,5,593082,16,23,36,59,3801,1
SI_279,2016-05-09,14:57:20,,,5,597049,17,98,82,180,3967,1
SI_279,2016-05-09,14:57:24,,,5,602027,18,85,35,120,4978,1
SI_279,2016-05-09,14:57:29,,,5,610180,19,96,25,121,8153,1
SI_279,2016-05-09,14:57:37,,,5,616565,20,13,98,111,6385,1
SI_279,2016-05-09,14:57:43,,,5,619614,21,54,20,74,3049,1
SI_279,2016-05-09,14:57:46,,,5,622679,22,13,82,95,3065,1
SI_279,2016-05-09,14:57:49,,,5,629221,23,47,35,82,6542,1
SI_279,2016-05-09,14:57:56,,,5,632580,24,35,33,68,3359,1
SI_279,2016-05-09,14:57:59,,,5,636396,25,16,27,,3816,0
