id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_278,2016-05-10,05:39:47,,,3,303725,1,24,32,56,3813,1
SI_278,2016-05-10,05:39:51,,,3,306354,2,77,20,97,2620,1
SI_278,2016-05-10,05:39:54,,,3,309265,3,80,88,168,2909,1
SI_278,2016-05-10,05:39:57,,,3,317398,4,89,79,168,8133,1
SI_278,2016-05-10,05:40:05,,,3,326209,5,49,54,103,8802,1
SI_278,2016-05-10,05:40:14,,,3,329792,6,23,97,120,3578,1
SI_278,2016-05-10,05:40:17,,,3,333873,7,27,62,89,4079,1
SI_278,2016-05-10,05:40:21,,,3,338156,8,29,39,68,4282,1
SI_278,2016-05-10,05:40:26,,,3,340733,9,30,44,74,2576,1
SI_278,2016-05-10,05:40:28,,,3,345857,10,16,96,112,5123,1
SI_278,2016-05-10,05:40:33,,,3,352337,11,62,99,161,6479,1
SI_278,2016-05-10,05:40:40,,,3,357046,12,39,80,129,4705,0
SI_278,2016-05-10,05:40:44,,,3,363076,13,97,55,152,6026,1
SI_278,2016-05-10,05:40:50,,,3,366051,14,11,55,61,2968,0
SI_278,2016-05-10,05:40:53,,,3,368512,15,59,50,109,2457,1
SI_278,2016-05-10,05:40:56,,,3,375342,16,45,48,93,6825,1
SI_278,2016-05-10,05:41:03,,,3,380331,17,85,17,102,4981,1
SI_278,2016-05-10,05:41:08,,,3,389987,18,94,14,108,9648,1
SI_278,2016-05-10,05:41:17,,,3,393305,19,25,33,58,3317,1
SI_278,2016-05-10,05:41:21,,,3,402112,20,39,74,113,8806,1
SI_278,2016-05-10,05:41:29,,,3,413952,21,66,83,149,11836,1
SI_278,2016-05-10,05:41:41,,,3,419912,22,34,68,,5956,0
