id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_294,2016-04-21,23:05:47,,,5,535947,1,91,96,187,9234,1
SI_294,2016-04-21,23:05:56,,,5,542940,2,66,59,125,6993,1
SI_294,2016-04-21,23:06:03,,,5,557014,3,38,39,77,14074,1
SI_294,2016-04-21,23:06:17,,,5,568550,4,91,61,131,11536,0
SI_294,2016-04-21,23:06:29,,,5,574328,5,31,74,105,5777,1
SI_294,2016-04-21,23:06:34,,,5,581321,6,93,72,16,6993,0
SI_294,2016-04-21,23:06:41,,,5,598030,7,80,91,171,16709,1
SI_294,2016-04-21,23:06:58,,,5,610534,8,86,83,169,12504,1
SI_294,2016-04-21,23:07:11,,,5,622693,9,68,44,112,12159,1
SI_294,2016-04-21,23:07:23,,,5,636023,10,79,54,132,13330,0
SI_294,2016-04-21,23:07:36,,,5,642752,11,56,49,105,6729,1
SI_294,2016-04-21,23:07:43,,,5,647119,12,98,18,,4367,0
