id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_110_Morgon,2015-03-11,12:30:04,1426073404302,2,90713,1,17,30,47,3409,1
SI_110_Morgon,2015-03-11,12:30:07,1426073404302,2,95847,2,56,63,1111,5133,0
SI_110_Morgon,2015-03-11,12:30:12,1426073404302,2,101920,3,45,85,130,6073,1
SI_110_Morgon,2015-03-11,12:30:18,1426073404302,2,107375,4,83,55,138,5455,1
SI_110_Morgon,2015-03-11,12:30:24,1426073404302,2,114708,5,96,15,111,7332,1
SI_110_Morgon,2015-03-11,12:30:31,1426073404302,2,118286,6,60,24,84,3577,1
SI_110_Morgon,2015-03-11,12:30:35,1426073404302,2,122162,7,15,40,55,3875,1
SI_110_Morgon,2015-03-11,12:30:39,1426073404302,2,129318,8,87,55,142,7155,1
SI_110_Morgon,2015-03-11,12:30:46,1426073404302,2,135170,9,77,60,137,5851,1
SI_110_Morgon,2015-03-11,12:30:52,1426073404302,2,146232,10,78,24,102,11061,1
SI_110_Morgon,2015-03-11,12:31:03,1426073404302,2,153577,11,97,76,172,7344,0
SI_110_Morgon,2015-03-11,12:31:10,1426073404302,2,157426,12,60,33,93,3848,1
SI_110_Morgon,2015-03-11,12:31:14,1426073404302,2,162800,13,91,47,138,5374,1
SI_110_Morgon,2015-03-11,12:31:19,1426073404302,2,169495,14,48,47,95,6694,1
SI_110_Morgon,2015-03-11,12:31:26,1426073404302,2,177560,15,23,96,119,8064,1
SI_110_Morgon,2015-03-11,12:31:34,1426073404302,2,185077,16,46,87,133,7516,1
SI_110_Morgon,2015-03-11,12:31:42,1426073404302,2,189432,17,51,21,72,4354,1
SI_110_Morgon,2015-03-11,12:31:46,1426073404302,2,201086,18,47,72,119,11652,1
SI_110_Morgon,2015-03-11,12:31:58,1426073404302,2,205151,19,12,34,46,4064,1
SI_110_Morgon,2015-03-11,12:32:02,1426073404302,2,207303,20,33,29,,2151,0
