id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_281,2016-04-08,20:36:57,,,4,375872,1,38,56,94,5467,1
SI_281,2016-04-08,20:37:02,,,4,379297,2,84,46,130,3423,1
SI_281,2016-04-08,20:37:05,,,4,383426,3,34,60,94,4129,1
SI_281,2016-04-08,20:37:10,,,4,388225,4,44,95,139,4798,1
SI_281,2016-04-08,20:37:14,,,4,393210,5,41,18,59,4984,1
SI_281,2016-04-08,20:37:19,,,4,397000,6,22,78,100,3789,1
SI_281,2016-04-08,20:37:23,,,4,400684,7,61,41,102,3680,1
SI_281,2016-04-08,20:37:27,,,4,405879,8,28,34,62,5195,1
SI_281,2016-04-08,20:37:32,,,4,409385,9,68,69,137,3499,1
SI_281,2016-04-08,20:37:36,,,4,412901,10,36,47,83,3515,1
SI_281,2016-04-08,20:37:39,,,4,415640,11,63,67,130,2735,1
SI_281,2016-04-08,20:37:42,,,4,419855,12,78,77,155,4211,1
SI_281,2016-04-08,20:37:46,,,4,424524,13,75,26,101,4668,1
SI_281,2016-04-08,20:37:51,,,4,430533,14,49,52,101,6006,1
SI_281,2016-04-08,20:37:57,,,4,432951,15,70,25,95,2416,1
SI_281,2016-04-08,20:37:59,,,4,437726,16,37,64,101,4774,1
SI_281,2016-04-08,20:38:04,,,4,444036,17,59,41,100,6308,1
SI_281,2016-04-08,20:38:10,,,4,447652,18,44,80,124,3615,1
SI_281,2016-04-08,20:38:14,,,4,452992,19,49,64,113,5340,1
SI_281,2016-04-08,20:38:19,,,4,455505,20,20,19,39,2511,1
SI_281,2016-04-08,20:38:22,,,4,460597,21,71,19,90,5087,1
SI_281,2016-04-08,20:38:27,,,4,463208,22,87,70,157,2608,1
SI_281,2016-04-08,20:38:29,,,4,466354,23,92,56,148,3145,1
SI_281,2016-04-08,20:38:32,,,4,470161,24,57,57,114,3806,1
SI_281,2016-04-08,20:38:36,,,4,473546,25,44,21,65,3382,1
SI_281,2016-04-08,20:38:40,,,4,476511,26,14,33,47,2963,1
SI_281,2016-04-08,20:38:43,,,4,478713,27,19,20,39,2201,1
SI_281,2016-04-08,20:38:45,,,4,482995,28,14,18,32,4282,1
SI_281,2016-04-08,20:38:49,,,4,485151,29,15,12,27,2156,1
SI_281,2016-04-08,20:38:51,,,4,489551,30,43,98,141,4399,1
SI_281,2016-04-08,20:38:56,,,4,490404,31,39,61,,852,0
