id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_291,2016-05-25,14:36:14,,,5,509498,1,55,44,99,4007,1
Sl_291,2016-05-25,14:36:18,,,5,513131,2,13,90,103,3632,1
Sl_291,2016-05-25,14:36:22,,,5,517963,3,80,65,145,4831,1
Sl_291,2016-05-25,14:36:26,,,5,526327,4,53,48,101,8363,1
Sl_291,2016-05-25,14:36:35,,,5,533871,5,61,44,105,7543,1
Sl_291,2016-05-25,14:36:42,,,5,542929,6,82,34,116,9058,1
Sl_291,2016-05-25,14:36:51,,,5,550532,7,87,80,167,7603,1
Sl_291,2016-05-25,14:36:59,,,5,562447,8,79,18,97,11914,1
Sl_291,2016-05-25,14:37:11,,,5,567635,9,70,40,110,5188,1
Sl_291,2016-05-25,14:37:16,,,5,581454,10,96,66,162,13818,1
Sl_291,2016-05-25,14:37:30,,,5,584153,11,60,64,124,2698,1
Sl_291,2016-05-25,14:37:33,,,5,587562,12,37,37,74,3408,1
Sl_291,2016-05-25,14:37:36,,,5,595417,13,96,29,125,7854,1
Sl_291,2016-05-25,14:37:44,,,5,601808,14,55,83,138,6390,1
Sl_291,2016-05-25,14:37:50,,,5,619029,15,59,74,133,17221,1
Sl_291,2016-05-25,14:38:08,,,5,625494,16,91,17,,6465,0
