id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_266,2016-03-08,21:45:43,,,1,10505,1,51,14,65,4814,1
SI_266,2016-03-08,21:45:48,,,1,15541,2,56,29,83,5034,0
SI_266,2016-03-08,21:45:53,,,1,23507,3,94,17,111,7965,1
SI_266,2016-03-08,21:46:01,,,1,30506,4,63,19,82,6997,1
SI_266,2016-03-08,21:46:08,,,1,35979,5,89,57,146,5471,1
SI_266,2016-03-08,21:46:13,,,1,48200,6,91,22,113,12220,1
SI_266,2016-03-08,21:46:25,,,1,55962,7,26,47,73,7761,1
SI_266,2016-03-08,21:46:33,,,1,61433,8,47,18,65,5470,1
SI_266,2016-03-08,21:46:39,,,1,67117,9,83,84,167,5683,1
SI_266,2016-03-08,21:46:44,,,1,72381,10,80,47,127,5263,1
SI_266,2016-03-08,21:46:49,,,1,88672,11,44,73,117,16290,1
SI_266,2016-03-08,21:47:06,,,1,99605,12,89,28,117,10931,1
SI_266,2016-03-08,21:47:17,,,1,108971,13,34,81,115,9365,1
SI_266,2016-03-08,21:47:26,,,1,113227,14,11,74,85,4255,1
SI_266,2016-03-08,21:47:30,,,1,118359,15,23,17,40,5131,1
SI_266,2016-03-08,21:47:35,,,1,125688,16,96,38,,7327,0
