id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_274,2016-04-30,14:31:41,,,5,528771,1,57,52,109,3642,1
SI_274,2016-04-30,14:31:44,,,5,535496,2,89,82,171,6724,1
SI_274,2016-04-30,14:31:51,,,5,539668,3,79,81,160,4171,1
SI_274,2016-04-30,14:31:55,,,5,542187,4,26,51,77,2519,1
SI_274,2016-04-30,14:31:58,,,5,545052,5,42,27,69,2865,1
SI_274,2016-04-30,14:32:01,,,5,549099,6,80,43,123,4046,1
SI_274,2016-04-30,14:32:05,,,5,551880,7,73,23,96,2781,1
SI_274,2016-04-30,14:32:07,,,5,555086,8,71,99,170,3206,1
SI_274,2016-04-30,14:32:11,,,5,563162,9,37,87,124,8076,1
SI_274,2016-04-30,14:32:19,,,5,574613,10,72,28,100,11451,1
SI_274,2016-04-30,14:32:30,,,5,584390,11,77,37,113,9776,0
SI_274,2016-04-30,14:32:40,,,5,589671,12,93,44,137,5281,1
SI_274,2016-04-30,14:32:45,,,5,592864,13,11,36,47,3193,1
SI_274,2016-04-30,14:32:48,,,5,598954,14,51,71,122,6090,1
SI_274,2016-04-30,14:32:54,,,5,602167,15,19,76,95,3213,1
SI_274,2016-04-30,14:32:58,,,5,607048,16,35,76,111,4880,1
SI_274,2016-04-30,14:33:03,,,5,610973,17,83,20,103,3925,1
SI_274,2016-04-30,14:33:06,,,5,613586,18,30,41,71,2613,1
SI_274,2016-04-30,14:33:09,,,5,617554,19,37,18,55,3968,1
SI_274,2016-04-30,14:33:13,,,5,623693,20,83,65,148,6139,1
SI_274,2016-04-30,14:33:19,,,5,626428,21,61,41,102,2735,1
SI_274,2016-04-30,14:33:22,,,5,631154,22,44,73,117,4726,1
SI_274,2016-04-30,14:33:27,,,5,636939,23,84,27,111,5785,1
SI_274,2016-04-30,14:33:32,,,5,642077,24,67,60,107,5137,0
SI_274,2016-04-30,14:33:38,,,5,645129,25,36,84,,3052,0
