id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_106_2,2015-02-27,08:11:26,1425021086341,4,353798,1,12,52,64,3581,1
SI_106_2,2015-02-27,08:11:29,1425021086341,4,362001,2,49,94,143,8203,1
SI_106_2,2015-02-27,08:11:38,1425021086341,4,365137,3,61,13,74,3136,1
SI_106_2,2015-02-27,08:11:41,1425021086341,4,369883,4,96,63,159,4746,1
SI_106_2,2015-02-27,08:11:46,1425021086341,4,378426,5,99,36,135,8543,1
SI_106_2,2015-02-27,08:11:54,1425021086341,4,393236,6,94,57,151,14810,1
SI_106_2,2015-02-27,08:12:09,1425021086341,4,399117,7,71,62,133,5881,1
SI_106_2,2015-02-27,08:12:15,1425021086341,4,402718,8,23,12,35,3601,1
SI_106_2,2015-02-27,08:12:18,1425021086341,4,409176,9,26,92,117,6458,0
SI_106_2,2015-02-27,08:12:25,1425021086341,4,418417,10,34,97,131,9241,1
SI_106_2,2015-02-27,08:12:34,1425021086341,4,424939,11,48,25,73,6522,1
SI_106_2,2015-02-27,08:12:41,1425021086341,4,431600,12,76,63,139,6661,1
SI_106_2,2015-02-27,08:12:47,1425021086341,4,437819,13,31,86,117,6219,1
SI_106_2,2015-02-27,08:12:53,1425021086341,4,441626,14,32,60,92,3807,1
SI_106_2,2015-02-27,08:12:57,1425021086341,4,446333,15,12,79,91,4707,1
SI_106_2,2015-02-27,08:13:02,1425021086341,4,453351,16,24,85,109,7018,1
SI_106_2,2015-02-27,08:13:09,1425021086341,4,459268,17,45,53,98,5917,1
SI_106_2,2015-02-27,08:13:15,1425021086341,4,462734,18,30,58,88,3466,1
SI_106_2,2015-02-27,08:13:18,1425021086341,4,469982,19,89,98,187,7248,1
SI_106_2,2015-02-27,08:13:26,1425021086341,4,470222,20,51,64,,240,0
