id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_108B_Morgon,2015-03-02,12:38:45,1425296325303,4,380910,1,71,54,125,11141,1
SI_108B_Morgon,2015-03-02,12:38:56,1425296325303,4,386886,2,49,49,98,5960,1
SI_108B_Morgon,2015-03-02,12:39:02,1425296325303,4,391722,3,52,65,107,4835,0
SI_108B_Morgon,2015-03-02,12:39:07,1425296325303,4,395975,4,41,23,64,4253,1
SI_108B_Morgon,2015-03-02,12:39:11,1425296325303,4,400220,5,37,87,124,4243,1
SI_108B_Morgon,2015-03-02,12:39:15,1425296325303,4,405301,6,42,69,91,5078,0
SI_108B_Morgon,2015-03-02,12:39:20,1425296325303,4,409132,7,31,11,42,3830,1
SI_108B_Morgon,2015-03-02,12:39:24,1425296325303,4,412355,8,32,65,97,3219,1
SI_108B_Morgon,2015-03-02,12:39:27,1425296325303,4,414771,9,80,19,99,2410,1
SI_108B_Morgon,2015-03-02,12:39:30,1425296325303,4,417186,10,31,64,95,2414,1
SI_108B_Morgon,2015-03-02,12:39:32,1425296325303,4,424925,11,64,74,138,7737,1
SI_108B_Morgon,2015-03-02,12:39:40,1425296325303,4,428931,12,88,72,160,4000,1
SI_108B_Morgon,2015-03-02,12:39:44,1425296325303,4,432114,13,26,20,46,3178,1
SI_108B_Morgon,2015-03-02,12:39:47,1425296325303,4,435158,14,57,43,100,3040,1
SI_108B_Morgon,2015-03-02,12:39:50,1425296325303,4,442771,15,22,92,104,7609,0
SI_108B_Morgon,2015-03-02,12:39:58,1425296325303,4,448951,16,55,21,76,6178,1
SI_108B_Morgon,2015-03-02,12:40:04,1425296325303,4,455447,17,68,79,147,6490,1
SI_108B_Morgon,2015-03-02,12:40:10,1425296325303,4,459354,18,98,32,130,3905,1
SI_108B_Morgon,2015-03-02,12:40:14,1425296325303,4,462733,19,90,60,150,3376,1
SI_108B_Morgon,2015-03-02,12:40:18,1425296325303,4,465732,20,62,35,97,2995,1
SI_108B_Morgon,2015-03-02,12:40:21,1425296325303,4,468026,21,52,11,63,2292,1
SI_108B_Morgon,2015-03-02,12:40:23,1425296325303,4,471152,22,74,37,110,3124,0
SI_108B_Morgon,2015-03-02,12:40:26,1425296325303,4,479607,23,51,61,112,8451,1
SI_108B_Morgon,2015-03-02,12:40:35,1425296325303,4,489772,24,75,63,,10161,0
