id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_282,2016-04-08,20:25:18,,,1,12541,1,77,11,88,6871,1
SI_282,2016-04-08,20:25:25,,,1,19269,2,38,76,114,6727,1
SI_282,2016-04-08,20:25:31,,,1,25851,3,19,81,100,6581,1
SI_282,2016-04-08,20:25:38,,,1,31723,4,78,13,101,5871,0
SI_282,2016-04-08,20:25:44,,,1,35608,5,21,32,53,3885,1
SI_282,2016-04-08,20:25:48,,,1,39977,6,67,60,127,4368,1
SI_282,2016-04-08,20:25:52,,,1,45365,7,13,92,105,5388,1
SI_282,2016-04-08,20:25:57,,,1,49548,8,74,18,92,4183,1
SI_282,2016-04-08,20:26:02,,,1,56058,9,84,87,171,6510,1
SI_282,2016-04-08,20:26:08,,,1,61475,10,69,26,95,5417,1
SI_282,2016-04-08,20:26:14,,,1,65290,11,16,14,30,3815,1
SI_282,2016-04-08,20:26:17,,,1,69554,12,22,65,87,4263,1
SI_282,2016-04-08,20:26:22,,,1,77386,13,62,84,146,7832,1
SI_282,2016-04-08,20:26:29,,,1,85883,14,59,63,122,8497,1
SI_282,2016-04-08,20:26:38,,,1,88260,15,50,16,66,2377,1
SI_282,2016-04-08,20:26:40,,,1,91710,16,90,64,154,3449,1
SI_282,2016-04-08,20:26:44,,,1,114478,17,97,19,125,22768,0
SI_282,2016-04-08,20:27:07,,,1,125385,18,99,22,121,10907,1
SI_282,2016-04-08,20:27:17,,,1,125664,19,29,52,,278,0
