id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_198,2015-10-17,22:16:08,1445112968368,4,401802,1,20,62,82,3644,1
Sl_198,2015-10-17,22:16:12,1445112968368,4,407754,2,12,78,90,5951,1
Sl_198,2015-10-17,22:16:17,1445112968368,4,416492,3,96,19,125,8738,0
Sl_198,2015-10-17,22:16:26,1445112968368,4,420313,4,11,63,74,3821,1
Sl_198,2015-10-17,22:16:30,1445112968368,4,428546,5,18,69,87,8232,1
Sl_198,2015-10-17,22:16:38,1445112968368,4,431368,6,30,38,68,2822,1
Sl_198,2015-10-17,22:16:41,1445112968368,4,437513,7,41,71,111,6145,0
Sl_198,2015-10-17,22:16:47,1445112968368,4,443239,8,36,76,112,5726,1
Sl_198,2015-10-17,22:16:53,1445112968368,4,448764,9,14,17,31,5524,1
Sl_198,2015-10-17,22:16:58,1445112968368,4,453404,10,97,40,137,4640,1
Sl_198,2015-10-17,22:17:03,1445112968368,4,460138,11,39,45,84,6734,1
Sl_198,2015-10-17,22:17:10,1445112968368,4,468528,12,92,29,121,8390,1
Sl_198,2015-10-17,22:17:18,1445112968368,4,476087,13,63,38,101,7559,1
Sl_198,2015-10-17,22:17:26,1445112968368,4,480022,14,98,11,101,3934,0
Sl_198,2015-10-17,22:17:30,1445112968368,4,489173,15,14,57,71,9151,1
Sl_198,2015-10-17,22:17:39,1445112968368,4,493388,16,92,13,105,4215,1
Sl_198,2015-10-17,22:17:43,1445112968368,4,496788,17,44,20,64,3400,1
Sl_198,2015-10-17,22:17:46,1445112968368,4,502507,18,23,58,81,5719,1
Sl_198,2015-10-17,22:17:52,1445112968368,4,510552,19,88,73,141,8045,0
Sl_198,2015-10-17,22:18:00,1445112968368,4,518767,20,34,79,,8215,0
