id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_120,2015-03-23,22:50:36,1427147436377,4,595382,1,65,88,157,15488,0
SI_120,2015-03-23,22:50:51,1427147436377,4,607198,2,74,45,119,11815,1
SI_120,2015-03-23,22:51:03,1427147436377,4,613459,3,99,56,155,6260,1
SI_120,2015-03-23,22:51:09,1427147436377,4,621502,4,79,56,135,8042,1
SI_120,2015-03-23,22:51:17,1427147436377,4,635513,5,78,36,114,14010,1
SI_120,2015-03-23,22:51:32,1427147436377,4,647475,6,46,91,137,11961,1
SI_120,2015-03-23,22:51:43,1427147436377,4,658008,7,95,37,132,10531,1
SI_120,2015-03-23,22:51:54,1427147436377,4,675224,8,17,37,54,17214,1
SI_120,2015-03-23,22:52:11,1427147436377,4,686542,9,42,55,97,11316,1
SI_120,2015-03-23,22:52:23,1427147436377,4,693877,10,55,14,69,7334,1
SI_120,2015-03-23,22:52:30,1427147436377,4,699104,11,21,65,86,5226,1
SI_120,2015-03-23,22:52:35,1427147436377,4,699892,12,80,76,,787,0
