id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_198,2015-10-18,16:14:08,1445177648146,5,508346,1,80,52,132,6885,1
Sl_198,2015-10-18,16:14:15,1445177648146,5,517917,2,56,17,73,9571,1
Sl_198,2015-10-18,16:14:24,1445177648146,5,521317,3,63,62,125,3399,1
Sl_198,2015-10-18,16:14:28,1445177648146,5,529861,4,93,88,181,8544,1
Sl_198,2015-10-18,16:14:36,1445177648146,5,533785,5,21,64,85,3924,1
Sl_198,2015-10-18,16:14:40,1445177648146,5,537634,6,30,73,103,3849,1
Sl_198,2015-10-18,16:14:44,1445177648146,5,545147,7,18,43,61,7513,1
Sl_198,2015-10-18,16:14:51,1445177648146,5,549287,8,14,64,78,4140,1
Sl_198,2015-10-18,16:14:55,1445177648146,5,555062,9,65,94,159,5775,1
Sl_198,2015-10-18,16:15:01,1445177648146,5,566113,10,79,66,135,11051,0
Sl_198,2015-10-18,16:15:12,1445177648146,5,569911,11,93,31,124,3798,1
Sl_198,2015-10-18,16:15:16,1445177648146,5,573011,12,70,77,147,3100,1
Sl_198,2015-10-18,16:15:19,1445177648146,5,576047,13,51,53,104,3036,1
Sl_198,2015-10-18,16:15:22,1445177648146,5,581361,14,75,40,115,5314,1
Sl_198,2015-10-18,16:15:28,1445177648146,5,587852,15,66,56,122,6491,1
Sl_198,2015-10-18,16:15:34,1445177648146,5,591082,16,34,64,98,3230,1
Sl_198,2015-10-18,16:15:37,1445177648146,5,593705,17,30,18,48,2623,1
Sl_198,2015-10-18,16:15:40,1445177648146,5,597001,18,73,74,147,3296,1
Sl_198,2015-10-18,16:15:43,1445177648146,5,603328,19,85,88,173,6327,1
Sl_198,2015-10-18,16:15:50,1445177648146,5,607263,20,32,46,78,3934,1
Sl_198,2015-10-18,16:15:53,1445177648146,5,616178,21,95,98,193,8914,1
Sl_198,2015-10-18,16:16:02,1445177648146,5,621465,22,59,76,,5287,0
