id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_243,2016-04-29,10:33:16,,,3,305905,1,37,27,64,4671,1
SI_243,2016-04-29,10:33:21,,,3,313124,2,56,75,131,7218,1
SI_243,2016-04-29,10:33:28,,,3,317523,3,54,75,129,4399,1
SI_243,2016-04-29,10:33:33,,,3,321649,4,92,26,118,4122,1
SI_243,2016-04-29,10:33:37,,,3,327130,5,90,15,105,5480,1
SI_243,2016-04-29,10:33:42,,,3,330306,6,30,54,84,3175,1
SI_243,2016-04-29,10:33:45,,,3,339061,7,37,38,75,8754,1
SI_243,2016-04-29,10:33:54,,,3,346349,8,23,65,88,7288,1
SI_243,2016-04-29,10:34:01,,,3,350259,9,81,11,92,3908,1
SI_243,2016-04-29,10:34:05,,,3,354209,10,74,19,93,3950,1
SI_243,2016-04-29,10:34:09,,,3,359127,11,62,69,131,4918,1
SI_243,2016-04-29,10:34:14,,,3,369503,12,96,99,195,10376,1
SI_243,2016-04-29,10:34:24,,,3,374995,13,95,85,180,5492,1
SI_243,2016-04-29,10:34:30,,,3,380476,14,88,21,109,5481,1
SI_243,2016-04-29,10:34:35,,,3,384545,15,27,63,9,4068,0
SI_243,2016-04-29,10:34:40,,,3,391157,16,14,27,41,6611,1
SI_243,2016-04-29,10:34:46,,,3,395764,17,41,97,138,4606,1
SI_243,2016-04-29,10:34:51,,,3,399538,18,93,72,165,3774,1
SI_243,2016-04-29,10:34:55,,,3,406676,19,85,39,124,7138,1
SI_243,2016-04-29,10:35:02,,,3,412513,20,78,69,147,5837,1
SI_243,2016-04-29,10:35:08,,,3,416935,21,36,18,54,4422,1
SI_243,2016-04-29,10:35:12,,,3,421231,22,88,99,,4296,0
