id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_305,2016-05-22,06:04:17,,,1,12382,1,76,89,165,6624,1
Sl_305,2016-05-22,06:04:24,,,1,20393,2,83,71,154,8011,1
Sl_305,2016-05-22,06:04:32,,,1,23744,3,32,28,60,3351,1
Sl_305,2016-05-22,06:04:35,,,1,34894,4,57,72,129,11150,1
Sl_305,2016-05-22,06:04:46,,,1,39645,5,14,31,45,4751,1
Sl_305,2016-05-22,06:04:51,,,1,45944,6,96,80,176,6299,1
Sl_305,2016-05-22,06:04:58,,,1,54111,7,82,26,108,8166,1
Sl_305,2016-05-22,06:05:06,,,1,64377,8,71,43,114,10266,1
Sl_305,2016-05-22,06:05:16,,,1,77811,9,88,30,118,13434,1
Sl_305,2016-05-22,06:05:29,,,1,83994,10,30,84,114,6183,1
Sl_305,2016-05-22,06:05:36,,,1,92144,11,18,70,88,8150,1
Sl_305,2016-05-22,06:05:44,,,1,102850,12,96,55,151,10706,1
Sl_305,2016-05-22,06:05:54,,,1,113460,13,87,72,159,10610,1
Sl_305,2016-05-22,06:06:05,,,1,116349,14,25,40,65,2889,1
Sl_305,2016-05-22,06:06:08,,,1,119694,15,39,70,109,3345,1
Sl_305,2016-05-22,06:06:11,,,1,126673,16,29,55,,6979,0
