id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_573,2016-04-29,20:38:37,,,5,644666,1,80,78,158,5278,1
SI_573,2016-04-29,20:38:42,,,5,653383,2,99,96,195,8716,1
SI_573,2016-04-29,20:38:51,,,5,657761,3,17,50,67,4378,1
SI_573,2016-04-29,20:38:55,,,5,664337,4,24,73,97,6575,1
SI_573,2016-04-29,20:39:02,,,5,668790,5,32,55,87,4453,1
SI_573,2016-04-29,20:39:06,,,5,677456,6,31,81,112,8665,1
SI_573,2016-04-29,20:39:15,,,5,682297,7,23,73,96,4840,1
SI_573,2016-04-29,20:39:20,,,5,686172,8,20,77,97,3874,1
SI_573,2016-04-29,20:39:23,,,5,696970,9,59,44,103,10797,1
SI_573,2016-04-29,20:39:34,,,5,701861,10,13,36,49,4890,1
SI_573,2016-04-29,20:39:39,,,5,709888,11,21,34,55,8026,1
SI_573,2016-04-29,20:39:47,,,5,716850,12,63,83,146,6962,1
SI_573,2016-04-29,20:39:54,,,5,721818,13,92,96,188,4968,1
SI_573,2016-04-29,20:39:59,,,5,727501,14,84,51,135,5682,1
SI_573,2016-04-29,20:40:05,,,5,733677,15,92,88,180,6176,1
SI_573,2016-04-29,20:40:11,,,5,740726,16,56,48,104,7048,1
SI_573,2016-04-29,20:40:18,,,5,745408,17,31,71,102,4681,1
SI_573,2016-04-29,20:40:23,,,5,751775,18,77,34,111,6366,1
SI_573,2016-04-29,20:40:29,,,5,759388,19,39,50,,7613,0
