id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_256,2016-02-26,17:00:16,1456502416801,1,12216,1,64,67,131,6382,1
SI_256,2016-02-26,17:00:23,1456502416801,1,20457,2,44,89,133,8241,1
SI_256,2016-02-26,17:00:31,1456502416801,1,24268,3,72,13,85,3810,1
SI_256,2016-02-26,17:00:35,1456502416801,1,30024,4,69,14,83,5756,1
SI_256,2016-02-26,17:00:40,1456502416801,1,33983,5,82,81,163,3959,1
SI_256,2016-02-26,17:00:44,1456502416801,1,38417,6,44,59,103,4434,1
SI_256,2016-02-26,17:00:49,1456502416801,1,44710,7,36,59,95,6293,1
SI_256,2016-02-26,17:00:55,1456502416801,1,51551,8,63,72,135,6841,1
SI_256,2016-02-26,17:01:02,1456502416801,1,53753,9,30,25,55,2202,1
SI_256,2016-02-26,17:01:04,1456502416801,1,61889,10,27,56,83,8136,1
SI_256,2016-02-26,17:01:12,1456502416801,1,68322,11,45,80,125,6433,1
SI_256,2016-02-26,17:01:19,1456502416801,1,73066,12,22,93,115,4744,1
SI_256,2016-02-26,17:01:24,1456502416801,1,77623,13,23,37,58,4557,0
SI_256,2016-02-26,17:01:28,1456502416801,1,81544,14,15,96,111,3921,1
SI_256,2016-02-26,17:01:32,1456502416801,1,85180,15,32,34,66,3636,1
SI_256,2016-02-26,17:01:36,1456502416801,1,88370,16,51,54,105,3190,1
SI_256,2016-02-26,17:01:39,1456502416801,1,92005,17,40,31,71,3635,1
SI_256,2016-02-26,17:01:42,1456502416801,1,95580,18,43,63,106,3574,1
SI_256,2016-02-26,17:01:46,1456502416801,1,99589,19,25,45,70,4009,1
SI_256,2016-02-26,17:01:50,1456502416801,1,105493,20,30,97,127,5904,1
SI_256,2016-02-26,17:01:56,1456502416801,1,117709,21,69,68,137,12216,1
SI_256,2016-02-26,17:02:08,1456502416801,1,125091,22,89,34,123,7382,1
SI_256,2016-02-26,17:02:16,1456502416801,1,125836,23,79,26,,745,0
