id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_203,2015-10-26,23:20:24,1445898024682,5,568928,1,49,50,99,3368,1
Sl_203,2015-10-26,23:20:28,1445898024682,5,571766,2,58,20,78,2838,1
Sl_203,2015-10-26,23:20:30,1445898024682,5,575233,3,41,50,91,3466,1
Sl_203,2015-10-26,23:20:34,1445898024682,5,581249,4,15,38,53,6016,1
Sl_203,2015-10-26,23:20:40,1445898024682,5,586984,5,61,67,128,5734,1
Sl_203,2015-10-26,23:20:46,1445898024682,5,592788,6,36,48,84,5804,1
Sl_203,2015-10-26,23:20:51,1445898024682,5,596405,7,21,34,55,3617,1
Sl_203,2015-10-26,23:20:55,1445898024682,5,605204,8,26,17,43,8799,1
Sl_203,2015-10-26,23:21:04,1445898024682,5,608584,9,42,21,63,3379,1
Sl_203,2015-10-26,23:21:07,1445898024682,5,617767,10,48,75,123,9183,1
Sl_203,2015-10-26,23:21:16,1445898024682,5,624017,11,77,17,94,6250,1
Sl_203,2015-10-26,23:21:23,1445898024682,5,626768,12,15,30,45,2751,1
Sl_203,2015-10-26,23:21:25,1445898024682,5,631835,13,38,59,97,5067,1
Sl_203,2015-10-26,23:21:30,1445898024682,5,637275,14,88,49,137,5440,1
Sl_203,2015-10-26,23:21:36,1445898024682,5,643288,15,43,95,138,6013,1
Sl_203,2015-10-26,23:21:42,1445898024682,5,647486,16,76,80,156,4198,1
Sl_203,2015-10-26,23:21:46,1445898024682,5,653785,17,43,66,109,6299,1
Sl_203,2015-10-26,23:21:52,1445898024682,5,659780,18,62,52,112,5994,0
Sl_203,2015-10-26,23:21:58,1445898024682,5,662723,19,34,21,55,2943,1
Sl_203,2015-10-26,23:22:01,1445898024682,5,670106,20,38,87,125,7383,1
Sl_203,2015-10-26,23:22:09,1445898024682,5,674741,21,59,16,75,4635,1
Sl_203,2015-10-26,23:22:13,1445898024682,5,678555,22,31,54,85,3814,1
Sl_203,2015-10-26,23:22:17,1445898024682,5,684260,23,71,89,160,5705,1
Sl_203,2015-10-26,23:22:23,1445898024682,5,685565,24,73,39,,1304,0
