id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_297,2016-04-24,20:36:33,,,3,337452,1,76,50,125,5416,0
SI_297,2016-04-24,20:36:39,,,3,341600,2,63,83,146,4148,1
SI_297,2016-04-24,20:36:43,,,3,344328,3,42,31,73,2727,1
SI_297,2016-04-24,20:36:45,,,3,347075,4,83,70,153,2747,1
SI_297,2016-04-24,20:36:48,,,3,349042,5,23,24,47,1967,1
SI_297,2016-04-24,20:36:50,,,3,353382,6,71,67,138,4340,1
SI_297,2016-04-24,20:36:54,,,3,355056,7,40,30,70,1674,1
SI_297,2016-04-24,20:36:56,,,3,357160,8,35,50,85,2103,1
SI_297,2016-04-24,20:36:58,,,3,360794,9,86,74,160,3634,1
SI_297,2016-04-24,20:37:02,,,3,363832,10,72,45,117,3038,1
SI_297,2016-04-24,20:37:05,,,3,368782,11,91,79,170,4950,1
SI_297,2016-04-24,20:37:10,,,3,371304,12,38,53,91,2522,1
SI_297,2016-04-24,20:37:12,,,3,374234,13,43,26,69,2930,1
SI_297,2016-04-24,20:37:15,,,3,378488,14,94,98,192,4254,1
SI_297,2016-04-24,20:37:20,,,3,380950,15,25,12,37,2462,1
SI_297,2016-04-24,20:37:22,,,3,387677,16,56,69,125,6727,1
SI_297,2016-04-24,20:37:29,,,3,390998,17,32,99,131,3321,1
SI_297,2016-04-24,20:37:32,,,3,393861,18,49,91,140,2863,1
SI_297,2016-04-24,20:37:35,,,3,396980,19,62,75,137,3119,1
SI_297,2016-04-24,20:37:38,,,3,399625,20,82,83,165,2645,1
SI_297,2016-04-24,20:37:41,,,3,403924,21,94,49,143,4299,1
SI_297,2016-04-24,20:37:45,,,3,407141,22,18,99,117,3217,1
SI_297,2016-04-24,20:37:48,,,3,411612,23,83,57,140,4471,1
SI_297,2016-04-24,20:37:53,,,3,415361,24,75,73,148,3749,1
SI_297,2016-04-24,20:37:56,,,3,418298,25,47,65,112,2937,1
SI_297,2016-04-24,20:37:59,,,3,421494,26,61,38,99,3196,1
SI_297,2016-04-24,20:38:03,,,3,426662,27,73,43,116,5168,1
SI_297,2016-04-24,20:38:08,,,3,431326,28,35,94,129,4664,1
SI_297,2016-04-24,20:38:12,,,3,436741,29,89,58,147,5415,1
SI_297,2016-04-24,20:38:18,,,3,439697,30,88,18,106,2956,1
SI_297,2016-04-24,20:38:21,,,3,448489,31,58,70,128,8792,1
SI_297,2016-04-24,20:38:30,,,3,451942,32,79,19,98,3453,1
SI_297,2016-04-24,20:38:33,,,3,452052,33,36,98,,110,0
