id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_254,2016-02-03,09:58:45,1454489925586,1,27381,1,89,93,182,21691,1
SI_254,2016-02-03,09:59:07,1454489925586,1,32644,2,71,78,149,5261,1
SI_254,2016-02-03,09:59:12,1454489925586,1,44085,3,95,38,133,11440,1
SI_254,2016-02-03,09:59:23,1454489925586,1,49247,4,54,63,117,5161,1
SI_254,2016-02-03,09:59:29,1454489925586,1,52909,5,85,23,105,3661,0
SI_254,2016-02-03,09:59:32,1454489925586,1,56490,6,29,19,48,3580,1
SI_254,2016-02-03,09:59:36,1454489925586,1,59200,7,80,87,47,2708,0
SI_254,2016-02-03,09:59:39,1454489925586,1,70250,8,82,99,181,11049,1
SI_254,2016-02-03,09:59:50,1454489925586,1,74039,9,30,28,58,3787,1
SI_254,2016-02-03,09:59:53,1454489925586,1,77179,10,31,35,66,3139,1
SI_254,2016-02-03,09:59:57,1454489925586,1,89547,11,76,17,93,12368,1
SI_254,2016-02-03,10:00:09,1454489925586,1,94108,12,91,14,105,4561,1
SI_254,2016-02-03,10:00:14,1454489925586,1,102864,13,68,79,147,8755,1
SI_254,2016-02-03,10:00:22,1454489925586,1,106225,14,11,24,55,3359,0
SI_254,2016-02-03,10:00:26,1454489925586,1,110798,15,41,49,90,4573,1
SI_254,2016-02-03,10:00:30,1454489925586,1,122895,16,49,65,114,12096,1
SI_254,2016-02-03,10:00:42,1454489925586,1,125691,17,68,89,,2796,0
