id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_274,2016-04-30,10:39:21,,,4,394563,1,83,79,161,4010,0
SI_274,2016-04-30,10:39:25,,,4,398017,2,83,57,140,3453,1
SI_274,2016-04-30,10:39:28,,,4,401862,3,72,78,140,3845,0
SI_274,2016-04-30,10:39:32,,,4,407553,4,30,97,127,5690,1
SI_274,2016-04-30,10:39:38,,,4,410058,5,55,44,99,2505,1
SI_274,2016-04-30,10:39:40,,,4,415580,6,77,74,141,5522,0
SI_274,2016-04-30,10:39:46,,,4,424107,7,46,69,117,8527,0
SI_274,2016-04-30,10:39:54,,,4,429820,8,14,97,111,5713,1
SI_274,2016-04-30,10:40:00,,,4,432798,9,14,22,36,2978,1
SI_274,2016-04-30,10:40:03,,,4,434983,10,80,80,160,2184,1
SI_274,2016-04-30,10:40:05,,,4,439769,11,78,91,169,4785,1
SI_274,2016-04-30,10:40:10,,,4,443070,12,94,83,177,3301,1
SI_274,2016-04-30,10:40:13,,,4,446616,13,99,39,138,3546,1
SI_274,2016-04-30,10:40:17,,,4,455068,14,78,82,160,8451,1
SI_274,2016-04-30,10:40:25,,,4,459268,15,75,13,88,4200,1
SI_274,2016-04-30,10:40:29,,,4,467986,16,99,21,120,8717,1
SI_274,2016-04-30,10:40:38,,,4,471856,17,29,26,55,3870,1
SI_274,2016-04-30,10:40:42,,,4,475327,18,24,48,72,3470,1
SI_274,2016-04-30,10:40:45,,,4,480372,19,61,78,139,5045,1
SI_274,2016-04-30,10:40:51,,,4,485132,20,83,34,117,4760,1
SI_274,2016-04-30,10:40:55,,,4,490512,21,76,79,145,5380,0
SI_274,2016-04-30,10:41:01,,,4,494907,22,87,94,181,4395,1
SI_274,2016-04-30,10:41:05,,,4,501574,23,91,82,173,6667,1
SI_274,2016-04-30,10:41:12,,,4,505434,24,40,25,65,3860,1
SI_274,2016-04-30,10:41:16,,,4,510105,25,35,83,117,4671,0
SI_274,2016-04-30,10:41:20,,,4,510541,26,68,62,,435,0
