id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_171,2015-09-26,17:06:21,1443279981105,4,421004,1,55,51,106,7069,1
SI_171,2015-09-26,17:06:28,1443279981105,4,424439,2,37,70,107,3435,1
SI_171,2015-09-26,17:06:31,1443279981105,4,431998,3,77,75,152,7559,1
SI_171,2015-09-26,17:06:39,1443279981105,4,433975,4,35,20,55,1977,1
SI_171,2015-09-26,17:06:41,1443279981105,4,436832,5,11,62,73,2856,1
SI_171,2015-09-26,17:06:44,1443279981105,4,443047,6,46,95,141,6215,1
SI_171,2015-09-26,17:06:50,1443279981105,4,447116,7,30,96,126,4069,1
SI_171,2015-09-26,17:06:54,1443279981105,4,451835,8,35,44,79,4719,1
SI_171,2015-09-26,17:06:59,1443279981105,4,472770,9,37,18,50,20935,0
SI_171,2015-09-26,17:07:19,1443279981105,4,475941,10,21,62,83,3170,1
SI_171,2015-09-26,17:07:23,1443279981105,4,481191,11,29,67,96,5249,1
SI_171,2015-09-26,17:07:28,1443279981105,4,485278,12,76,35,111,4087,1
SI_171,2015-09-26,17:07:32,1443279981105,4,489846,13,23,87,110,4568,1
SI_171,2015-09-26,17:07:37,1443279981105,4,496682,14,89,97,186,6836,1
SI_171,2015-09-26,17:07:43,1443279981105,4,502450,15,20,34,54,5767,1
SI_171,2015-09-26,17:07:49,1443279981105,4,506861,16,65,92,157,4411,1
SI_171,2015-09-26,17:07:54,1443279981105,4,512594,17,15,41,56,5733,1
SI_171,2015-09-26,17:07:59,1443279981105,4,515478,18,17,70,87,2884,1
SI_171,2015-09-26,17:08:02,1443279981105,4,519660,19,15,30,45,4182,1
SI_171,2015-09-26,17:08:06,1443279981105,4,533936,20,74,56,,14276,0
