id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_431,2016-01-27,12:37:36,1453894656626,3,280728,1,43,65,108,3323,1
SI_431,2016-01-27,12:37:39,1453894656626,3,286389,2,79,53,132,5660,1
SI_431,2016-01-27,12:37:45,1453894656626,3,290932,3,76,64,140,4543,1
SI_431,2016-01-27,12:37:50,1453894656626,3,297195,4,99,28,127,6263,1
SI_431,2016-01-27,12:37:56,1453894656626,3,299819,5,41,44,85,2624,1
SI_431,2016-01-27,12:37:59,1453894656626,3,303663,6,18,76,94,3844,1
SI_431,2016-01-27,12:38:02,1453894656626,3,308208,7,34,15,49,4545,1
SI_431,2016-01-27,12:38:07,1453894656626,3,312102,8,13,28,41,3894,1
SI_431,2016-01-27,12:38:11,1453894656626,3,317794,9,87,85,172,5692,1
SI_431,2016-01-27,12:38:17,1453894656626,3,321394,10,46,59,105,3600,1
SI_431,2016-01-27,12:38:20,1453894656626,3,325977,11,25,18,43,4582,1
SI_431,2016-01-27,12:38:25,1453894656626,3,331439,12,25,66,91,5462,1
SI_431,2016-01-27,12:38:30,1453894656626,3,336729,13,97,81,178,5290,1
SI_431,2016-01-27,12:38:35,1453894656626,3,341645,14,26,98,124,4916,1
SI_431,2016-01-27,12:38:40,1453894656626,3,346095,15,81,69,80,4450,0
SI_431,2016-01-27,12:38:45,1453894656626,3,349262,16,54,45,99,3167,1
SI_431,2016-01-27,12:38:48,1453894656626,3,353011,17,60,76,136,3749,1
SI_431,2016-01-27,12:38:52,1453894656626,3,359314,18,97,94,191,6302,1
SI_431,2016-01-27,12:38:58,1453894656626,3,362821,19,96,83,179,3507,1
SI_431,2016-01-27,12:39:02,1453894656626,3,367228,20,51,45,96,4407,1
SI_431,2016-01-27,12:39:06,1453894656626,3,372898,21,57,88,145,5670,1
SI_431,2016-01-27,12:39:12,1453894656626,3,376322,22,61,98,159,3424,1
SI_431,2016-01-27,12:39:15,1453894656626,3,381776,23,14,96,110,5454,1
SI_431,2016-01-27,12:39:20,1453894656626,3,386012,24,38,33,71,4236,1
SI_431,2016-01-27,12:39:25,1453894656626,3,389662,25,28,43,71,3650,1
SI_431,2016-01-27,12:39:28,1453894656626,3,392905,26,72,60,132,3243,1
SI_431,2016-01-27,12:39:32,1453894656626,3,397409,27,63,69,,4504,0
