id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_108B_Morgon,2015-03-01,22:32:49,1425245569818,2,151419,1,68,40,108,3215,1
SI_108B_Morgon,2015-03-01,22:32:53,1425245569818,2,154429,2,34,36,70,3008,1
SI_108B_Morgon,2015-03-01,22:32:56,1425245569818,2,159145,3,44,28,72,4714,1
SI_108B_Morgon,2015-03-01,22:33:00,1425245569818,2,162903,4,28,99,127,3751,1
SI_108B_Morgon,2015-03-01,22:33:04,1425245569818,2,168464,5,25,59,84,5561,1
SI_108B_Morgon,2015-03-01,22:33:10,1425245569818,2,172034,6,74,96,170,3567,1
SI_108B_Morgon,2015-03-01,22:33:13,1425245569818,2,175806,7,41,49,90,3771,1
SI_108B_Morgon,2015-03-01,22:33:17,1425245569818,2,180111,8,58,53,111,4302,1
SI_108B_Morgon,2015-03-01,22:33:21,1425245569818,2,184879,9,63,80,143,4765,1
SI_108B_Morgon,2015-03-01,22:33:26,1425245569818,2,187895,10,16,44,60,3012,1
SI_108B_Morgon,2015-03-01,22:33:29,1425245569818,2,193265,11,14,77,91,5368,1
SI_108B_Morgon,2015-03-01,22:33:34,1425245569818,2,197380,12,46,44,90,4115,1
SI_108B_Morgon,2015-03-01,22:33:39,1425245569818,2,203152,13,68,33,101,5771,1
SI_108B_Morgon,2015-03-01,22:33:44,1425245569818,2,206137,14,60,98,158,2984,1
SI_108B_Morgon,2015-03-01,22:33:47,1425245569818,2,208713,15,15,70,85,2573,1
SI_108B_Morgon,2015-03-01,22:33:50,1425245569818,2,211337,16,23,27,50,2623,1
SI_108B_Morgon,2015-03-01,22:33:52,1425245569818,2,225336,17,75,49,1124,13998,0
SI_108B_Morgon,2015-03-01,22:34:06,1425245569818,2,233440,18,86,12,98,8103,1
SI_108B_Morgon,2015-03-01,22:34:15,1425245569818,2,242164,19,56,68,124,8722,1
SI_108B_Morgon,2015-03-01,22:34:23,1425245569818,2,250280,20,47,88,135,8115,1
SI_108B_Morgon,2015-03-01,22:34:31,1425245569818,2,253954,21,47,67,114,3669,1
SI_108B_Morgon,2015-03-01,22:34:35,1425245569818,2,257262,22,95,63,158,3306,1
SI_108B_Morgon,2015-03-01,22:34:38,1425245569818,2,264974,23,76,46,122,7709,1
SI_108B_Morgon,2015-03-01,22:34:46,1425245569818,2,268195,24,76,89,,3217,0
