id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_287,2016-05-20,20:51:23,,,2,165707,1,48,64,112,5568,1
Sl_287,2016-05-20,20:51:28,,,2,168504,2,17,12,29,2795,1
Sl_287,2016-05-20,20:51:31,,,2,176466,3,98,85,183,7962,1
Sl_287,2016-05-20,20:51:39,,,2,179511,4,82,82,164,3045,1
Sl_287,2016-05-20,20:51:42,,,2,183253,5,15,51,66,3741,1
Sl_287,2016-05-20,20:51:46,,,2,188342,6,46,49,95,5088,1
Sl_287,2016-05-20,20:51:51,,,2,192334,7,29,24,53,3992,1
Sl_287,2016-05-20,20:51:55,,,2,197753,8,19,78,7,5419,0
Sl_287,2016-05-20,20:52:00,,,2,204618,9,92,58,150,6865,1
Sl_287,2016-05-20,20:52:07,,,2,208637,10,88,81,169,4018,1
Sl_287,2016-05-20,20:52:11,,,2,214054,11,38,53,91,5417,1
Sl_287,2016-05-20,20:52:17,,,2,219632,12,89,56,155,5577,0
Sl_287,2016-05-20,20:52:22,,,2,224088,13,38,40,78,4456,1
Sl_287,2016-05-20,20:52:27,,,2,227959,14,70,50,120,3870,1
Sl_287,2016-05-20,20:52:31,,,2,233612,15,97,41,138,5653,1
Sl_287,2016-05-20,20:52:36,,,2,239779,16,81,97,178,6167,1
Sl_287,2016-05-20,20:52:43,,,2,251227,17,74,47,121,11447,1
Sl_287,2016-05-20,20:52:54,,,2,257934,18,29,56,85,6706,1
Sl_287,2016-05-20,20:53:01,,,2,262923,19,32,66,98,4988,1
Sl_287,2016-05-20,20:53:06,,,2,266397,20,97,27,124,3473,1
Sl_287,2016-05-20,20:53:09,,,2,271150,21,72,21,9,4753,0
Sl_287,2016-05-20,20:53:14,,,2,275744,22,42,12,54,4592,1
Sl_287,2016-05-20,20:53:18,,,2,280139,23,93,72,,4395,0
