id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_151,2015-06-11,08:17:22,1434003442116,1,11207,1,91,42,123,5498,0
SI_151,2015-06-11,08:17:27,1434003442116,1,15323,2,94,58,152,4115,1
SI_151,2015-06-11,08:17:31,1434003442116,1,19103,3,65,14,79,3779,1
SI_151,2015-06-11,08:17:35,1434003442116,1,22285,4,41,87,128,3179,1
SI_151,2015-06-11,08:17:38,1434003442116,1,24935,5,43,40,83,2649,1
SI_151,2015-06-11,08:17:41,1434003442116,1,30726,6,54,71,125,5789,1
SI_151,2015-06-11,08:17:47,1434003442116,1,35151,7,44,97,141,4424,1
SI_151,2015-06-11,08:17:51,1434003442116,1,39786,8,22,79,101,4634,1
SI_151,2015-06-11,08:17:56,1434003442116,1,43689,9,88,30,118,3902,1
SI_151,2015-06-11,08:18:00,1434003442116,1,48988,10,77,82,159,5297,1
SI_151,2015-06-11,08:18:05,1434003442116,1,55374,11,91,83,174,6385,1
SI_151,2015-06-11,08:18:11,1434003442116,1,58896,12,93,14,107,3521,1
SI_151,2015-06-11,08:18:15,1434003442116,1,63601,13,96,92,188,4704,1
SI_151,2015-06-11,08:18:20,1434003442116,1,69596,14,77,97,174,5993,1
SI_151,2015-06-11,08:18:26,1434003442116,1,75473,15,37,76,113,5876,1
SI_151,2015-06-11,08:18:31,1434003442116,1,83672,16,48,94,142,8197,1
SI_151,2015-06-11,08:18:40,1434003442116,1,88091,17,26,34,60,4417,1
SI_151,2015-06-11,08:18:44,1434003442116,1,94929,18,92,36,128,6837,1
SI_151,2015-06-11,08:18:51,1434003442116,1,99017,19,83,15,98,4087,1
SI_151,2015-06-11,08:18:55,1434003442116,1,103174,20,26,29,55,4156,1
SI_151,2015-06-11,08:18:59,1434003442116,1,109733,21,35,66,101,6558,1
SI_151,2015-06-11,08:19:06,1434003442116,1,112913,22,13,53,66,3179,1
SI_151,2015-06-11,08:19:09,1434003442116,1,121705,23,77,49,126,8791,1
SI_151,2015-06-11,08:19:18,1434003442116,1,125707,24,55,67,,4000,0
