id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_433,2016-03-02,21:31:57,,,3,319335,1,51,69,120,6565,1
SI_433,2016-03-02,21:32:04,,,3,322385,2,40,49,89,3050,1
SI_433,2016-03-02,21:32:07,,,3,331919,3,90,34,124,9534,1
SI_433,2016-03-02,21:32:16,,,3,337624,4,85,30,115,5705,1
SI_433,2016-03-02,21:32:22,,,3,343451,5,74,79,153,5827,1
SI_433,2016-03-02,21:32:28,,,3,351021,6,41,88,129,7570,1
SI_433,2016-03-02,21:32:36,,,3,354318,7,67,11,78,3297,1
SI_433,2016-03-02,21:32:39,,,3,360834,8,74,51,125,6516,1
SI_433,2016-03-02,21:32:45,,,3,365818,9,37,48,85,4984,1
SI_433,2016-03-02,21:32:50,,,3,377134,10,61,88,149,11316,1
SI_433,2016-03-02,21:33:02,,,3,380605,11,31,64,95,3471,1
SI_433,2016-03-02,21:33:05,,,3,385082,12,60,83,143,4477,1
SI_433,2016-03-02,21:33:10,,,3,388832,13,66,61,127,3750,1
SI_433,2016-03-02,21:33:13,,,3,393054,14,40,24,64,4222,1
SI_433,2016-03-02,21:33:18,,,3,403566,15,21,92,113,10512,1
SI_433,2016-03-02,21:33:28,,,3,408538,16,39,52,91,4971,1
SI_433,2016-03-02,21:33:33,,,3,425582,17,27,66,93,17044,1
SI_433,2016-03-02,21:33:50,,,3,430485,18,41,63,104,4902,1
SI_433,2016-03-02,21:33:55,,,3,433456,19,34,33,67,2971,1
SI_433,2016-03-02,21:33:58,,,3,433557,20,42,74,,101,0
