id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_180,2015-10-19,10:22:09,1445242929766,3,301669,1,61,97,158,7451,1
SI_180,2015-10-19,10:22:17,1445242929766,3,308612,2,29,69,96,6943,0
SI_180,2015-10-19,10:22:24,1445242929766,3,312718,3,65,14,78,4106,0
SI_180,2015-10-19,10:22:28,1445242929766,3,316173,4,30,26,56,3455,1
SI_180,2015-10-19,10:22:31,1445242929766,3,320882,5,61,41,102,4709,1
SI_180,2015-10-19,10:22:36,1445242929766,3,335781,6,59,28,87,14899,1
SI_180,2015-10-19,10:22:51,1445242929766,3,339368,7,16,90,106,3587,1
SI_180,2015-10-19,10:22:54,1445242929766,3,346914,8,57,54,111,7546,1
SI_180,2015-10-19,10:23:02,1445242929766,3,351306,9,71,19,90,4392,1
SI_180,2015-10-19,10:23:06,1445242929766,3,357728,10,91,49,140,6422,1
SI_180,2015-10-19,10:23:13,1445242929766,3,369779,11,55,99,154,12051,1
SI_180,2015-10-19,10:23:25,1445242929766,3,378998,12,58,63,121,9219,1
SI_180,2015-10-19,10:23:34,1445242929766,3,384346,13,33,24,57,5348,1
SI_180,2015-10-19,10:23:39,1445242929766,3,389476,14,31,59,90,5130,1
SI_180,2015-10-19,10:23:45,1445242929766,3,395128,15,50,83,133,5652,1
SI_180,2015-10-19,10:23:50,1445242929766,3,402374,16,17,56,73,7246,1
SI_180,2015-10-19,10:23:57,1445242929766,3,414224,17,68,74,,11850,0
