id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_272,2016-04-14,04:56:55,,,1,15505,1,59,88,147,9823,1
SI_272,2016-04-14,04:57:05,,,1,23180,2,58,80,138,7669,1
SI_272,2016-04-14,04:57:12,,,1,26846,3,60,90,150,3664,1
SI_272,2016-04-14,04:57:16,,,1,35420,4,73,23,96,8574,1
SI_272,2016-04-14,04:57:25,,,1,47461,5,87,67,144,12038,0
SI_272,2016-04-14,04:57:37,,,1,53953,6,35,80,115,6491,1
SI_272,2016-04-14,04:57:43,,,1,63193,7,55,70,125,9239,1
SI_272,2016-04-14,04:57:52,,,1,81092,8,44,75,119,17897,1
SI_272,2016-04-14,04:58:10,,,1,90916,9,93,69,162,9822,1
SI_272,2016-04-14,04:58:20,,,1,99065,10,72,61,133,8148,1
SI_272,2016-04-14,04:58:28,,,1,107451,11,47,25,73,8386,0
SI_272,2016-04-14,04:58:37,,,1,119049,12,19,68,87,11597,1
SI_272,2016-04-14,04:58:48,,,1,125682,13,78,34,,6629,0
