id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_281,2016-04-09,05:04:37,,,3,244083,1,45,74,119,5703,1
SI_281,2016-04-09,05:04:43,,,3,250153,2,93,28,111,6069,0
SI_281,2016-04-09,05:04:49,,,3,252623,3,84,24,108,2466,1
SI_281,2016-04-09,05:04:51,,,3,254878,4,35,71,106,2254,1
SI_281,2016-04-09,05:04:53,,,3,258599,5,86,62,158,3721,0
SI_281,2016-04-09,05:04:57,,,3,261294,6,90,56,146,2695,1
SI_281,2016-04-09,05:05:00,,,3,263849,7,14,60,74,2554,1
SI_281,2016-04-09,05:05:02,,,3,269636,8,23,29,52,5783,1
SI_281,2016-04-09,05:05:08,,,3,276616,9,79,22,101,6976,1
SI_281,2016-04-09,05:05:15,,,3,285513,10,52,87,139,8897,1
SI_281,2016-04-09,05:05:24,,,3,296096,11,55,88,143,10582,1
SI_281,2016-04-09,05:05:35,,,3,305479,12,49,72,121,9379,1
SI_281,2016-04-09,05:05:44,,,3,311046,13,38,86,124,5561,1
SI_281,2016-04-09,05:05:50,,,3,314602,14,65,26,91,3554,1
SI_281,2016-04-09,05:05:53,,,3,317750,15,39,39,78,3147,1
SI_281,2016-04-09,05:05:56,,,3,323605,16,62,47,109,5853,1
SI_281,2016-04-09,05:06:02,,,3,329659,17,58,26,84,6053,1
SI_281,2016-04-09,05:06:08,,,3,334275,18,42,58,100,4614,1
SI_281,2016-04-09,05:06:13,,,3,336748,19,68,11,79,2472,1
SI_281,2016-04-09,05:06:15,,,3,341333,20,36,97,133,4583,1
SI_281,2016-04-09,05:06:20,,,3,347094,21,92,66,158,5752,1
SI_281,2016-04-09,05:06:26,,,3,350566,22,29,50,79,3468,1
SI_281,2016-04-09,05:06:29,,,3,358382,23,69,87,,7814,0
