id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_286,2016-05-04,14:40:02,,,1,17340,1,94,23,117,11662,1
SI_286,2016-05-04,14:40:14,,,1,23808,2,63,95,158,6467,1
SI_286,2016-05-04,14:40:21,,,1,53992,3,72,89,161,30183,1
SI_286,2016-05-04,14:40:51,,,1,58726,4,22,50,72,4734,1
SI_286,2016-05-04,14:40:56,,,1,65046,5,37,53,90,6320,1
SI_286,2016-05-04,14:41:02,,,1,75627,6,35,57,92,10581,1
SI_286,2016-05-04,14:41:12,,,1,93833,7,64,80,144,18204,1
SI_286,2016-05-04,14:41:31,,,1,105499,8,57,17,74,11666,1
SI_286,2016-05-04,14:41:42,,,1,112388,9,80,66,146,6889,1
SI_286,2016-05-04,14:41:49,,,1,125684,10,57,78,,13296,0
