id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_216,2015-11-12,08:54:09,1447314849868,3,281793,1,84,55,134,8434,0
Sl_216,2015-11-12,08:54:18,1447314849868,3,285880,2,90,82,17,4087,0
Sl_216,2015-11-12,08:54:22,1447314849868,3,289740,3,40,69,109,3860,1
Sl_216,2015-11-12,08:54:26,1447314849868,3,294560,4,93,86,179,4820,1
Sl_216,2015-11-12,08:54:31,1447314849868,3,300503,5,67,82,149,5943,1
Sl_216,2015-11-12,08:54:37,1447314849868,3,305321,6,57,36,93,4818,1
Sl_216,2015-11-12,08:54:41,1447314849868,3,309184,7,63,32,95,3863,1
Sl_216,2015-11-12,08:54:45,1447314849868,3,312397,8,26,16,42,3213,1
Sl_216,2015-11-12,08:54:48,1447314849868,3,316016,9,85,16,81,3619,0
Sl_216,2015-11-12,08:54:52,1447314849868,3,319656,10,80,38,118,3640,1
Sl_216,2015-11-12,08:54:56,1447314849868,3,323297,11,65,13,78,3641,1
Sl_216,2015-11-12,08:54:59,1447314849868,3,330513,12,48,74,124,7216,0
Sl_216,2015-11-12,08:55:07,1447314849868,3,334877,13,22,62,84,4363,1
Sl_216,2015-11-12,08:55:11,1447314849868,3,343996,14,94,49,143,9118,1
Sl_216,2015-11-12,08:55:20,1447314849868,3,348880,15,91,14,105,4884,1
Sl_216,2015-11-12,08:55:25,1447314849868,3,354948,16,56,58,114,6068,1
Sl_216,2015-11-12,08:55:31,1447314849868,3,364297,17,49,24,73,9349,1
Sl_216,2015-11-12,08:55:40,1447314849868,3,368210,18,76,23,99,3913,1
Sl_216,2015-11-12,08:55:44,1447314849868,3,372222,19,53,28,81,4012,1
Sl_216,2015-11-12,08:55:48,1447314849868,3,376511,20,82,80,162,4289,1
Sl_216,2015-11-12,08:55:53,1447314849868,3,382897,21,86,65,151,6386,1
Sl_216,2015-11-12,08:55:59,1447314849868,3,386462,22,23,84,105,3565,0
Sl_216,2015-11-12,08:56:02,1447314849868,3,393084,23,57,92,149,6622,1
Sl_216,2015-11-12,08:56:09,1447314849868,3,395050,24,64,49,,1966,0
