id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_268,2016-03-14,08:20:05,,,2,150970,1,64,63,127,4517,1
SI_268,2016-03-14,08:20:10,,,2,155700,2,15,46,61,4730,1
SI_268,2016-03-14,08:20:14,,,2,162977,3,85,66,151,7276,1
SI_268,2016-03-14,08:20:22,,,2,167456,4,34,91,125,4479,1
SI_268,2016-03-14,08:20:26,,,2,172518,5,49,18,67,5062,1
SI_268,2016-03-14,08:20:31,,,2,179622,6,55,81,136,7104,1
SI_268,2016-03-14,08:20:38,,,2,188268,7,92,45,137,8646,1
SI_268,2016-03-14,08:20:47,,,2,192787,8,76,74,150,4518,1
SI_268,2016-03-14,08:20:51,,,2,207848,9,82,97,179,15061,1
SI_268,2016-03-14,08:21:06,,,2,215187,10,81,44,125,7338,1
SI_268,2016-03-14,08:21:14,,,2,240947,11,97,21,128,25759,0
SI_268,2016-03-14,08:21:40,,,2,244836,12,64,56,120,3889,1
SI_268,2016-03-14,08:21:43,,,2,252828,13,97,35,132,7992,1
SI_268,2016-03-14,08:21:51,,,2,257219,14,78,77,175,4391,0
SI_268,2016-03-14,08:21:56,,,2,260042,15,25,26,51,2823,1
SI_268,2016-03-14,08:21:59,,,2,264240,16,50,71,121,4198,1
SI_268,2016-03-14,08:22:03,,,2,266917,17,30,18,,2677,0
