id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_270,2016-03-15,06:06:54,,,3,291665,1,52,90,142,5355,1
SI_270,2016-03-15,06:06:59,,,3,299632,2,24,58,82,7966,1
SI_270,2016-03-15,06:07:07,,,3,307064,3,27,94,123,7431,0
SI_270,2016-03-15,06:07:15,,,3,313990,4,78,51,129,6926,1
SI_270,2016-03-15,06:07:22,,,3,318681,5,26,39,65,4689,1
SI_270,2016-03-15,06:07:26,,,3,328137,6,66,92,158,9455,1
SI_270,2016-03-15,06:07:36,,,3,332350,7,47,63,110,4212,1
SI_270,2016-03-15,06:07:40,,,3,345413,8,19,58,77,13062,1
SI_270,2016-03-15,06:07:53,,,3,351237,9,36,14,50,5823,1
SI_270,2016-03-15,06:07:59,,,3,363704,10,96,48,144,12465,1
SI_270,2016-03-15,06:08:11,,,3,371978,11,82,37,119,8272,1
SI_270,2016-03-15,06:08:20,,,3,380169,12,42,31,73,8189,1
SI_270,2016-03-15,06:08:28,,,3,389439,13,80,42,122,9262,1
SI_270,2016-03-15,06:08:37,,,3,394934,14,12,52,64,5492,1
SI_270,2016-03-15,06:08:43,,,3,406308,15,26,85,,11373,0
