id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_265,2016-03-08,21:49:30,,,5,618835,1,48,32,80,3946,1
SI_265,2016-03-08,21:49:34,,,5,622231,2,98,52,150,3396,1
SI_265,2016-03-08,21:49:37,,,5,628138,3,88,45,133,5907,1
SI_265,2016-03-08,21:49:43,,,5,633594,4,96,45,141,5456,1
SI_265,2016-03-08,21:49:49,,,5,644426,5,79,47,146,10832,0
SI_265,2016-03-08,21:49:59,,,5,650993,6,56,68,124,6567,1
SI_265,2016-03-08,21:50:06,,,5,654793,7,11,54,65,3800,1
SI_265,2016-03-08,21:50:10,,,5,658678,8,24,82,106,3885,1
SI_265,2016-03-08,21:50:14,,,5,676528,9,79,86,175,17850,0
SI_265,2016-03-08,21:50:31,,,5,682562,10,67,34,101,6034,1
SI_265,2016-03-08,21:50:37,,,5,686026,11,28,62,90,3464,1
SI_265,2016-03-08,21:50:41,,,5,690294,12,87,60,147,4268,1
SI_265,2016-03-08,21:50:45,,,5,693141,13,70,87,157,2847,1
SI_265,2016-03-08,21:50:48,,,5,696885,14,30,58,88,3744,1
SI_265,2016-03-08,21:50:52,,,5,700360,15,44,41,85,3475,1
SI_265,2016-03-08,21:50:55,,,5,707278,16,45,39,84,6918,1
SI_265,2016-03-08,21:51:02,,,5,716759,17,82,83,165,9481,1
SI_265,2016-03-08,21:51:12,,,5,723210,18,65,71,136,6451,1
SI_265,2016-03-08,21:51:18,,,5,727476,19,17,87,104,4266,1
SI_265,2016-03-08,21:51:22,,,5,734044,20,52,83,135,6568,1
SI_265,2016-03-08,21:51:29,,,5,736168,21,29,38,,2124,0
