id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_257,2016-02-29,21:36:29,,,1,11704,1,34,38,72,5998,1
SI_257,2016-02-29,21:36:35,,,1,15837,2,35,65,100,4131,1
SI_257,2016-02-29,21:36:39,,,1,21787,3,29,86,115,5949,1
SI_257,2016-02-29,21:36:45,,,1,24254,4,50,16,66,2465,1
SI_257,2016-02-29,21:36:48,,,1,28087,5,41,39,80,3832,1
SI_257,2016-02-29,21:36:52,,,1,31618,6,11,46,57,3530,1
SI_257,2016-02-29,21:36:55,,,1,43723,7,97,72,169,12104,1
SI_257,2016-02-29,21:37:07,,,1,50854,8,95,71,166,7130,1
SI_257,2016-02-29,21:37:14,,,1,56742,9,48,48,96,5887,1
SI_257,2016-02-29,21:37:20,,,1,60903,10,16,21,37,4160,1
SI_257,2016-02-29,21:37:25,,,1,70812,11,51,75,126,9907,1
SI_257,2016-02-29,21:37:34,,,1,74981,12,13,25,38,4167,1
SI_257,2016-02-29,21:37:39,,,1,79370,13,20,69,89,4387,1
SI_257,2016-02-29,21:37:43,,,1,88368,14,99,43,142,8997,1
SI_257,2016-02-29,21:37:52,,,1,91257,15,21,33,54,2888,1
SI_257,2016-02-29,21:37:55,,,1,94460,16,67,21,88,3201,1
SI_257,2016-02-29,21:37:58,,,1,105233,17,54,66,120,10772,1
SI_257,2016-02-29,21:38:09,,,1,108352,18,25,75,100,3118,1
SI_257,2016-02-29,21:38:12,,,1,118863,19,67,56,123,10510,1
SI_257,2016-02-29,21:38:22,,,1,125703,20,77,92,,6838,0
