id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_252,2016-03-08,06:37:19,,,5,564575,1,52,29,83,5571,0
SI_252,2016-03-08,06:37:25,,,5,573811,2,65,68,133,9235,1
SI_252,2016-03-08,06:37:34,,,5,580569,3,84,43,127,6758,1
SI_252,2016-03-08,06:37:41,,,5,589850,4,34,95,129,9281,1
SI_252,2016-03-08,06:37:50,,,5,598459,5,23,58,79,8609,0
SI_252,2016-03-08,06:37:59,,,5,602173,6,16,40,56,3714,1
SI_252,2016-03-08,06:38:03,,,5,606804,7,30,35,65,4631,1
SI_252,2016-03-08,06:38:07,,,5,621483,8,86,51,137,14678,1
SI_252,2016-03-08,06:38:22,,,5,628023,9,94,99,193,6539,1
SI_252,2016-03-08,06:38:28,,,5,639870,10,18,92,110,11847,1
SI_252,2016-03-08,06:38:40,,,5,645675,11,44,62,106,5805,1
SI_252,2016-03-08,06:38:46,,,5,657626,12,49,24,73,11951,1
SI_252,2016-03-08,06:38:58,,,5,662035,13,60,52,112,4409,1
SI_252,2016-03-08,06:39:02,,,5,674832,14,39,94,133,12797,1
SI_252,2016-03-08,06:39:15,,,5,679009,15,48,70,,4177,0
